,DateTime,Day,Phase,Minutes,Tank,Temperature,Treatment
36,6/10/17 00:30,6/10/17,Conditioning,30,Tank 24,25.6,Cool
37,6/10/17 00:45,6/10/17,Conditioning,45,Tank 13,25.6,Cool
38,6/10/17 00:45,6/10/17,Conditioning,45,Tank 14,27.1,Ambient
39,6/10/17 00:45,6/10/17,Conditioning,45,Tank 15,27.1,Ambient
40,6/10/17 00:45,6/10/17,Conditioning,45,Tank 16,27.1,Ambient
41,6/10/17 00:45,6/10/17,Conditioning,45,Tank 17,25.5,Cool
42,6/10/17 00:45,6/10/17,Conditioning,45,Tank 18,27.3,Ambient
43,6/10/17 00:45,6/10/17,Conditioning,45,Tank 19,25.5,Cool
44,6/10/17 00:45,6/10/17,Conditioning,45,Tank 20,25.5,Cool
45,6/10/17 00:45,6/10/17,Conditioning,45,Tank 21,27.1,Ambient
46,6/10/17 00:45,6/10/17,Conditioning,45,Tank 22,27.3,Ambient
47,6/10/17 00:45,6/10/17,Conditioning,45,Tank 23,26.1,Cool
48,6/10/17 00:45,6/10/17,Conditioning,45,Tank 24,25.5,Cool
49,6/10/17 01:00,6/10/17,Conditioning,60,Tank 13,25.7,Cool
50,6/10/17 01:00,6/10/17,Conditioning,60,Tank 14,27.2,Ambient
51,6/10/17 01:00,6/10/17,Conditioning,60,Tank 15,27.2,Ambient
52,6/10/17 01:00,6/10/17,Conditioning,60,Tank 16,27.2,Ambient
53,6/10/17 01:00,6/10/17,Conditioning,60,Tank 17,25.5,Cool
54,6/10/17 01:00,6/10/17,Conditioning,60,Tank 18,26.9,Ambient
55,6/10/17 01:00,6/10/17,Conditioning,60,Tank 19,25.3,Cool
56,6/10/17 01:00,6/10/17,Conditioning,60,Tank 20,25.4,Cool
57,6/10/17 01:00,6/10/17,Conditioning,60,Tank 21,27.1,Ambient
58,6/10/17 01:00,6/10/17,Conditioning,60,Tank 22,27.2,Ambient
59,6/10/17 01:00,6/10/17,Conditioning,60,Tank 23,26.1,Cool
60,6/10/17 01:00,6/10/17,Conditioning,60,Tank 24,25.5,Cool
61,6/10/17 01:15,6/10/17,Conditioning,75,Tank 13,25.3,Cool
62,6/10/17 01:15,6/10/17,Conditioning,75,Tank 14,27,Ambient
63,6/10/17 01:15,6/10/17,Conditioning,75,Tank 15,27,Ambient
64,6/10/17 01:15,6/10/17,Conditioning,75,Tank 16,27,Ambient
65,6/10/17 01:15,6/10/17,Conditioning,75,Tank 17,25.4,Cool
66,6/10/17 01:15,6/10/17,Conditioning,75,Tank 18,26.9,Ambient
67,6/10/17 01:15,6/10/17,Conditioning,75,Tank 19,25.3,Cool
68,6/10/17 01:15,6/10/17,Conditioning,75,Tank 20,25.4,Cool
69,6/10/17 01:15,6/10/17,Conditioning,75,Tank 21,27,Ambient
70,6/10/17 01:15,6/10/17,Conditioning,75,Tank 22,27.1,Ambient
71,6/10/17 01:15,6/10/17,Conditioning,75,Tank 23,25.4,Cool
72,6/10/17 01:15,6/10/17,Conditioning,75,Tank 24,25.5,Cool
73,6/10/17 01:30,6/10/17,Conditioning,90,Tank 13,25.3,Cool
74,6/10/17 01:30,6/10/17,Conditioning,90,Tank 14,27.1,Ambient
75,6/10/17 01:30,6/10/17,Conditioning,90,Tank 15,27.1,Ambient
76,6/10/17 01:30,6/10/17,Conditioning,90,Tank 16,27.1,Ambient
77,6/10/17 01:30,6/10/17,Conditioning,90,Tank 17,25.4,Cool
78,6/10/17 01:30,6/10/17,Conditioning,90,Tank 18,27,Ambient
79,6/10/17 01:30,6/10/17,Conditioning,90,Tank 19,25.4,Cool
80,6/10/17 01:30,6/10/17,Conditioning,90,Tank 20,25.4,Cool
81,6/10/17 01:30,6/10/17,Conditioning,90,Tank 21,27.1,Ambient
82,6/10/17 01:30,6/10/17,Conditioning,90,Tank 22,27,Ambient
83,6/10/17 01:30,6/10/17,Conditioning,90,Tank 23,25.3,Cool
84,6/10/17 01:30,6/10/17,Conditioning,90,Tank 24,25.5,Cool
85,6/10/17 01:45,6/10/17,Conditioning,105,Tank 13,25.3,Cool
86,6/10/17 01:45,6/10/17,Conditioning,105,Tank 14,27.1,Ambient
87,6/10/17 01:45,6/10/17,Conditioning,105,Tank 15,27.1,Ambient
88,6/10/17 01:45,6/10/17,Conditioning,105,Tank 16,27.1,Ambient
89,6/10/17 01:45,6/10/17,Conditioning,105,Tank 17,25.4,Cool
90,6/10/17 01:45,6/10/17,Conditioning,105,Tank 18,27,Ambient
91,6/10/17 01:45,6/10/17,Conditioning,105,Tank 19,25.6,Cool
92,6/10/17 01:45,6/10/17,Conditioning,105,Tank 20,25.2,Cool
93,6/10/17 01:45,6/10/17,Conditioning,105,Tank 21,27.1,Ambient
94,6/10/17 01:45,6/10/17,Conditioning,105,Tank 22,26.8,Ambient
95,6/10/17 01:45,6/10/17,Conditioning,105,Tank 23,25.3,Cool
96,6/10/17 01:45,6/10/17,Conditioning,105,Tank 24,25.5,Cool
97,6/10/17 02:00,6/10/17,Conditioning,120,Tank 13,25.4,Cool
98,6/10/17 02:00,6/10/17,Conditioning,120,Tank 14,26.9,Ambient
99,6/10/17 02:00,6/10/17,Conditioning,120,Tank 15,27,Ambient
100,6/10/17 02:00,6/10/17,Conditioning,120,Tank 16,27,Ambient
101,6/10/17 02:00,6/10/17,Conditioning,120,Tank 17,25.4,Cool
102,6/10/17 02:00,6/10/17,Conditioning,120,Tank 18,27,Ambient
103,6/10/17 02:00,6/10/17,Conditioning,120,Tank 19,25.1,Cool
104,6/10/17 02:00,6/10/17,Conditioning,120,Tank 20,25.2,Cool
105,6/10/17 02:00,6/10/17,Conditioning,120,Tank 21,27,Ambient
106,6/10/17 02:00,6/10/17,Conditioning,120,Tank 22,27,Ambient
107,6/10/17 02:00,6/10/17,Conditioning,120,Tank 23,25.5,Cool
108,6/10/17 02:00,6/10/17,Conditioning,120,Tank 24,25.5,Cool
109,6/10/17 02:15,6/10/17,Conditioning,135,Tank 13,25.2,Cool
110,6/10/17 02:15,6/10/17,Conditioning,135,Tank 14,26.8,Ambient
111,6/10/17 02:15,6/10/17,Conditioning,135,Tank 15,26.8,Ambient
112,6/10/17 02:15,6/10/17,Conditioning,135,Tank 16,26.8,Ambient
113,6/10/17 02:15,6/10/17,Conditioning,135,Tank 17,25.1,Cool
114,6/10/17 02:15,6/10/17,Conditioning,135,Tank 18,26.8,Ambient
115,6/10/17 02:15,6/10/17,Conditioning,135,Tank 19,25.1,Cool
116,6/10/17 02:15,6/10/17,Conditioning,135,Tank 20,25.1,Cool
117,6/10/17 02:15,6/10/17,Conditioning,135,Tank 21,26.8,Ambient
118,6/10/17 02:15,6/10/17,Conditioning,135,Tank 22,26.9,Ambient
119,6/10/17 02:15,6/10/17,Conditioning,135,Tank 23,25.1,Cool
120,6/10/17 02:15,6/10/17,Conditioning,135,Tank 24,25.2,Cool
121,6/10/17 02:30,6/10/17,Conditioning,150,Tank 13,25.3,Cool
122,6/10/17 02:30,6/10/17,Conditioning,150,Tank 14,26.6,Ambient
123,6/10/17 02:30,6/10/17,Conditioning,150,Tank 15,26.9,Ambient
124,6/10/17 02:30,6/10/17,Conditioning,150,Tank 16,26.9,Ambient
125,6/10/17 02:30,6/10/17,Conditioning,150,Tank 17,25.1,Cool
126,6/10/17 02:30,6/10/17,Conditioning,150,Tank 18,26.7,Ambient
127,6/10/17 02:30,6/10/17,Conditioning,150,Tank 19,25.1,Cool
128,6/10/17 02:30,6/10/17,Conditioning,150,Tank 20,25,Cool
129,6/10/17 02:30,6/10/17,Conditioning,150,Tank 21,26.7,Ambient
130,6/10/17 02:30,6/10/17,Conditioning,150,Tank 22,26.9,Ambient
131,6/10/17 02:30,6/10/17,Conditioning,150,Tank 23,25.1,Cool
132,6/10/17 02:30,6/10/17,Conditioning,150,Tank 24,25.3,Cool
133,6/10/17 02:45,6/10/17,Conditioning,165,Tank 13,25.3,Cool
134,6/10/17 02:45,6/10/17,Conditioning,165,Tank 14,26.7,Ambient
135,6/10/17 02:45,6/10/17,Conditioning,165,Tank 15,27,Ambient
136,6/10/17 02:45,6/10/17,Conditioning,165,Tank 16,27,Ambient
137,6/10/17 02:45,6/10/17,Conditioning,165,Tank 17,25.3,Cool
138,6/10/17 02:45,6/10/17,Conditioning,165,Tank 18,26.7,Ambient
139,6/10/17 02:45,6/10/17,Conditioning,165,Tank 19,25.1,Cool
140,6/10/17 02:45,6/10/17,Conditioning,165,Tank 20,25,Cool
141,6/10/17 02:45,6/10/17,Conditioning,165,Tank 21,26.7,Ambient
142,6/10/17 02:45,6/10/17,Conditioning,165,Tank 22,26.8,Ambient
143,6/10/17 02:45,6/10/17,Conditioning,165,Tank 23,25.3,Cool
144,6/10/17 02:45,6/10/17,Conditioning,165,Tank 24,25.3,Cool
145,6/10/17 03:00,6/10/17,Conditioning,180,Tank 13,25.3,Cool
146,6/10/17 03:00,6/10/17,Conditioning,180,Tank 14,26.8,Ambient
147,6/10/17 03:00,6/10/17,Conditioning,180,Tank 15,26.9,Ambient
148,6/10/17 03:00,6/10/17,Conditioning,180,Tank 16,26.9,Ambient
149,6/10/17 03:00,6/10/17,Conditioning,180,Tank 17,25.2,Cool
150,6/10/17 03:00,6/10/17,Conditioning,180,Tank 18,26.8,Ambient
151,6/10/17 03:00,6/10/17,Conditioning,180,Tank 19,25.1,Cool
152,6/10/17 03:00,6/10/17,Conditioning,180,Tank 20,25.1,Cool
153,6/10/17 03:00,6/10/17,Conditioning,180,Tank 21,26.8,Ambient
154,6/10/17 03:00,6/10/17,Conditioning,180,Tank 22,26.8,Ambient
155,6/10/17 03:00,6/10/17,Conditioning,180,Tank 23,25.2,Cool
156,6/10/17 03:00,6/10/17,Conditioning,180,Tank 24,25.3,Cool
157,6/10/17 03:15,6/10/17,Conditioning,195,Tank 13,25.3,Cool
158,6/10/17 03:15,6/10/17,Conditioning,195,Tank 14,26.9,Ambient
159,6/10/17 03:15,6/10/17,Conditioning,195,Tank 15,27,Ambient
160,6/10/17 03:15,6/10/17,Conditioning,195,Tank 16,27,Ambient
161,6/10/17 03:15,6/10/17,Conditioning,195,Tank 17,25.1,Cool
162,6/10/17 03:15,6/10/17,Conditioning,195,Tank 18,26.9,Ambient
163,6/10/17 03:15,6/10/17,Conditioning,195,Tank 19,25.2,Cool
164,6/10/17 03:15,6/10/17,Conditioning,195,Tank 20,25.1,Cool
165,6/10/17 03:15,6/10/17,Conditioning,195,Tank 21,27,Ambient
166,6/10/17 03:15,6/10/17,Conditioning,195,Tank 22,26.9,Ambient
167,6/10/17 03:15,6/10/17,Conditioning,195,Tank 23,25.3,Cool
168,6/10/17 03:15,6/10/17,Conditioning,195,Tank 24,25.3,Cool
169,6/10/17 03:30,6/10/17,Conditioning,210,Tank 13,25.2,Cool
170,6/10/17 03:30,6/10/17,Conditioning,210,Tank 14,26.8,Ambient
171,6/10/17 03:30,6/10/17,Conditioning,210,Tank 15,26.9,Ambient
172,6/10/17 03:30,6/10/17,Conditioning,210,Tank 16,26.9,Ambient
173,6/10/17 03:30,6/10/17,Conditioning,210,Tank 17,25,Cool
174,6/10/17 03:30,6/10/17,Conditioning,210,Tank 18,26.5,Ambient
175,6/10/17 03:30,6/10/17,Conditioning,210,Tank 19,25,Cool
176,6/10/17 03:30,6/10/17,Conditioning,210,Tank 20,24.9,Cool
177,6/10/17 03:30,6/10/17,Conditioning,210,Tank 21,26.9,Ambient
178,6/10/17 03:30,6/10/17,Conditioning,210,Tank 22,26.8,Ambient
179,6/10/17 03:30,6/10/17,Conditioning,210,Tank 23,25.3,Cool
180,6/10/17 03:30,6/10/17,Conditioning,210,Tank 24,25.2,Cool
181,6/10/17 03:45,6/10/17,Conditioning,225,Tank 13,25.1,Cool
182,6/10/17 03:45,6/10/17,Conditioning,225,Tank 14,26.7,Ambient
183,6/10/17 03:45,6/10/17,Conditioning,225,Tank 15,26.5,Ambient
184,6/10/17 03:45,6/10/17,Conditioning,225,Tank 16,26.5,Ambient
185,6/10/17 03:45,6/10/17,Conditioning,225,Tank 17,25.1,Cool
186,6/10/17 03:45,6/10/17,Conditioning,225,Tank 18,26.5,Ambient
187,6/10/17 03:45,6/10/17,Conditioning,225,Tank 19,24.9,Cool
188,6/10/17 03:45,6/10/17,Conditioning,225,Tank 20,24.9,Cool
189,6/10/17 03:45,6/10/17,Conditioning,225,Tank 21,26.5,Ambient
190,6/10/17 03:45,6/10/17,Conditioning,225,Tank 22,26.6,Ambient
191,6/10/17 03:45,6/10/17,Conditioning,225,Tank 23,25,Cool
192,6/10/17 03:45,6/10/17,Conditioning,225,Tank 24,25.1,Cool
193,6/10/17 04:00,6/10/17,Conditioning,240,Tank 13,25.1,Cool
194,6/10/17 04:00,6/10/17,Conditioning,240,Tank 14,26.6,Ambient
195,6/10/17 04:00,6/10/17,Conditioning,240,Tank 15,26.6,Ambient
196,6/10/17 04:00,6/10/17,Conditioning,240,Tank 16,26.6,Ambient
197,6/10/17 04:00,6/10/17,Conditioning,240,Tank 17,25,Cool
198,6/10/17 04:00,6/10/17,Conditioning,240,Tank 18,26.6,Ambient
199,6/10/17 04:00,6/10/17,Conditioning,240,Tank 19,24.9,Cool
200,6/10/17 04:00,6/10/17,Conditioning,240,Tank 20,25,Cool
201,6/10/17 04:00,6/10/17,Conditioning,240,Tank 21,26.5,Ambient
202,6/10/17 04:00,6/10/17,Conditioning,240,Tank 22,26.6,Ambient
203,6/10/17 04:00,6/10/17,Conditioning,240,Tank 23,25.1,Cool
204,6/10/17 04:00,6/10/17,Conditioning,240,Tank 24,25.1,Cool
205,6/10/17 04:15,6/10/17,Conditioning,255,Tank 13,25.1,Cool
206,6/10/17 04:15,6/10/17,Conditioning,255,Tank 14,26.5,Ambient
207,6/10/17 04:15,6/10/17,Conditioning,255,Tank 15,26.7,Ambient
208,6/10/17 04:15,6/10/17,Conditioning,255,Tank 16,26.7,Ambient
209,6/10/17 04:15,6/10/17,Conditioning,255,Tank 17,24.8,Cool
210,6/10/17 04:15,6/10/17,Conditioning,255,Tank 18,26.6,Ambient
211,6/10/17 04:15,6/10/17,Conditioning,255,Tank 19,24.8,Cool
212,6/10/17 04:15,6/10/17,Conditioning,255,Tank 20,25,Cool
213,6/10/17 04:15,6/10/17,Conditioning,255,Tank 21,26.6,Ambient
214,6/10/17 04:15,6/10/17,Conditioning,255,Tank 22,26.5,Ambient
215,6/10/17 04:15,6/10/17,Conditioning,255,Tank 23,25.1,Cool
216,6/10/17 04:15,6/10/17,Conditioning,255,Tank 24,25,Cool
217,6/10/17 04:30,6/10/17,Conditioning,270,Tank 13,25.1,Cool
218,6/10/17 04:30,6/10/17,Conditioning,270,Tank 14,26.5,Ambient
219,6/10/17 04:30,6/10/17,Conditioning,270,Tank 15,26.6,Ambient
220,6/10/17 04:30,6/10/17,Conditioning,270,Tank 16,26.6,Ambient
221,6/10/17 04:30,6/10/17,Conditioning,270,Tank 17,25,Cool
222,6/10/17 04:30,6/10/17,Conditioning,270,Tank 18,26.7,Ambient
223,6/10/17 04:30,6/10/17,Conditioning,270,Tank 19,25,Cool
224,6/10/17 04:30,6/10/17,Conditioning,270,Tank 20,25,Cool
225,6/10/17 04:30,6/10/17,Conditioning,270,Tank 21,26.6,Ambient
226,6/10/17 04:30,6/10/17,Conditioning,270,Tank 22,26.6,Ambient
227,6/10/17 04:30,6/10/17,Conditioning,270,Tank 23,25.1,Cool
228,6/10/17 04:30,6/10/17,Conditioning,270,Tank 24,24.9,Cool
229,6/10/17 04:45,6/10/17,Conditioning,285,Tank 13,25.1,Cool
230,6/10/17 04:45,6/10/17,Conditioning,285,Tank 14,26.6,Ambient
231,6/10/17 04:45,6/10/17,Conditioning,285,Tank 15,26.6,Ambient
232,6/10/17 04:45,6/10/17,Conditioning,285,Tank 16,26.6,Ambient
233,6/10/17 04:45,6/10/17,Conditioning,285,Tank 17,25,Cool
234,6/10/17 04:45,6/10/17,Conditioning,285,Tank 18,26.7,Ambient
235,6/10/17 04:45,6/10/17,Conditioning,285,Tank 19,24.9,Cool
236,6/10/17 04:45,6/10/17,Conditioning,285,Tank 20,24.8,Cool
237,6/10/17 04:45,6/10/17,Conditioning,285,Tank 21,26.7,Ambient
238,6/10/17 04:45,6/10/17,Conditioning,285,Tank 22,26.7,Ambient
239,6/10/17 04:45,6/10/17,Conditioning,285,Tank 23,25,Cool
240,6/10/17 04:45,6/10/17,Conditioning,285,Tank 24,24.9,Cool
241,6/10/17 05:00,6/10/17,Conditioning,300,Tank 13,25.1,Cool
242,6/10/17 05:00,6/10/17,Conditioning,300,Tank 14,26.7,Ambient
243,6/10/17 05:00,6/10/17,Conditioning,300,Tank 15,26.6,Ambient
244,6/10/17 05:00,6/10/17,Conditioning,300,Tank 16,26.6,Ambient
245,6/10/17 05:00,6/10/17,Conditioning,300,Tank 17,24.8,Cool
246,6/10/17 05:00,6/10/17,Conditioning,300,Tank 18,26.7,Ambient
247,6/10/17 05:00,6/10/17,Conditioning,300,Tank 19,25,Cool
248,6/10/17 05:00,6/10/17,Conditioning,300,Tank 20,24.8,Cool
249,6/10/17 05:00,6/10/17,Conditioning,300,Tank 21,26.6,Ambient
250,6/10/17 05:00,6/10/17,Conditioning,300,Tank 22,26.6,Ambient
251,6/10/17 05:00,6/10/17,Conditioning,300,Tank 23,24.9,Cool
252,6/10/17 05:00,6/10/17,Conditioning,300,Tank 24,24.8,Cool
253,6/10/17 05:15,6/10/17,Conditioning,315,Tank 13,25.1,Cool
254,6/10/17 05:15,6/10/17,Conditioning,315,Tank 14,26.6,Ambient
255,6/10/17 05:15,6/10/17,Conditioning,315,Tank 15,26.7,Ambient
256,6/10/17 05:15,6/10/17,Conditioning,315,Tank 16,26.7,Ambient
257,6/10/17 05:15,6/10/17,Conditioning,315,Tank 17,25,Cool
258,6/10/17 05:15,6/10/17,Conditioning,315,Tank 18,26.7,Ambient
259,6/10/17 05:15,6/10/17,Conditioning,315,Tank 19,25.1,Cool
260,6/10/17 05:15,6/10/17,Conditioning,315,Tank 20,24.8,Cool
261,6/10/17 05:15,6/10/17,Conditioning,315,Tank 21,26.5,Ambient
262,6/10/17 05:15,6/10/17,Conditioning,315,Tank 22,26.5,Ambient
263,6/10/17 05:15,6/10/17,Conditioning,315,Tank 23,24.9,Cool
264,6/10/17 05:15,6/10/17,Conditioning,315,Tank 24,25,Cool
265,6/10/17 05:30,6/10/17,Conditioning,330,Tank 13,25.1,Cool
266,6/10/17 05:30,6/10/17,Conditioning,330,Tank 14,26.5,Ambient
267,6/10/17 05:30,6/10/17,Conditioning,330,Tank 15,26.7,Ambient
268,6/10/17 05:30,6/10/17,Conditioning,330,Tank 16,26.7,Ambient
269,6/10/17 05:30,6/10/17,Conditioning,330,Tank 17,25.1,Cool
270,6/10/17 05:30,6/10/17,Conditioning,330,Tank 18,26.6,Ambient
271,6/10/17 05:30,6/10/17,Conditioning,330,Tank 19,25.1,Cool
272,6/10/17 05:30,6/10/17,Conditioning,330,Tank 20,24.8,Cool
273,6/10/17 05:30,6/10/17,Conditioning,330,Tank 21,26.5,Ambient
274,6/10/17 05:30,6/10/17,Conditioning,330,Tank 22,26.5,Ambient
275,6/10/17 05:30,6/10/17,Conditioning,330,Tank 23,24.8,Cool
276,6/10/17 05:30,6/10/17,Conditioning,330,Tank 24,25,Cool
277,6/10/17 05:45,6/10/17,Conditioning,345,Tank 13,25,Cool
278,6/10/17 05:45,6/10/17,Conditioning,345,Tank 14,26.5,Ambient
279,6/10/17 05:45,6/10/17,Conditioning,345,Tank 15,26.7,Ambient
280,6/10/17 05:45,6/10/17,Conditioning,345,Tank 16,26.7,Ambient
281,6/10/17 05:45,6/10/17,Conditioning,345,Tank 17,25.1,Cool
282,6/10/17 05:45,6/10/17,Conditioning,345,Tank 18,26.7,Ambient
283,6/10/17 05:45,6/10/17,Conditioning,345,Tank 19,25.1,Cool
284,6/10/17 05:45,6/10/17,Conditioning,345,Tank 20,25.2,Cool
285,6/10/17 05:45,6/10/17,Conditioning,345,Tank 21,26.6,Ambient
286,6/10/17 05:45,6/10/17,Conditioning,345,Tank 22,26.7,Ambient
287,6/10/17 05:45,6/10/17,Conditioning,345,Tank 23,24.9,Cool
288,6/10/17 05:45,6/10/17,Conditioning,345,Tank 24,25.1,Cool
289,6/10/17 06:00,6/10/17,Conditioning,360,Tank 13,25.3,Cool
290,6/10/17 06:00,6/10/17,Conditioning,360,Tank 14,26.7,Ambient
291,6/10/17 06:00,6/10/17,Conditioning,360,Tank 15,26.8,Ambient
292,6/10/17 06:00,6/10/17,Conditioning,360,Tank 16,26.8,Ambient
293,6/10/17 06:00,6/10/17,Conditioning,360,Tank 17,25.3,Cool
294,6/10/17 06:00,6/10/17,Conditioning,360,Tank 18,26.7,Ambient
295,6/10/17 06:00,6/10/17,Conditioning,360,Tank 19,25.1,Cool
296,6/10/17 06:00,6/10/17,Conditioning,360,Tank 20,25.2,Cool
297,6/10/17 06:00,6/10/17,Conditioning,360,Tank 21,26.7,Ambient
298,6/10/17 06:00,6/10/17,Conditioning,360,Tank 22,26.7,Ambient
299,6/10/17 06:00,6/10/17,Conditioning,360,Tank 23,25.1,Cool
300,6/10/17 06:00,6/10/17,Conditioning,360,Tank 24,25,Cool
301,6/10/17 06:15,6/10/17,Conditioning,375,Tank 13,25.2,Cool
302,6/10/17 06:15,6/10/17,Conditioning,375,Tank 14,26.7,Ambient
303,6/10/17 06:15,6/10/17,Conditioning,375,Tank 15,26.7,Ambient
304,6/10/17 06:15,6/10/17,Conditioning,375,Tank 16,26.7,Ambient
305,6/10/17 06:15,6/10/17,Conditioning,375,Tank 17,25.2,Cool
306,6/10/17 06:15,6/10/17,Conditioning,375,Tank 18,26.7,Ambient
307,6/10/17 06:15,6/10/17,Conditioning,375,Tank 19,25.1,Cool
308,6/10/17 06:15,6/10/17,Conditioning,375,Tank 20,25.1,Cool
309,6/10/17 06:15,6/10/17,Conditioning,375,Tank 21,26.7,Ambient
310,6/10/17 06:15,6/10/17,Conditioning,375,Tank 22,26.9,Ambient
311,6/10/17 06:15,6/10/17,Conditioning,375,Tank 23,25.1,Cool
312,6/10/17 06:15,6/10/17,Conditioning,375,Tank 24,25.1,Cool
313,6/10/17 06:30,6/10/17,Conditioning,390,Tank 13,25.2,Cool
314,6/10/17 06:30,6/10/17,Conditioning,390,Tank 14,26.7,Ambient
315,6/10/17 06:30,6/10/17,Conditioning,390,Tank 15,26.7,Ambient
316,6/10/17 06:30,6/10/17,Conditioning,390,Tank 16,26.7,Ambient
317,6/10/17 06:30,6/10/17,Conditioning,390,Tank 17,25.1,Cool
318,6/10/17 06:30,6/10/17,Conditioning,390,Tank 18,26.8,Ambient
319,6/10/17 06:30,6/10/17,Conditioning,390,Tank 19,25.3,Cool
320,6/10/17 06:30,6/10/17,Conditioning,390,Tank 20,25.2,Cool
321,6/10/17 06:30,6/10/17,Conditioning,390,Tank 21,26.8,Ambient
322,6/10/17 06:30,6/10/17,Conditioning,390,Tank 22,26.9,Ambient
323,6/10/17 06:30,6/10/17,Conditioning,390,Tank 23,25.3,Cool
324,6/10/17 06:30,6/10/17,Conditioning,390,Tank 24,25.2,Cool
325,6/10/17 06:45,6/10/17,Conditioning,405,Tank 13,25.1,Cool
326,6/10/17 06:45,6/10/17,Conditioning,405,Tank 14,26.8,Ambient
327,6/10/17 06:45,6/10/17,Conditioning,405,Tank 15,26.7,Ambient
328,6/10/17 06:45,6/10/17,Conditioning,405,Tank 16,26.7,Ambient
329,6/10/17 06:45,6/10/17,Conditioning,405,Tank 17,25,Cool
330,6/10/17 06:45,6/10/17,Conditioning,405,Tank 18,26.9,Ambient
331,6/10/17 06:45,6/10/17,Conditioning,405,Tank 19,25.3,Cool
332,6/10/17 06:45,6/10/17,Conditioning,405,Tank 20,25.2,Cool
333,6/10/17 06:45,6/10/17,Conditioning,405,Tank 21,26.8,Ambient
334,6/10/17 06:45,6/10/17,Conditioning,405,Tank 22,26.7,Ambient
335,6/10/17 06:45,6/10/17,Conditioning,405,Tank 23,25.3,Cool
336,6/10/17 06:45,6/10/17,Conditioning,405,Tank 24,25.3,Cool
337,6/10/17 07:00,6/10/17,Conditioning,420,Tank 13,25.1,Cool
338,6/10/17 07:00,6/10/17,Conditioning,420,Tank 14,26.8,Ambient
339,6/10/17 07:00,6/10/17,Conditioning,420,Tank 15,26.8,Ambient
340,6/10/17 07:00,6/10/17,Conditioning,420,Tank 16,26.8,Ambient
341,6/10/17 07:00,6/10/17,Conditioning,420,Tank 17,25.2,Cool
342,6/10/17 07:00,6/10/17,Conditioning,420,Tank 18,27,Ambient
343,6/10/17 07:00,6/10/17,Conditioning,420,Tank 19,25.3,Cool
344,6/10/17 07:00,6/10/17,Conditioning,420,Tank 20,25.1,Cool
345,6/10/17 07:00,6/10/17,Conditioning,420,Tank 21,26.9,Ambient
346,6/10/17 07:00,6/10/17,Conditioning,420,Tank 22,26.7,Ambient
