,DateTime,Day,Phase,Minutes,Tank,Temperature,Treatment
10032,6/18/17 17:00,6/18/17,Conditioning,1020,Tank 24,26.3,Cool
10033,6/18/17 17:15,6/18/17,Conditioning,1035,Tank 13,26.3,Cool
10034,6/18/17 17:15,6/18/17,Conditioning,1035,Tank 14,27.6,Ambient
10035,6/18/17 17:15,6/18/17,Conditioning,1035,Tank 15,28,Ambient
10036,6/18/17 17:15,6/18/17,Conditioning,1035,Tank 16,28,Ambient
10037,6/18/17 17:15,6/18/17,Conditioning,1035,Tank 17,26.3,Cool
10038,6/18/17 17:15,6/18/17,Conditioning,1035,Tank 18,27.8,Ambient
10039,6/18/17 17:15,6/18/17,Conditioning,1035,Tank 19,26.2,Cool
10040,6/18/17 17:15,6/18/17,Conditioning,1035,Tank 20,26.3,Cool
10041,6/18/17 17:15,6/18/17,Conditioning,1035,Tank 21,27.8,Ambient
10042,6/18/17 17:15,6/18/17,Conditioning,1035,Tank 22,27.9,Ambient
10043,6/18/17 17:15,6/18/17,Conditioning,1035,Tank 23,26.2,Cool
10044,6/18/17 17:15,6/18/17,Conditioning,1035,Tank 24,26.3,Cool
10045,6/18/17 17:30,6/18/17,Conditioning,1050,Tank 13,26.3,Cool
10046,6/18/17 17:30,6/18/17,Conditioning,1050,Tank 14,27.6,Ambient
10047,6/18/17 17:30,6/18/17,Conditioning,1050,Tank 15,28,Ambient
10048,6/18/17 17:30,6/18/17,Conditioning,1050,Tank 16,27.8,Ambient
10049,6/18/17 17:30,6/18/17,Conditioning,1050,Tank 17,26.3,Cool
10050,6/18/17 17:30,6/18/17,Conditioning,1050,Tank 18,27.9,Ambient
10051,6/18/17 17:30,6/18/17,Conditioning,1050,Tank 19,26.2,Cool
10052,6/18/17 17:30,6/18/17,Conditioning,1050,Tank 20,26.3,Cool
10053,6/18/17 17:30,6/18/17,Conditioning,1050,Tank 21,27.8,Ambient
10054,6/18/17 17:30,6/18/17,Conditioning,1050,Tank 22,27.9,Ambient
10055,6/18/17 17:30,6/18/17,Conditioning,1050,Tank 23,26.1,Cool
10056,6/18/17 17:30,6/18/17,Conditioning,1050,Tank 24,26.3,Cool
10057,6/18/17 17:45,6/18/17,Conditioning,1065,Tank 13,26.3,Cool
10058,6/18/17 17:45,6/18/17,Conditioning,1065,Tank 14,27.5,Ambient
10059,6/18/17 17:45,6/18/17,Conditioning,1065,Tank 15,28,Ambient
10060,6/18/17 17:45,6/18/17,Conditioning,1065,Tank 16,27.7,Ambient
10061,6/18/17 17:45,6/18/17,Conditioning,1065,Tank 17,26.1,Cool
10062,6/18/17 17:45,6/18/17,Conditioning,1065,Tank 18,28,Ambient
10063,6/18/17 17:45,6/18/17,Conditioning,1065,Tank 19,26.3,Cool
10064,6/18/17 17:45,6/18/17,Conditioning,1065,Tank 20,26.3,Cool
10065,6/18/17 17:45,6/18/17,Conditioning,1065,Tank 21,27.7,Ambient
10066,6/18/17 17:45,6/18/17,Conditioning,1065,Tank 22,27.8,Ambient
10067,6/18/17 17:45,6/18/17,Conditioning,1065,Tank 23,26.3,Cool
10068,6/18/17 17:45,6/18/17,Conditioning,1065,Tank 24,26.2,Cool
10069,6/18/17 18:00,6/18/17,Conditioning,1080,Tank 13,26.2,Cool
10070,6/18/17 18:00,6/18/17,Conditioning,1080,Tank 14,27.8,Ambient
10071,6/18/17 18:00,6/18/17,Conditioning,1080,Tank 15,27.9,Ambient
10072,6/18/17 18:00,6/18/17,Conditioning,1080,Tank 16,27.7,Ambient
10073,6/18/17 18:00,6/18/17,Conditioning,1080,Tank 17,26.1,Cool
10074,6/18/17 18:00,6/18/17,Conditioning,1080,Tank 18,27.7,Ambient
10075,6/18/17 18:00,6/18/17,Conditioning,1080,Tank 19,26.2,Cool
10076,6/18/17 18:00,6/18/17,Conditioning,1080,Tank 20,26.1,Cool
10077,6/18/17 18:00,6/18/17,Conditioning,1080,Tank 21,27.7,Ambient
10078,6/18/17 18:00,6/18/17,Conditioning,1080,Tank 22,27.7,Ambient
10079,6/18/17 18:00,6/18/17,Conditioning,1080,Tank 23,26.3,Cool
10080,6/18/17 18:00,6/18/17,Conditioning,1080,Tank 24,26.1,Cool
10081,6/18/17 18:15,6/18/17,Conditioning,1095,Tank 13,26.1,Cool
10082,6/18/17 18:15,6/18/17,Conditioning,1095,Tank 14,27.8,Ambient
10083,6/18/17 18:15,6/18/17,Conditioning,1095,Tank 15,27.9,Ambient
10084,6/18/17 18:15,6/18/17,Conditioning,1095,Tank 16,27.8,Ambient
10085,6/18/17 18:15,6/18/17,Conditioning,1095,Tank 17,26.2,Cool
10086,6/18/17 18:15,6/18/17,Conditioning,1095,Tank 18,27.8,Ambient
10087,6/18/17 18:15,6/18/17,Conditioning,1095,Tank 19,26.2,Cool
10088,6/18/17 18:15,6/18/17,Conditioning,1095,Tank 20,26.1,Cool
10089,6/18/17 18:15,6/18/17,Conditioning,1095,Tank 21,27.8,Ambient
10090,6/18/17 18:15,6/18/17,Conditioning,1095,Tank 22,27.6,Ambient
10091,6/18/17 18:15,6/18/17,Conditioning,1095,Tank 23,26.3,Cool
10092,6/18/17 18:15,6/18/17,Conditioning,1095,Tank 24,26.1,Cool
10093,6/18/17 18:30,6/18/17,Conditioning,1110,Tank 13,26.1,Cool
10094,6/18/17 18:30,6/18/17,Conditioning,1110,Tank 14,27.8,Ambient
10095,6/18/17 18:30,6/18/17,Conditioning,1110,Tank 15,27.9,Ambient
10096,6/18/17 18:30,6/18/17,Conditioning,1110,Tank 16,27.8,Ambient
10097,6/18/17 18:30,6/18/17,Conditioning,1110,Tank 17,26.3,Cool
10098,6/18/17 18:30,6/18/17,Conditioning,1110,Tank 18,27.9,Ambient
10099,6/18/17 18:30,6/18/17,Conditioning,1110,Tank 19,26.4,Cool
10100,6/18/17 18:30,6/18/17,Conditioning,1110,Tank 20,26.1,Cool
10101,6/18/17 18:30,6/18/17,Conditioning,1110,Tank 21,27.8,Ambient
10102,6/18/17 18:30,6/18/17,Conditioning,1110,Tank 22,27.7,Ambient
10103,6/18/17 18:30,6/18/17,Conditioning,1110,Tank 23,26.3,Cool
10104,6/18/17 18:30,6/18/17,Conditioning,1110,Tank 24,26.1,Cool
10105,6/18/17 18:45,6/18/17,Conditioning,1125,Tank 13,26.3,Cool
10106,6/18/17 18:45,6/18/17,Conditioning,1125,Tank 14,27.7,Ambient
10107,6/18/17 18:45,6/18/17,Conditioning,1125,Tank 15,27.8,Ambient
10108,6/18/17 18:45,6/18/17,Conditioning,1125,Tank 16,27.9,Ambient
10109,6/18/17 18:45,6/18/17,Conditioning,1125,Tank 17,26.3,Cool
10110,6/18/17 18:45,6/18/17,Conditioning,1125,Tank 18,28,Ambient
10111,6/18/17 18:45,6/18/17,Conditioning,1125,Tank 19,26.1,Cool
10112,6/18/17 18:45,6/18/17,Conditioning,1125,Tank 20,26.1,Cool
10113,6/18/17 18:45,6/18/17,Conditioning,1125,Tank 21,27.6,Ambient
10114,6/18/17 18:45,6/18/17,Conditioning,1125,Tank 22,27.6,Ambient
10115,6/18/17 18:45,6/18/17,Conditioning,1125,Tank 23,25.9,Cool
10116,6/18/17 18:45,6/18/17,Conditioning,1125,Tank 24,26.1,Cool
10117,6/18/17 19:00,6/18/17,Conditioning,1140,Tank 13,25.8,Cool
10118,6/18/17 19:00,6/18/17,Conditioning,1140,Tank 14,27.5,Ambient
10119,6/18/17 19:00,6/18/17,Conditioning,1140,Tank 15,27.7,Ambient
10120,6/18/17 19:00,6/18/17,Conditioning,1140,Tank 16,27.5,Ambient
10121,6/18/17 19:00,6/18/17,Conditioning,1140,Tank 17,26.1,Cool
10122,6/18/17 19:00,6/18/17,Conditioning,1140,Tank 18,27.6,Ambient
10123,6/18/17 19:00,6/18/17,Conditioning,1140,Tank 19,26,Cool
10124,6/18/17 19:00,6/18/17,Conditioning,1140,Tank 20,26.1,Cool
10125,6/18/17 19:00,6/18/17,Conditioning,1140,Tank 21,27.5,Ambient
10126,6/18/17 19:00,6/18/17,Conditioning,1140,Tank 22,27.6,Ambient
10127,6/18/17 19:00,6/18/17,Conditioning,1140,Tank 23,26,Cool
10128,6/18/17 19:00,6/18/17,Conditioning,1140,Tank 24,26.2,Cool
10129,6/18/17 19:15,6/18/17,Conditioning,1155,Tank 13,25.9,Cool
10130,6/18/17 19:15,6/18/17,Conditioning,1155,Tank 14,27.3,Ambient
10131,6/18/17 19:15,6/18/17,Conditioning,1155,Tank 15,27.7,Ambient
10132,6/18/17 19:15,6/18/17,Conditioning,1155,Tank 16,27.5,Ambient
10133,6/18/17 19:15,6/18/17,Conditioning,1155,Tank 17,26.1,Cool
10134,6/18/17 19:15,6/18/17,Conditioning,1155,Tank 18,27.7,Ambient
10135,6/18/17 19:15,6/18/17,Conditioning,1155,Tank 19,26.1,Cool
10136,6/18/17 19:15,6/18/17,Conditioning,1155,Tank 20,26.2,Cool
10137,6/18/17 19:15,6/18/17,Conditioning,1155,Tank 21,27.5,Ambient
10138,6/18/17 19:15,6/18/17,Conditioning,1155,Tank 22,27.5,Ambient
10139,6/18/17 19:15,6/18/17,Conditioning,1155,Tank 23,26,Cool
10140,6/18/17 19:15,6/18/17,Conditioning,1155,Tank 24,25.9,Cool
10141,6/18/17 19:30,6/18/17,Conditioning,1170,Tank 13,26,Cool
10142,6/18/17 19:30,6/18/17,Conditioning,1170,Tank 14,27.3,Ambient
10143,6/18/17 19:30,6/18/17,Conditioning,1170,Tank 15,27.7,Ambient
10144,6/18/17 19:30,6/18/17,Conditioning,1170,Tank 16,27.6,Ambient
10145,6/18/17 19:30,6/18/17,Conditioning,1170,Tank 17,26,Cool
10146,6/18/17 19:30,6/18/17,Conditioning,1170,Tank 18,27.8,Ambient
10147,6/18/17 19:30,6/18/17,Conditioning,1170,Tank 19,26.2,Cool
10148,6/18/17 19:30,6/18/17,Conditioning,1170,Tank 20,26,Cool
10149,6/18/17 19:30,6/18/17,Conditioning,1170,Tank 21,27.4,Ambient
10150,6/18/17 19:30,6/18/17,Conditioning,1170,Tank 22,27.5,Ambient
10151,6/18/17 19:30,6/18/17,Conditioning,1170,Tank 23,26.1,Cool
10152,6/18/17 19:30,6/18/17,Conditioning,1170,Tank 24,25.8,Cool
10153,6/18/17 19:45,6/18/17,Conditioning,1185,Tank 13,25.9,Cool
10154,6/18/17 19:45,6/18/17,Conditioning,1185,Tank 14,27.3,Ambient
10155,6/18/17 19:45,6/18/17,Conditioning,1185,Tank 15,27.6,Ambient
10156,6/18/17 19:45,6/18/17,Conditioning,1185,Tank 16,27.6,Ambient
10157,6/18/17 19:45,6/18/17,Conditioning,1185,Tank 17,25.9,Cool
10158,6/18/17 19:45,6/18/17,Conditioning,1185,Tank 18,27.5,Ambient
10159,6/18/17 19:45,6/18/17,Conditioning,1185,Tank 19,25.9,Cool
10160,6/18/17 19:45,6/18/17,Conditioning,1185,Tank 20,25.9,Cool
10161,6/18/17 19:45,6/18/17,Conditioning,1185,Tank 21,27.6,Ambient
10162,6/18/17 19:45,6/18/17,Conditioning,1185,Tank 22,27.6,Ambient
10163,6/18/17 19:45,6/18/17,Conditioning,1185,Tank 23,26.1,Cool
10164,6/18/17 19:45,6/18/17,Conditioning,1185,Tank 24,25.9,Cool
10165,6/18/17 20:00,6/18/17,Conditioning,1200,Tank 13,25.9,Cool
10166,6/18/17 20:00,6/18/17,Conditioning,1200,Tank 14,27.5,Ambient
10167,6/18/17 20:00,6/18/17,Conditioning,1200,Tank 15,27.6,Ambient
10168,6/18/17 20:00,6/18/17,Conditioning,1200,Tank 16,27.6,Ambient
10169,6/18/17 20:00,6/18/17,Conditioning,1200,Tank 17,26,Cool
10170,6/18/17 20:00,6/18/17,Conditioning,1200,Tank 18,27.6,Ambient
10171,6/18/17 20:00,6/18/17,Conditioning,1200,Tank 19,26,Cool
10172,6/18/17 20:00,6/18/17,Conditioning,1200,Tank 20,25.9,Cool
10173,6/18/17 20:00,6/18/17,Conditioning,1200,Tank 21,27.7,Ambient
10174,6/18/17 20:00,6/18/17,Conditioning,1200,Tank 22,27.6,Ambient
10175,6/18/17 20:00,6/18/17,Conditioning,1200,Tank 23,26,Cool
10176,6/18/17 20:00,6/18/17,Conditioning,1200,Tank 24,26,Cool
10177,6/18/17 20:15,6/18/17,Conditioning,1215,Tank 13,26.1,Cool
10178,6/18/17 20:15,6/18/17,Conditioning,1215,Tank 14,27.4,Ambient
10179,6/18/17 20:15,6/18/17,Conditioning,1215,Tank 15,27.5,Ambient
10180,6/18/17 20:15,6/18/17,Conditioning,1215,Tank 16,27.7,Ambient
10181,6/18/17 20:15,6/18/17,Conditioning,1215,Tank 17,25.9,Cool
10182,6/18/17 20:15,6/18/17,Conditioning,1215,Tank 18,27.7,Ambient
10183,6/18/17 20:15,6/18/17,Conditioning,1215,Tank 19,26.1,Cool
10184,6/18/17 20:15,6/18/17,Conditioning,1215,Tank 20,25.9,Cool
10185,6/18/17 20:15,6/18/17,Conditioning,1215,Tank 21,27.6,Ambient
10186,6/18/17 20:15,6/18/17,Conditioning,1215,Tank 22,27.4,Ambient
10187,6/18/17 20:15,6/18/17,Conditioning,1215,Tank 23,25.9,Cool
10188,6/18/17 20:15,6/18/17,Conditioning,1215,Tank 24,26.1,Cool
10189,6/18/17 20:30,6/18/17,Conditioning,1230,Tank 13,26.1,Cool
10190,6/18/17 20:30,6/18/17,Conditioning,1230,Tank 14,27.4,Ambient
10191,6/18/17 20:30,6/18/17,Conditioning,1230,Tank 15,27.5,Ambient
10192,6/18/17 20:30,6/18/17,Conditioning,1230,Tank 16,27.7,Ambient
10193,6/18/17 20:30,6/18/17,Conditioning,1230,Tank 17,26,Cool
10194,6/18/17 20:30,6/18/17,Conditioning,1230,Tank 18,27.7,Ambient
10195,6/18/17 20:30,6/18/17,Conditioning,1230,Tank 19,26.1,Cool
10196,6/18/17 20:30,6/18/17,Conditioning,1230,Tank 20,25.9,Cool
10197,6/18/17 20:30,6/18/17,Conditioning,1230,Tank 21,27.6,Ambient
10198,6/18/17 20:30,6/18/17,Conditioning,1230,Tank 22,27.5,Ambient
10199,6/18/17 20:30,6/18/17,Conditioning,1230,Tank 23,26,Cool
10200,6/18/17 20:30,6/18/17,Conditioning,1230,Tank 24,26.1,Cool
10201,6/18/17 20:45,6/18/17,Conditioning,1245,Tank 13,26.1,Cool
10202,6/18/17 20:45,6/18/17,Conditioning,1245,Tank 14,27.5,Ambient
10203,6/18/17 20:45,6/18/17,Conditioning,1245,Tank 15,27.5,Ambient
10204,6/18/17 20:45,6/18/17,Conditioning,1245,Tank 16,27.7,Ambient
10205,6/18/17 20:45,6/18/17,Conditioning,1245,Tank 17,26.1,Cool
10206,6/18/17 20:45,6/18/17,Conditioning,1245,Tank 18,27.8,Ambient
10207,6/18/17 20:45,6/18/17,Conditioning,1245,Tank 19,26.1,Cool
10208,6/18/17 20:45,6/18/17,Conditioning,1245,Tank 20,25.9,Cool
10209,6/18/17 20:45,6/18/17,Conditioning,1245,Tank 21,27.5,Ambient
10210,6/18/17 20:45,6/18/17,Conditioning,1245,Tank 22,27.5,Ambient
10211,6/18/17 20:45,6/18/17,Conditioning,1245,Tank 23,26.1,Cool
10212,6/18/17 20:45,6/18/17,Conditioning,1245,Tank 24,26.1,Cool
10213,6/18/17 21:00,6/18/17,Conditioning,1260,Tank 13,26,Cool
10214,6/18/17 21:00,6/18/17,Conditioning,1260,Tank 14,27.4,Ambient
10215,6/18/17 21:00,6/18/17,Conditioning,1260,Tank 15,27.4,Ambient
10216,6/18/17 21:00,6/18/17,Conditioning,1260,Tank 16,27.6,Ambient
10217,6/18/17 21:00,6/18/17,Conditioning,1260,Tank 17,26.1,Cool
10218,6/18/17 21:00,6/18/17,Conditioning,1260,Tank 18,27.5,Ambient
10219,6/18/17 21:00,6/18/17,Conditioning,1260,Tank 19,26,Cool
10220,6/18/17 21:00,6/18/17,Conditioning,1260,Tank 20,25.8,Cool
10221,6/18/17 21:00,6/18/17,Conditioning,1260,Tank 21,27.4,Ambient
10222,6/18/17 21:00,6/18/17,Conditioning,1260,Tank 22,27.6,Ambient
10223,6/18/17 21:00,6/18/17,Conditioning,1260,Tank 23,26.1,Cool
10224,6/18/17 21:00,6/18/17,Conditioning,1260,Tank 24,26.1,Cool
10225,6/18/17 21:15,6/18/17,Conditioning,1275,Tank 13,25.9,Cool
10226,6/18/17 21:15,6/18/17,Conditioning,1275,Tank 14,27.6,Ambient
10227,6/18/17 21:15,6/18/17,Conditioning,1275,Tank 15,27.6,Ambient
10228,6/18/17 21:15,6/18/17,Conditioning,1275,Tank 16,27.6,Ambient
10229,6/18/17 21:15,6/18/17,Conditioning,1275,Tank 17,26.1,Cool
10230,6/18/17 21:15,6/18/17,Conditioning,1275,Tank 18,27.5,Ambient
10231,6/18/17 21:15,6/18/17,Conditioning,1275,Tank 19,25.9,Cool
10232,6/18/17 21:15,6/18/17,Conditioning,1275,Tank 20,26,Cool
10233,6/18/17 21:15,6/18/17,Conditioning,1275,Tank 21,27.5,Ambient
10234,6/18/17 21:15,6/18/17,Conditioning,1275,Tank 22,27.4,Ambient
10235,6/18/17 21:15,6/18/17,Conditioning,1275,Tank 23,26.1,Cool
10236,6/18/17 21:15,6/18/17,Conditioning,1275,Tank 24,26.1,Cool
10237,6/18/17 21:30,6/18/17,Conditioning,1290,Tank 13,25.8,Cool
10238,6/18/17 21:30,6/18/17,Conditioning,1290,Tank 14,27.3,Ambient
10239,6/18/17 21:30,6/18/17,Conditioning,1290,Tank 15,27.6,Ambient
10240,6/18/17 21:30,6/18/17,Conditioning,1290,Tank 16,27.5,Ambient
10241,6/18/17 21:30,6/18/17,Conditioning,1290,Tank 17,26.1,Cool
10242,6/18/17 21:30,6/18/17,Conditioning,1290,Tank 18,27.6,Ambient
10243,6/18/17 21:30,6/18/17,Conditioning,1290,Tank 19,25.9,Cool
10244,6/18/17 21:30,6/18/17,Conditioning,1290,Tank 20,26.1,Cool
10245,6/18/17 21:30,6/18/17,Conditioning,1290,Tank 21,27.6,Ambient
10246,6/18/17 21:30,6/18/17,Conditioning,1290,Tank 22,27.5,Ambient
10247,6/18/17 21:30,6/18/17,Conditioning,1290,Tank 23,26,Cool
10248,6/18/17 21:30,6/18/17,Conditioning,1290,Tank 24,26,Cool
10249,6/18/17 21:45,6/18/17,Conditioning,1305,Tank 13,25.9,Cool
10250,6/18/17 21:45,6/18/17,Conditioning,1305,Tank 14,27.5,Ambient
10251,6/18/17 21:45,6/18/17,Conditioning,1305,Tank 15,27.7,Ambient
10252,6/18/17 21:45,6/18/17,Conditioning,1305,Tank 16,27.5,Ambient
10253,6/18/17 21:45,6/18/17,Conditioning,1305,Tank 17,26.1,Cool
10254,6/18/17 21:45,6/18/17,Conditioning,1305,Tank 18,27.8,Ambient
10255,6/18/17 21:45,6/18/17,Conditioning,1305,Tank 19,26,Cool
10256,6/18/17 21:45,6/18/17,Conditioning,1305,Tank 20,26.1,Cool
10257,6/18/17 21:45,6/18/17,Conditioning,1305,Tank 21,27.7,Ambient
10258,6/18/17 21:45,6/18/17,Conditioning,1305,Tank 22,27.6,Ambient
10259,6/18/17 21:45,6/18/17,Conditioning,1305,Tank 23,25.8,Cool
10260,6/18/17 21:45,6/18/17,Conditioning,1305,Tank 24,26,Cool
10261,6/18/17 22:00,6/18/17,Conditioning,1320,Tank 13,25.9,Cool
10262,6/18/17 22:00,6/18/17,Conditioning,1320,Tank 14,27.5,Ambient
10263,6/18/17 22:00,6/18/17,Conditioning,1320,Tank 15,27.7,Ambient
10264,6/18/17 22:00,6/18/17,Conditioning,1320,Tank 16,27.5,Ambient
10265,6/18/17 22:00,6/18/17,Conditioning,1320,Tank 17,26.1,Cool
10266,6/18/17 22:00,6/18/17,Conditioning,1320,Tank 18,27.6,Ambient
10267,6/18/17 22:00,6/18/17,Conditioning,1320,Tank 19,26.1,Cool
10268,6/18/17 22:00,6/18/17,Conditioning,1320,Tank 20,26.1,Cool
10269,6/18/17 22:00,6/18/17,Conditioning,1320,Tank 21,27.5,Ambient
10270,6/18/17 22:00,6/18/17,Conditioning,1320,Tank 22,27.4,Ambient
10271,6/18/17 22:00,6/18/17,Conditioning,1320,Tank 23,25.9,Cool
10272,6/18/17 22:00,6/18/17,Conditioning,1320,Tank 24,25.6,Cool
10273,6/18/17 22:15,6/18/17,Conditioning,1335,Tank 13,25.7,Cool
10274,6/18/17 22:15,6/18/17,Conditioning,1335,Tank 14,27.2,Ambient
10275,6/18/17 22:15,6/18/17,Conditioning,1335,Tank 15,27.5,Ambient
10276,6/18/17 22:15,6/18/17,Conditioning,1335,Tank 16,27.5,Ambient
10277,6/18/17 22:15,6/18/17,Conditioning,1335,Tank 17,25.8,Cool
10278,6/18/17 22:15,6/18/17,Conditioning,1335,Tank 18,27.5,Ambient
10279,6/18/17 22:15,6/18/17,Conditioning,1335,Tank 19,25.9,Cool
10280,6/18/17 22:15,6/18/17,Conditioning,1335,Tank 20,25.8,Cool
10281,6/18/17 22:15,6/18/17,Conditioning,1335,Tank 21,27.3,Ambient
10282,6/18/17 22:15,6/18/17,Conditioning,1335,Tank 22,27.3,Ambient
10283,6/18/17 22:15,6/18/17,Conditioning,1335,Tank 23,25.8,Cool
10284,6/18/17 22:15,6/18/17,Conditioning,1335,Tank 24,25.8,Cool
10285,6/18/17 22:30,6/18/17,Conditioning,1350,Tank 13,25.8,Cool
10286,6/18/17 22:30,6/18/17,Conditioning,1350,Tank 14,27.3,Ambient
10287,6/18/17 22:30,6/18/17,Conditioning,1350,Tank 15,27.5,Ambient
10288,6/18/17 22:30,6/18/17,Conditioning,1350,Tank 16,27.5,Ambient
10289,6/18/17 22:30,6/18/17,Conditioning,1350,Tank 17,25.8,Cool
10290,6/18/17 22:30,6/18/17,Conditioning,1350,Tank 18,27.5,Ambient
10291,6/18/17 22:30,6/18/17,Conditioning,1350,Tank 19,25.7,Cool
10292,6/18/17 22:30,6/18/17,Conditioning,1350,Tank 20,25.8,Cool
10293,6/18/17 22:30,6/18/17,Conditioning,1350,Tank 21,27.3,Ambient
10294,6/18/17 22:30,6/18/17,Conditioning,1350,Tank 22,27.2,Ambient
10295,6/18/17 22:30,6/18/17,Conditioning,1350,Tank 23,25.8,Cool
10296,6/18/17 22:30,6/18/17,Conditioning,1350,Tank 24,25.7,Cool
10297,6/18/17 22:45,6/18/17,Conditioning,1365,Tank 13,25.8,Cool
10298,6/18/17 22:45,6/18/17,Conditioning,1365,Tank 14,27.2,Ambient
10299,6/18/17 22:45,6/18/17,Conditioning,1365,Tank 15,27.3,Ambient
10300,6/18/17 22:45,6/18/17,Conditioning,1365,Tank 16,27.3,Ambient
10301,6/18/17 22:45,6/18/17,Conditioning,1365,Tank 17,25.8,Cool
10302,6/18/17 22:45,6/18/17,Conditioning,1365,Tank 18,27.4,Ambient
10303,6/18/17 22:45,6/18/17,Conditioning,1365,Tank 19,25.8,Cool
10304,6/18/17 22:45,6/18/17,Conditioning,1365,Tank 20,25.9,Cool
10305,6/18/17 22:45,6/18/17,Conditioning,1365,Tank 21,27.2,Ambient
10306,6/18/17 22:45,6/18/17,Conditioning,1365,Tank 22,27.2,Ambient
10307,6/18/17 22:45,6/18/17,Conditioning,1365,Tank 23,25.7,Cool
10308,6/18/17 22:45,6/18/17,Conditioning,1365,Tank 24,25.7,Cool
10309,6/18/17 23:00,6/18/17,Conditioning,1380,Tank 13,25.7,Cool
10310,6/18/17 23:00,6/18/17,Conditioning,1380,Tank 14,27.3,Ambient
10311,6/18/17 23:00,6/18/17,Conditioning,1380,Tank 15,27.3,Ambient
10312,6/18/17 23:00,6/18/17,Conditioning,1380,Tank 16,27.3,Ambient
10313,6/18/17 23:00,6/18/17,Conditioning,1380,Tank 17,25.8,Cool
10314,6/18/17 23:00,6/18/17,Conditioning,1380,Tank 18,27.3,Ambient
10315,6/18/17 23:00,6/18/17,Conditioning,1380,Tank 19,25.9,Cool
10316,6/18/17 23:00,6/18/17,Conditioning,1380,Tank 20,25.9,Cool
10317,6/18/17 23:00,6/18/17,Conditioning,1380,Tank 21,27.2,Ambient
10318,6/18/17 23:00,6/18/17,Conditioning,1380,Tank 22,27.3,Ambient
10319,6/18/17 23:00,6/18/17,Conditioning,1380,Tank 23,25.7,Cool
10320,6/18/17 23:00,6/18/17,Conditioning,1380,Tank 24,25.8,Cool
10321,6/18/17 23:15,6/18/17,Conditioning,1395,Tank 13,25.7,Cool
10322,6/18/17 23:15,6/18/17,Conditioning,1395,Tank 14,27.1,Ambient
10323,6/18/17 23:15,6/18/17,Conditioning,1395,Tank 15,27.2,Ambient
10324,6/18/17 23:15,6/18/17,Conditioning,1395,Tank 16,27.3,Ambient
10325,6/18/17 23:15,6/18/17,Conditioning,1395,Tank 17,25.8,Cool
10326,6/18/17 23:15,6/18/17,Conditioning,1395,Tank 18,27.2,Ambient
10327,6/18/17 23:15,6/18/17,Conditioning,1395,Tank 19,26,Cool
10328,6/18/17 23:15,6/18/17,Conditioning,1395,Tank 20,25.9,Cool
10329,6/18/17 23:15,6/18/17,Conditioning,1395,Tank 21,27.3,Ambient
10330,6/18/17 23:15,6/18/17,Conditioning,1395,Tank 22,27.5,Ambient
10331,6/18/17 23:15,6/18/17,Conditioning,1395,Tank 23,25.8,Cool
10332,6/18/17 23:15,6/18/17,Conditioning,1395,Tank 24,25.8,Cool
10333,6/18/17 23:30,6/18/17,Conditioning,1410,Tank 13,25.8,Cool
10334,6/18/17 23:30,6/18/17,Conditioning,1410,Tank 14,27.2,Ambient
10335,6/18/17 23:30,6/18/17,Conditioning,1410,Tank 15,27.2,Ambient
10336,6/18/17 23:30,6/18/17,Conditioning,1410,Tank 16,27.3,Ambient
10337,6/18/17 23:30,6/18/17,Conditioning,1410,Tank 17,25.9,Cool
10338,6/18/17 23:30,6/18/17,Conditioning,1410,Tank 18,27.2,Ambient
10339,6/18/17 23:30,6/18/17,Conditioning,1410,Tank 19,25.8,Cool
10340,6/18/17 23:30,6/18/17,Conditioning,1410,Tank 20,25.9,Cool
10341,6/18/17 23:30,6/18/17,Conditioning,1410,Tank 21,27.1,Ambient
10342,6/18/17 23:30,6/18/17,Conditioning,1410,Tank 22,27.2,Ambient
10343,6/18/17 23:30,6/18/17,Conditioning,1410,Tank 23,25.5,Cool
10344,6/18/17 23:30,6/18/17,Conditioning,1410,Tank 24,25.7,Cool
10345,6/18/17 23:45,6/18/17,Conditioning,1425,Tank 13,25.6,Cool
10346,6/18/17 23:45,6/18/17,Conditioning,1425,Tank 14,27,Ambient
10347,6/18/17 23:45,6/18/17,Conditioning,1425,Tank 15,27.1,Ambient
10348,6/18/17 23:45,6/18/17,Conditioning,1425,Tank 16,27.3,Ambient
10349,6/18/17 23:45,6/18/17,Conditioning,1425,Tank 17,25.6,Cool
10350,6/18/17 23:45,6/18/17,Conditioning,1425,Tank 18,27.3,Ambient
10351,6/18/17 23:45,6/18/17,Conditioning,1425,Tank 19,25.7,Cool
10352,6/18/17 23:45,6/18/17,Conditioning,1425,Tank 20,25.5,Cool
10353,6/18/17 23:45,6/18/17,Conditioning,1425,Tank 21,27.2,Ambient
10354,6/18/17 23:45,6/18/17,Conditioning,1425,Tank 22,27.3,Ambient
10355,6/18/17 23:45,6/18/17,Conditioning,1425,Tank 23,25.6,Cool
10356,6/18/17 23:45,6/18/17,Conditioning,1425,Tank 24,25.6,Cool
10357,6/19/17 00:00,6/19/17,Conditioning,0,Tank 13,25.7,Cool
10358,6/19/17 00:00,6/19/17,Conditioning,0,Tank 14,27.1,Ambient
10359,6/19/17 00:00,6/19/17,Conditioning,0,Tank 15,27.2,Ambient
10360,6/19/17 00:00,6/19/17,Conditioning,0,Tank 16,27.2,Ambient
10361,6/19/17 00:00,6/19/17,Conditioning,0,Tank 17,25.6,Cool
