Plug.ID,StartDate,EndDate,Tank,Colony.ID,Fused.Initial,Area.Initial,Polyps.Initial,Fused.Final,Area.Final,Polyps.Final,Temperature,Nutrition,Treatment,Cohort,Days,Notes,Method Notes
A181,20170615,20170703,21,6,Not Fused,0.671,1,NA,NA,NA,Ambient,Heterotrophy,AH,20170609,19,,
A181,20170615,20170703,21,8,Not Fused,0.708,1,NA,NA,NA,Ambient,Heterotrophy,AH,20170609,19,,
A181,20170615,20170703,21,9,Not Fused,2.656,1,NA,NA,NA,Ambient,Heterotrophy,AH,20170609,19,,
A181,20170615,20170703,21,12,Not Fused,0.985,1,NA,NA,NA,Ambient,Heterotrophy,AH,20170609,19,,
A261,20170616,20170708,14,1,Not Fused,1.254,1,NA,NA,NA,Ambient,Heterotrophy,AH,20170610,23,,
A261,20170616,20170708,14,4,Not Fused,1.241,1,NA,NA,NA,Ambient,Heterotrophy,AH,20170610,23,,
A261,20170616,20170708,14,5,Not Fused,1.288,1,NA,NA,NA,Ambient,Heterotrophy,AH,20170610,23,,
A261,20170616,20170708,14,6,Not Fused,1.165,1,NA,NA,NA,Ambient,Heterotrophy,AH,20170610,23,"Covered in red alage I think, but it still looks like the structure of a polyp, in the final plug too but no distinct polyp",
A261,20170616,20170708,14,8,Not Fused,1.383,1,NA,NA,NA,Ambient,Heterotrophy,AH,20170610,23,,
A261,20170616,20170708,14,17,Not Fused,2.079,1,NA,NA,NA,Ambient,Heterotrophy,AH,20170610,23,,
A261,20170616,20170708,14,18,Not Fused,3.072,1,NA,NA,NA,Ambient,Heterotrophy,AH,20170610,23,,
A264,20170616,20170708,14,1,Not Fused,1.37,1,NA,NA,NA,Ambient,Heterotrophy,AH,20170610,23,,
A264,20170616,20170708,14,3,Not Fused,1.696,1,NA,NA,NA,Ambient,Heterotrophy,AH,20170610,23,,
A264,20170616,20170708,14,5,Not Fused,1.684,1,NA,NA,NA,Ambient,Heterotrophy,AH,20170610,23,"One polyp, but doesn't look as complete as a normal polyp does",
A264,20170616,20170708,14,11,Not Fused,0.551,1,NA,NA,NA,Ambient,Heterotrophy,AH,20170610,23,,
A271,20170615,20170703,14,1,Not Fused,1.499,1,NA,NA,NA,Ambient,Heterotrophy,AH,20170610,19,,
A271,20170615,20170703,14,2,Not Fused,1.445,2,NA,NA,NA,Ambient,Heterotrophy,AH,20170610,19,,
A271,20170615,20170703,14,4,Not Fused,0.89,1,NA,NA,NA,Ambient,Heterotrophy,AH,20170610,19,,
A271,20170615,20170703,14,7,Not Fused,0.867,1,NA,NA,NA,Ambient,Heterotrophy,AH,20170610,19,,
A271,20170615,20170703,14,9,Not Fused,2.547,1,NA,NA,NA,Ambient,Heterotrophy,AH,20170610,19,,
A271,20170615,20170703,14,10,Not Fused,0.805,1,NA,NA,NA,Ambient,Heterotrophy,AH,20170610,19,,
A271,20170615,20170703,14,12,Not Fused,1.057,1,NA,NA,NA,Ambient,Heterotrophy,AH,20170610,19,,
A271,20170615,20170703,14,13,Not Fused,1.84,1,NA,NA,NA,Ambient,Heterotrophy,AH,20170610,19,,
A271,20170615,20170703,14,14,Not Fused,1.471,1,NA,NA,NA,Ambient,Heterotrophy,AH,20170610,19,,
A299,20170616,20170708,18,3,Not Fused,1.494,1,NA,NA,NA,Ambient,Heterotrophy,AH,20170610,23,,
A299,20170616,20170708,18,4,Not Fused,1.583,1,NA,NA,NA,Ambient,Heterotrophy,AH,20170610,23,,
A299,20170616,20170708,18,8,Not Fused,0.789,1,NA,NA,NA,Ambient,Heterotrophy,AH,20170610,23,,
A299,20170616,20170708,18,9,Not Fused,0.568,1,NA,NA,NA,Ambient,Heterotrophy,AH,20170610,23,,
A299,20170616,20170708,18,11,Not Fused,2.983,1,NA,NA,NA,Ambient,Heterotrophy,AH,20170610,23,,
A299,20170616,20170708,18,18,Not Fused,1.938,1,NA,NA,NA,Ambient,Heterotrophy,AH,20170610,23,,
A299,20170616,20170708,18,22,Not Fused,0.514,1,NA,NA,NA,Ambient,Heterotrophy,AH,20170610,23,,
A358,20170616,20170708,21,1,Not Fused,1.713,1,NA,NA,NA,Ambient,Heterotrophy,AH,20170610,23,,
A358,20170616,20170708,21,2,Not Fused,1.843,1,NA,NA,NA,Ambient,Heterotrophy,AH,20170610,23,,
A358,20170616,20170708,21,3,Not Fused,0.816,1,NA,NA,NA,Ambient,Heterotrophy,AH,20170610,23,,
A358,20170616,20170708,21,4,Not Fused,1.335,1,NA,NA,NA,Ambient,Heterotrophy,AH,20170610,23,,
A358,20170616,20170708,21,6,Not Fused,2.064,1,NA,NA,NA,Ambient,Heterotrophy,AH,20170610,23,,
A362,20170615,20170703,21,9,Not Fused,0.332,1,NA,NA,NA,Ambient,Heterotrophy,AH,20170610,19,,
A364,20170615,20170703,21,6,Not Fused,1.061,1,NA,NA,NA,Ambient,Heterotrophy,AH,20170610,19,,
A364,20170615,20170703,21,7,Not Fused,1.271,1,NA,NA,NA,Ambient,Heterotrophy,AH,20170610,19,,
A364,20170615,20170703,21,8,Not Fused,0.965,1,NA,NA,NA,Ambient,Heterotrophy,AH,20170610,19,,
A437,20170616,20170708,18,5,Not Fused,1.109,1,NA,NA,NA,Ambient,Heterotrophy,AH,20170611,23,,
A437,20170616,20170708,18,8,Not Fused,0.887,1,NA,NA,NA,Ambient,Heterotrophy,AH,20170611,23,,
A437,20170616,20170708,18,9,Not Fused,0.947,1,NA,NA,NA,Ambient,Heterotrophy,AH,20170611,23,,
A439,20170615,20170703,18,7,Not Fused,0.837,1,NA,NA,NA,Ambient,Heterotrophy,AH,20170611,19,,
A439,20170615,20170703,18,8,Not Fused,1.449,1,NA,NA,NA,Ambient,Heterotrophy,AH,20170611,19,,
A441,20170615,20170703,18,9,Not Fused,0.552,1,NA,NA,NA,Ambient,Heterotrophy,AH,20170611,19,,
A441,20170615,20170703,18,11,Not Fused,0.42,1,NA,NA,NA,Ambient,Heterotrophy,AH,20170611,19,,
A441,20170615,20170703,18,12,Not Fused,0.54,1,NA,NA,NA,Ambient,Heterotrophy,AH,20170611,19,,
A441,20170615,20170703,18,15,Not Fused,0.387,1,NA,NA,NA,Ambient,Heterotrophy,AH,20170611,19,,
A441,20170615,20170703,18,16,Not Fused,1.498,1,NA,NA,NA,Ambient,Heterotrophy,AH,20170611,19,,
A441,20170615,20170703,18,18,Not Fused,0.843,1,NA,NA,NA,Ambient,Heterotrophy,AH,20170611,19,,
A441,20170615,20170703,18,19,Not Fused,2.1298,1,NA,NA,NA,Ambient,Heterotrophy,AH,20170611,19,,
A441,20170615,20170703,18,20,Not Fused,1.947,1,NA,NA,NA,Ambient,Heterotrophy,AH,20170611,19,,
A462,20170616,20170708,14,4,Not Fused,1.101,1,NA,NA,NA,Ambient,Heterotrophy,AH,20170611,23,,
A464,20170615,20170703,14,1,Not Fused,2.517,1,NA,NA,NA,Ambient,Heterotrophy,AH,20170611,19,,
A464,20170615,20170703,14,5,Not Fused,0.505,1,NA,NA,NA,Ambient,Heterotrophy,AH,20170611,19,,
A464,20170615,20170703,14,9,Not Fused,0.892,1,NA,NA,NA,Ambient,Heterotrophy,AH,20170611,19,,
A464,20170615,20170703,14,10,Not Fused,2.589,1,NA,NA,NA,Ambient,Heterotrophy,AH,20170611,19,,
A465,20170616,20170708,14,2,Not Fused,1.002,1,NA,NA,NA,Ambient,Heterotrophy,AH,20170611,23,,
A465,20170616,20170708,14,3,Not Fused,1.274,1,NA,NA,NA,Ambient,Heterotrophy,AH,20170611,23,,
A465,20170616,20170708,14,5,Not Fused,1.2,1,NA,NA,NA,Ambient,Heterotrophy,AH,20170611,23,,
A465,20170616,20170708,14,7,Not Fused,0.69,1,NA,NA,NA,Ambient,Heterotrophy,AH,20170611,23,,
A465,20170616,20170708,14,12,Not Fused,1.679,1,NA,NA,NA,Ambient,Heterotrophy,AH,20170611,23,,
A468,20170616,20170708,14,2,Not Fused,0.31,1,NA,NA,NA,Ambient,Heterotrophy,AH,20170611,23,,
A565,20170616,20170708,18,1,Not Fused,0.759,1,NA,NA,NA,Ambient,Heterotrophy,AH,20170612,23,,
A565,20170616,20170708,18,3,Not Fused,2.746,1,NA,NA,NA,Ambient,Heterotrophy,AH,20170612,23,,
A572,20170616,20170708,18,6,Not Fused,0.661,1,NA,NA,NA,Ambient,Heterotrophy,AH,20170612,23,,
A572,20170616,20170708,18,7,Not Fused,0.369,1,NA,NA,NA,Ambient,Heterotrophy,AH,20170612,23,,
A572,20170616,20170708,18,8,Not Fused,1.298,1,NA,NA,NA,Ambient,Heterotrophy,AH,20170612,23,,
A586,20170616,20170708,14,1,Not Fused,1.011,1,NA,NA,NA,Ambient,Heterotrophy,AH,20170612,23,,
A586,20170616,20170708,14,5,Not Fused,1.552,1,NA,NA,NA,Ambient,Heterotrophy,AH,20170612,23,tissue looked as if it was dying in first plug,
A588,20170616,20170708,14,1,Not Fused,0.48,1,NA,NA,NA,Ambient,Heterotrophy,AH,20170612,23,Final plug was missing,
A588,20170616,20170708,14,2,Not Fused,1.127,1,NA,NA,NA,Ambient,Heterotrophy,AH,20170612,23,,
A104,20170615,20170703,14,11,Fused,4.798,4,NA,NA,NA,Ambient,Heterotrophy,AH,20170609,19,,
A077,20170616,20170708,18,2,Not Fused,0.876,1,Not Fused,0.944,1,Ambient,Heterotrophy,AH,20170609,23,,
A077,20170616,20170708,18,4,Not Fused,2.59,1,Not Fused,5.92,5,Ambient,Heterotrophy,AH,20170609,23,,
A077,20170616,20170708,18,8,Not Fused,2.061,1,Not Fused,1.702,2,Ambient,Heterotrophy,AH,20170609,23,,
A077,20170616,20170708,18,10,Not Fused,1.725,1,Not Fused,1.804,2,Ambient,Heterotrophy,AH,20170609,23,,
A078,20170616,20170708,18,2,Not Fused,0.886,1,Not Fused,1.363,1,Ambient,Heterotrophy,AH,20170609,23,,
A078,20170616,20170708,18,5,Not Fused,2.18,1,Not Fused,4.345,1,Ambient,Heterotrophy,AH,20170609,23,,
A078,20170616,20170708,18,6,Not Fused,2.888,1,Not Fused,2.899,2,Ambient,Heterotrophy,AH,20170609,23,,
A078,20170616,20170708,18,7,Not Fused,1.621,1,Not Fused,3.192,3,Ambient,Heterotrophy,AH,20170609,23,,
A080,20170615,20170703,18,3,Not Fused,2.02,1,Not Fused,4.45,4,Ambient,Heterotrophy,AH,20170609,19,,
A080,20170615,20170703,18,8,Not Fused,1.833,1,Not Fused,2.389,2,Ambient,Heterotrophy,AH,20170609,19,,
A080,20170615,20170703,18,9,Not Fused,1.594,1,Not Fused,2.6703,4,Ambient,Heterotrophy,AH,20170609,19,,
A117,20170616,20170708,14,3,Not Fused,0.561,1,Not Fused,0.607,1,Ambient,Heterotrophy,AH,20170609,23,"On the edge of plug so only drew what I saw, but got the whole center",
A117,20170616,20170708,14,4,Not Fused,1.499,1,Not Fused,2.629,1,Ambient,Heterotrophy,AH,20170609,23,,
A117,20170616,20170708,14,8,Not Fused,0.883,1,Not Fused,1.471,1,Ambient,Heterotrophy,AH,20170609,23,,
A173,20170615,20170703,21,1,Not Fused,0.905,1,Not Fused,1.982,2,Ambient,Heterotrophy,AH,20170609,19,,
A173,20170615,20170703,21,2,Not Fused,1.048,1,Not Fused,3.705,3,Ambient,Heterotrophy,AH,20170609,19,,
A173,20170615,20170703,21,4,Not Fused,0.513,1,Not Fused,0.611,1,Ambient,Heterotrophy,AH,20170609,19,,
A178,20170616,20170708,21,2,Not Fused,1.44,1,Not Fused,1.332,2,Ambient,Heterotrophy,AH,20170609,23,,
A178,20170616,20170708,21,4,Not Fused,0.684,1,Not Fused,1.431,2,Ambient,Heterotrophy,AH,20170609,23,,
A178,20170616,20170708,21,5,Not Fused,1.035,1,Not Fused,0.976,2,Ambient,Heterotrophy,AH,20170609,23,,
A178,20170616,20170708,21,9,Not Fused,1.701,1,Not Fused,1.205,1,Ambient,Heterotrophy,AH,20170609,23,,
A178,20170616,20170708,21,10,Not Fused,0.349,1,Not Fused,2.32,5,Ambient,Heterotrophy,AH,20170609,23,,
A181,20170615,20170703,21,2,Not Fused,1.467,1,Not Fused,2.399,3,Ambient,Heterotrophy,AH,20170609,19,,
A181,20170615,20170703,21,11,Not Fused,1.023,1,Not Fused,1.437,1,Ambient,Heterotrophy,AH,20170609,19,,
A264,20170616,20170708,14,7,Not Fused,0.715,1,Not Fused,1.331,1,Ambient,Heterotrophy,AH,20170610,23,,
A272,20170615,20170703,14,2,Not Fused,2.767,1,Not Fused,6.503,5,Ambient,Heterotrophy,AH,20170610,19,,
A294,20170616,20170708,18,1,Not Fused,0.701,1,Not Fused,1.216,1,Ambient,Heterotrophy,AH,20170610,23,,
A294,20170616,20170708,18,2,Not Fused,1.174,1,Not Fused,2.374,1,Ambient,Heterotrophy,AH,20170610,23,,
A298,20170616,20170708,18,3,Not Fused,0.689,1,Not Fused,3.229,3,Ambient,Heterotrophy,AH,20170610,23,,
A298,20170616,20170708,18,4,Not Fused,5.582,1,Not Fused,1.163,1,Ambient,Heterotrophy,AH,20170610,23,,
A298,20170616,20170708,18,6,Not Fused,0.341,1,Not Fused,2.115,1,Ambient,Heterotrophy,AH,20170610,23,,
A298,20170616,20170708,18,7,Not Fused,2.763,1,Not Fused,0.777,2,Ambient,Heterotrophy,AH,20170610,23,,
A298,20170616,20170708,18,8,Not Fused,1.689,1,Not Fused,2.906,3,Ambient,Heterotrophy,AH,20170610,23,,
A298,20170616,20170708,18,9,Not Fused,1.182,1,Not Fused,3.114,2,Ambient,Heterotrophy,AH,20170610,23,,
A298,20170616,20170708,18,10,Not Fused,2.478,1,Not Fused,0.605,3,Ambient,Heterotrophy,AH,20170610,23,,
A299,20170616,20170708,18,1,Not Fused,3.443,1,Not Fused,4.815,7,Ambient,Heterotrophy,AH,20170610,23,,
A299,20170616,20170708,18,5,Not Fused,0.525,1,Not Fused,2.376,4,Ambient,Heterotrophy,AH,20170610,23,,
A358,20170616,20170708,21,5,Not Fused,3.469,1,Not Fused,5.977,5,Ambient,Heterotrophy,AH,20170610,23,,
A362,20170615,20170703,21,2,Not Fused,1.689,1,Not Fused,2.745,4,Ambient,Heterotrophy,AH,20170610,19,,
A362,20170615,20170703,21,3,Not Fused,0.586,1,Not Fused,0.384,1,Ambient,Heterotrophy,AH,20170610,19,,
A362,20170615,20170703,21,8,Not Fused,3.114,1,Not Fused,4.617,8,Ambient,Heterotrophy,AH,20170610,19,,
A362,20170615,20170703,21,10,Not Fused,1.57,1,Not Fused,2.028,2,Ambient,Heterotrophy,AH,20170610,19,,
A362,20170615,20170703,21,11,Not Fused,0.96,1,Not Fused,2.602,6,Ambient,Heterotrophy,AH,20170610,19,,
A362,20170615,20170703,21,12,Not Fused,1.139,1,Not Fused,2.641,4,Ambient,Heterotrophy,AH,20170610,19,,
A364,20170615,20170703,21,1,Not Fused,0.888,1,Not Fused,1.392,2,Ambient,Heterotrophy,AH,20170610,19,,
A364,20170615,20170703,21,2,Not Fused,1.571,1,Not Fused,1.519,1,Ambient,Heterotrophy,AH,20170610,19,,
A364,20170615,20170703,21,3,Not Fused,1.511,1,Not Fused,1.535,1,Ambient,Heterotrophy,AH,20170610,19,,
A437,20170616,20170708,18,3,Not Fused,1.487,1,Not Fused,2.016,3,Ambient,Heterotrophy,AH,20170611,23,,
A437,20170616,20170708,18,4,Not Fused,1.078,1,Not Fused,1.609,1,Ambient,Heterotrophy,AH,20170611,23,,
A437,20170616,20170708,18,7,Not Fused,1.208,1,Not Fused,2.548,2,Ambient,Heterotrophy,AH,20170611,23,,
A441,20170615,20170703,18,4,Not Fused,1.554,1,Not Fused,1.723,2,Ambient,Heterotrophy,AH,20170611,19,,
A448,20170616,20170708,18,1,Not Fused,2.743,1,Not Fused,2.73,2,Ambient,Heterotrophy,AH,20170611,23,,
A448,20170616,20170708,18,4,Not Fused,3.247,1,Not Fused,2.681,2,Ambient,Heterotrophy,AH,20170611,23,,
A448,20170616,20170708,18,6,Not Fused,0.549,1,Not Fused,0.69,1,Ambient,Heterotrophy,AH,20170611,23,,
A462,20170616,20170708,14,2,Not Fused,1.625,1,Not Fused,4.111,1,Ambient,Heterotrophy,AH,20170611,23,HUGE polyp with mouth open!,
A464,20170615,20170703,14,4,Not Fused,0.681,1,Not Fused,3.21,6,Ambient,Heterotrophy,AH,20170611,19,,
A465,20170616,20170708,14,10,Not Fused,0.822,1,Not Fused,0.839,1,Ambient,Heterotrophy,AH,20170611,23,,
A468,20170616,20170708,14,1,Not Fused,0.938,1,Not Fused,0.793,1,Ambient,Heterotrophy,AH,20170611,23,,
A468,20170616,20170708,14,4,Not Fused,0.924,1,Not Fused,1.347,1,Ambient,Heterotrophy,AH,20170611,23,,
A468,20170616,20170708,14,5,Not Fused,0.868,1,Not Fused,0.693,1,Ambient,Heterotrophy,AH,20170611,23,,
A519,20170616,20170708,21,1,Not Fused,0.898,1,Not Fused,1.195,1,Ambient,Heterotrophy,AH,20170611,23,,
A522,20170616,20170708,21,1,Not Fused,1.172,1,Not Fused,3.282,2,Ambient,Heterotrophy,AH,20170611,23,,
A522,20170616,20170708,21,2,Not Fused,0.68,1,Not Fused,0.998,1,Ambient,Heterotrophy,AH,20170611,23,,
A565,20170616,20170708,18,2,Not Fused,2.232,1,Not Fused,3.063,3,Ambient,Heterotrophy,AH,20170612,23,,
A572,20170616,20170708,18,1,Not Fused,0.962,1,Not Fused,1.634,1,Ambient,Heterotrophy,AH,20170612,23,,
A572,20170616,20170708,18,2,Not Fused,0.795,1,Not Fused,1.504,1,Ambient,Heterotrophy,AH,20170612,23,,
A572,20170616,20170708,18,3,Not Fused,0.733,1,Not Fused,3.19,4,Ambient,Heterotrophy,AH,20170612,23,,
A572,20170616,20170708,18,4,Not Fused,0.678,1,Not Fused,2.337,2,Ambient,Heterotrophy,AH,20170612,23,,
A572,20170616,20170708,18,5,Not Fused,1.28,1,Not Fused,1.843,2,Ambient,Heterotrophy,AH,20170612,23,,
A586,20170616,20170708,14,3,Not Fused,0.669,1,Not Fused,0.49,1,Ambient,Heterotrophy,AH,20170612,23,"final plug was covered by some algae, outlined where it seemed to be",
A586,20170616,20170708,14,4,Not Fused,1.276,1,Not Fused,2.262,1,Ambient,Heterotrophy,AH,20170612,23,"Partial algae cover on both plugs, outlined where it seemed to be",
A627,20170616,20170708,21,1,Not Fused,1.563,1,Not Fused,3.062,3,Ambient,Heterotrophy,AH,20170612,23,,
A053,20170616,20170708,22,5,Fused,2.497,2,Fused,3.368,4,Ambient,No Heterotrophy,AN,20170609,23,,
A053,20170616,20170708,22,6,Fused,6.907,6,Fused,11.717,11,Ambient,No Heterotrophy,AN,20170609,23,,
A055,20170616,20170708,22,2,Fused,9.58,9,Fused,9.941,10,Ambient,No Heterotrophy,AN,20170609,23,,
A055,20170616,20170708,22,3,Fused,4.254,2,Fused,5.284,4,Ambient,No Heterotrophy,AN,20170609,23,,
A057,20170615,20170703,22,4,Fused,10.798,7,Fused,12.688,11,Ambient,No Heterotrophy,AN,20170609,19,,
A057,20170615,20170703,22,6,Fused,28.641,18,Fused,39.197,31,Ambient,No Heterotrophy,AN,20170609,19,,
A090,20170616,20170708,16,1,Fused,6.608,4,Fused,9.746,8,Ambient,No Heterotrophy,AN,20170609,23,Hard to tell tissue on final plug bc of algae growth,
A090,20170616,20170708,16,4,Fused,8.013,5,Fused,12.434,11,Ambient,No Heterotrophy,AN,20170609,23,Hard to tell tisse on final plug bc of algae growth,
A090,20170616,20170708,16,6,Fused,3.683,2,Fused,NA,NA,Ambient,No Heterotrophy,AN,20170609,23,,
A091,20170615,20170703,16,1,Fused,8.678,5,Fused,14.306,11,Ambient,No Heterotrophy,AN,20170609,19,,
A091,20170615,20170703,16,2,Fused,7.344,7,Fused,7.565,7,Ambient,No Heterotrophy,AN,20170609,19,,
A091,20170615,20170703,16,4,Fused,16.928,14,Fused,19.265,16,Ambient,No Heterotrophy,AN,20170609,19,,
A091,20170615,20170703,16,5,Fused,12.276,7,Fused,20.766,15,Ambient,No Heterotrophy,AN,20170609,19,,
A091,20170615,20170703,16,7,Fused,1.212,2,Fused,6.306,6,Ambient,No Heterotrophy,AN,20170609,19,,
A091,20170615,20170703,16,9,Fused,8.123,5,Fused,8.236,7,Ambient,No Heterotrophy,AN,20170609,19,,
A091,20170615,20170703,16,10,Fused,3.219,4,Fused,3.877,5,Ambient,No Heterotrophy,AN,20170609,19,,
A094,20170615,20170703,16,1,Fused,24.153,18,Fused,39.416,32,Ambient,No Heterotrophy,AN,20170609,19,,
A094,20170615,20170703,16,2,Fused,5.931,4,Fused,10.274,9,Ambient,No Heterotrophy,AN,20170609,19,,
A096,20170615,20170703,16,1,Fused,23.218,13,Fused,32.34,26,Ambient,No Heterotrophy,AN,20170609,19,,
A096,20170615,20170703,16,2,Fused,5.18,2,Fused,8.198,6,Ambient,No Heterotrophy,AN,20170609,19,,
A097,20170616,20170708,16,5,Fused,13.382,12,Fused,14.068,16,Ambient,No Heterotrophy,AN,20170609,23,,
A097,20170616,20170708,16,8,Fused,5.039,3,Fused,7.329,7,Ambient,No Heterotrophy,AN,20170609,23,,
A102,20170615,20170703,16,2,Fused,4.189,2,Fused,5.543,7,Ambient,No Heterotrophy,AN,20170609,19,,
A102,20170615,20170703,16,3,Fused,4.744,3,Fused,5.952,6,Ambient,No Heterotrophy,AN,20170609,19,,
A102,20170615,20170703,16,6,Fused,21.241,16,Fused,27.774,21,Ambient,No Heterotrophy,AN,20170609,19,,
A148,20170615,20170703,15,1,Fused,5.753,3,Fused,8.292,6,Ambient,No Heterotrophy,AN,20170609,19,,
A148,20170615,20170703,15,2,Fused,9.056,6,Fused,14.999,13,Ambient,No Heterotrophy,AN,20170609,19,,
A148,20170615,20170703,15,3,Fused,3.569,2,Fused,5.868,5,Ambient,No Heterotrophy,AN,20170609,19,,
A148,20170615,20170703,15,4,Fused,3.209,2,Fused,5.993,5,Ambient,No Heterotrophy,AN,20170609,19,,
A149,20170616,20170708,15,1,Fused,2.979,2,Fused,1.764,2,Ambient,No Heterotrophy,AN,20170609,23,"Very faint outline of final plug, can't tell if it is because of algae cover, or if dying",
A149,20170616,20170708,15,2,Fused,2.272,2,Fused,3.95,4,Ambient,No Heterotrophy,AN,20170609,23,,
A149,20170616,20170708,15,3,Fused,3.395,2,Fused,NA,NA,Ambient,No Heterotrophy,AN,20170609,23,Very hard to tell the number of polyps,
A149,20170616,20170708,15,5,Fused,3.637,4,Fused,NA,NA,Ambient,No Heterotrophy,AN,20170609,23,,
A150,20170615,20170703,15,3,Fused,2.854,2,Fused,0.986,1,Ambient,No Heterotrophy,AN,20170609,19,,
A150,20170615,20170703,15,4,Fused,10.797,8,Fused,15.626,12,Ambient,No Heterotrophy,AN,20170609,19,,
A150,20170615,20170703,15,6,Fused,5.804,3,Fused,10.753,10,Ambient,No Heterotrophy,AN,20170609,19,,
A150,20170615,20170703,15,9,Fused,8.349,6,Fused,13.325,13,Ambient,No Heterotrophy,AN,20170609,19,,
A152,20170616,20170708,15,12,Fused,2.908,3,Fused,NA,NA,Ambient,No Heterotrophy,AN,20170609,23,,
A274,20170616,20170708,16,5,Fused,2.462,2,Fused,4.963,7,Ambient,No Heterotrophy,AN,20170610,23,,
A274,20170616,20170708,16,6,Fused,5.623,3,Fused,3.453,5,Ambient,No Heterotrophy,AN,20170610,23,,
A274,20170616,20170708,16,7,Fused,2.672,3,Fused,7.714,10,Ambient,No Heterotrophy,AN,20170610,23,,
A274,20170616,20170708,16,9,Fused,3.289,3,Fused,2.738,5,Ambient,No Heterotrophy,AN,20170610,23,,
A274,20170616,20170708,16,11,Fused,5.22,3,Fused,2.174,5,Ambient,No Heterotrophy,AN,20170610,23,,
A274,20170616,20170708,16,13,Fused,1.652,2,Fused,3.008,5,Ambient,No Heterotrophy,AN,20170610,23,,
A277,20170615,20170703,16,1,Fused,5.697,6,Fused,1.944,2,Ambient,No Heterotrophy,AN,20170610,19,,
A280,20170616,20170708,16,2,Fused,2.299,2,Fused,3.965,4,Ambient,No Heterotrophy,AN,20170610,23,,
A280,20170616,20170708,16,3,Fused,1.871,2,Fused,1.528,3,Ambient,No Heterotrophy,AN,20170610,23,,
A280,20170616,20170708,16,4,Fused,2.988,3,Fused,3.232,2,Ambient,No Heterotrophy,AN,20170610,23,,
A280,20170616,20170708,16,5,Fused,2.353,2,Fused,2.826,4,Ambient,No Heterotrophy,AN,20170610,23,,
A324,20170616,20170708,22,5,Fused,7.022,5,Fused,7.681,8,Ambient,No Heterotrophy,AN,20170610,23,,
A324,20170616,20170708,22,9,Fused,6.501,4,Fused,3.872,6,Ambient,No Heterotrophy,AN,20170610,23,,
A324,20170616,20170708,22,10,Fused,7.446,7,Fused,4.58,4,Ambient,No Heterotrophy,AN,20170610,23,,
A327,20170615,20170703,22,9,Fused,3.674,3,Fused,4.218,4,Ambient,No Heterotrophy,AN,20170610,19,,
A327,20170615,20170703,22,10,Fused,13.416,12,Fused,16.03,18,Ambient,No Heterotrophy,AN,20170610,19,,
A328,20170616,20170708,22,3,Fused,2.284,2,Fused,4.012,3,Ambient,No Heterotrophy,AN,20170610,23,,
A328,20170616,20170708,22,8,Fused,3.553,4,Fused,2.249,3,Ambient,No Heterotrophy,AN,20170610,23,,
A328,20170616,20170708,22,9,Fused,4.617,4,Fused,3.546,4,Ambient,No Heterotrophy,AN,20170610,23,,
A397,20170616,20170708,15,2,Fused,2.713,2,Fused,4.913,3,Ambient,No Heterotrophy,AN,20170610,23,Final plug was hard to see bc algae cover,
A397,20170616,20170708,15,6,Fused,3.532,3,Fused,6.431,11,Ambient,No Heterotrophy,AN,20170610,23,,
A397,20170616,20170708,15,9,Fused,2.38,2,Fused,5.173,4,Ambient,No Heterotrophy,AN,20170610,23,,
A402,20170615,20170703,15,1,Fused,5.108,4,Fused,7.208,7,Ambient,No Heterotrophy,AN,20170610,19,,
A402,20170615,20170703,15,2,Fused,2.131,2,Fused,3.002,3,Ambient,No Heterotrophy,AN,20170610,19,,
A402,20170615,20170703,15,3,Fused,3.363,2,Fused,2.926,6,Ambient,No Heterotrophy,AN,20170610,19,,
A404,20170616,20170708,15,6,Fused,4.968,5,Fused,NA,NA,Ambient,No Heterotrophy,AN,20170610,23,,
A404,20170616,20170708,15,12,Fused,3.114,6,Fused,NA,NA,Ambient,No Heterotrophy,AN,20170610,23,,
A404,20170616,20170708,15,13,Fused,6.489,9,Fused,4.742,6,Ambient,No Heterotrophy,AN,20170610,23,,
A404,20170616,20170708,15,15,Fused,1.417,1,Fused,NA,NA,Ambient,No Heterotrophy,AN,20170610,23,,
A483,20170616,20170708,15,5,Fused,1.644,3,Fused,1.831,2,Ambient,No Heterotrophy,AN,20170611,23,"Little chunk of the polyp cut off in photo and the lighting was glaring, but did my best to get the area. Should be pretty acurate still.",
A486,20170616,20170708,15,9,Fused,4.179,3,Fused,1.007,1,Ambient,No Heterotrophy,AN,20170611,23,"Also very vague, covered in algae, might be dying.",
A486,20170616,20170708,15,10,Fused,5.132,4,Fused,NA,NA,Ambient,No Heterotrophy,AN,20170611,23,,
A486,20170616,20170708,15,13,Fused,7.026,7,Fused,3.121,5,Ambient,No Heterotrophy,AN,20170611,23,,
A486,20170616,20170708,15,14,Fused,4.63,3,Fused,5.763,6,Ambient,No Heterotrophy,AN,20170611,23,,
A545,20170616,20170708,22,4,Fused,3.914,3,Fused,6.806,8,Ambient,No Heterotrophy,AN,20170612,23,,
A545,20170616,20170708,22,7,Fused,2.718,2,Fused,7.114,6,Ambient,No Heterotrophy,AN,20170612,23,,
A545,20170616,20170708,22,9,Fused,8.667,5,Fused,11.621,11,Ambient,No Heterotrophy,AN,20170612,23,,
A545,20170616,20170708,22,10,Fused,15.034,13,Fused,15.51,14,Ambient,No Heterotrophy,AN,20170612,23,,
