Plug.ID,StartDate,EndDate,Tank,Colony.ID,Fused.Initial,Area.Initial,Polyps.Initial,Fused.Final,Area.Final,Polyps.Final,Temperature,Nutrition,Treatment,Cohort,Days,Notes,Method Notes
A547,20170615,20170703,22,4,Fused,6.793,4,Fused,10.758,9,Ambient,No Heterotrophy,AN,20170612,19,Fused together,
A547,20170615,20170703,22,6,Fused,4.546,2,Fused,5.821,6,Ambient,No Heterotrophy,AN,20170612,19,,
A582,20170616,20170708,16,5,Fused,3.74,4,Fused,5.197,7,Ambient,No Heterotrophy,AN,20170612,23,,
A057,20170615,20170703,22,5,Not Fused,2.609,1,Fused,NA,NA,Ambient,No Heterotrophy,AN,20170609,19,,
A091,20170615,20170703,16,6,Not Fused,3.42,1,Fused,NA,NA,Ambient,No Heterotrophy,AN,20170609,19,,
A149,20170616,20170708,15,4,Not Fused,0.835,1,Fused,NA,NA,Ambient,No Heterotrophy,AN,20170609,23,,
A149,20170616,20170708,15,6,Not Fused,0.998,1,Fused,NA,NA,Ambient,No Heterotrophy,AN,20170609,23,,
A152,20170616,20170708,15,10,Not Fused,2.275,1,Fused,NA,NA,Ambient,No Heterotrophy,AN,20170609,23,Was hard to see with a lot of algae cover,
A152,20170616,20170708,15,11,Not Fused,1.412,1,Fused,NA,NA,Ambient,No Heterotrophy,AN,20170609,23,,
A324,20170616,20170708,22,2,Not Fused,1.438,1,Fused,NA,NA,Ambient,No Heterotrophy,AN,20170610,23,,
A324,20170616,20170708,22,3,Not Fused,1.251,1,Fused,NA,NA,Ambient,No Heterotrophy,AN,20170610,23,,
A393,20170616,20170708,15,1,Not Fused,3.784,1,Fused,NA,NA,Ambient,No Heterotrophy,AN,20170610,23,,
A397,20170616,20170708,15,5,Not Fused,1.412,1,Fused,NA,NA,Ambient,No Heterotrophy,AN,20170610,23,Final plug was hard to see bc algae cover,
A397,20170616,20170708,15,8,Not Fused,2.043,1,Fused,NA,NA,Ambient,No Heterotrophy,AN,20170610,23,,
A397,20170616,20170708,15,10,Not Fused,2.265,1,Fused,NA,NA,Ambient,No Heterotrophy,AN,20170610,23,,
A404,20170616,20170708,15,10,Not Fused,0.76,1,Fused,NA,NA,Ambient,No Heterotrophy,AN,20170610,23,,
A404,20170616,20170708,15,11,Not Fused,1.403,1,Fused,NA,NA,Ambient,No Heterotrophy,AN,20170610,23,,
A483,20170616,20170708,15,8,Not Fused,1.725,1,Fused,NA,NA,Ambient,No Heterotrophy,AN,20170611,23,,
A486,20170616,20170708,15,7,Not Fused,1.549,1,Fused,NA,NA,Ambient,No Heterotrophy,AN,20170611,23,,
A545,20170616,20170708,22,6,Not Fused,1.861,1,Fused,NA,NA,Ambient,No Heterotrophy,AN,20170612,23,,
A545,20170616,20170708,22,11,Not Fused,1.814,1,Fused,NA,NA,Ambient,No Heterotrophy,AN,20170612,23,,
A547,20170615,20170703,22,3,Not Fused,1.112,1,Fused,NA,NA,Ambient,No Heterotrophy,AN,20170612,19,Fused together,
A547,20170615,20170703,22,5,Not Fused,1.77,1,Fused,NA,NA,Ambient,No Heterotrophy,AN,20170612,19,Fused together,
A601,20170616,20170708,15,7,Not Fused,0.766,1,Fused,NA,NA,Ambient,No Heterotrophy,AN,20170612,23,,
A601,20170616,20170708,15,8,Not Fused,0.814,1,Fused,NA,NA,Ambient,No Heterotrophy,AN,20170612,23,,
A053,20170616,20170708,22,4,Fused,2.929,2,NA,NA,NA,Ambient,No Heterotrophy,AN,20170609,23,,
A090,20170616,20170708,16,2,Fused,6.236,4,NA,NA,NA,Ambient,No Heterotrophy,AN,20170609,23,,
A094,20170615,20170703,16,3,Fused,5.958,5,NA,NA,NA,Ambient,No Heterotrophy,AN,20170609,19,,
A097,20170616,20170708,16,3,Fused,13.911,12,NA,NA,NA,Ambient,No Heterotrophy,AN,20170609,23,,
A097,20170616,20170708,16,4,Fused,5.163,6,NA,NA,NA,Ambient,No Heterotrophy,AN,20170609,23,,
A148,20170615,20170703,15,7,Fused,4.973,3,NA,NA,NA,Ambient,No Heterotrophy,AN,20170609,19,,
A148,20170615,20170703,15,8,Fused,19.72,19,NA,NA,NA,Ambient,No Heterotrophy,AN,20170609,19,,
A150,20170615,20170703,15,2,Fused,3.63,2,NA,NA,NA,Ambient,No Heterotrophy,AN,20170609,19,,
A150,20170615,20170703,15,7,Fused,6.684,4,NA,NA,NA,Ambient,No Heterotrophy,AN,20170609,19,,
A152,20170616,20170708,15,1,Fused,9.787,11,NA,NA,NA,Ambient,No Heterotrophy,AN,20170609,23,,
A152,20170616,20170708,15,4,Fused,2.609,4,NA,NA,NA,Ambient,No Heterotrophy,AN,20170609,23,,
A152,20170616,20170708,15,7,Fused,1.542,2,NA,NA,NA,Ambient,No Heterotrophy,AN,20170609,23,,
A152,20170616,20170708,15,9,Fused,3.784,5,NA,NA,NA,Ambient,No Heterotrophy,AN,20170609,23,,
A158,20170615,20170703,15,4,Fused,28.074,17,NA,NA,NA,Ambient,No Heterotrophy,AN,20170609,19,,
A158,20170615,20170703,15,5,Fused,2.11,2,NA,NA,NA,Ambient,No Heterotrophy,AN,20170609,19,,
A277,20170615,20170703,16,2,Fused,1.848,2,NA,NA,NA,Ambient,No Heterotrophy,AN,20170610,19,,
A277,20170615,20170703,16,6,Fused,2.937,2,NA,NA,NA,Ambient,No Heterotrophy,AN,20170610,19,,
A277,20170615,20170703,16,7,Fused,5.937,7,NA,NA,NA,Ambient,No Heterotrophy,AN,20170610,19,,
A277,20170615,20170703,16,8,Fused,22.169,17,NA,NA,NA,Ambient,No Heterotrophy,AN,20170610,19,,
A277,20170615,20170703,16,9,Fused,6.202,5,NA,NA,NA,Ambient,No Heterotrophy,AN,20170610,19,,
A280,20170616,20170708,16,1,Fused,3.218,4,NA,NA,NA,Ambient,No Heterotrophy,AN,20170610,23,,
A327,20170615,20170703,22,1,Fused,2.748,2,NA,NA,NA,Ambient,No Heterotrophy,AN,20170610,19,,
A327,20170615,20170703,22,4,Fused,5.04,2,NA,NA,NA,Ambient,No Heterotrophy,AN,20170610,19,,
A327,20170615,20170703,22,5,Fused,9.033,7,NA,NA,NA,Ambient,No Heterotrophy,AN,20170610,19,,
A327,20170615,20170703,22,6,Fused,9.431,7,NA,NA,NA,Ambient,No Heterotrophy,AN,20170610,19,,
A328,20170616,20170708,22,1,Fused,7.165,8,NA,NA,NA,Ambient,No Heterotrophy,AN,20170610,23,,
A328,20170616,20170708,22,2,Fused,2.001,2,NA,NA,NA,Ambient,No Heterotrophy,AN,20170610,23,,
A328,20170616,20170708,22,4,Fused,5.724,4,NA,NA,NA,Ambient,No Heterotrophy,AN,20170610,23,,
A328,20170616,20170708,22,5,Fused,1.698,2,NA,NA,NA,Ambient,No Heterotrophy,AN,20170610,23,,
A328,20170616,20170708,22,10,Fused,21.331,17,NA,NA,NA,Ambient,No Heterotrophy,AN,20170610,23,,
A397,20170616,20170708,15,3,Fused,3.784,2,NA,NA,NA,Ambient,No Heterotrophy,AN,20170610,23,,
A397,20170616,20170708,15,4,Fused,2.275,5,NA,NA,NA,Ambient,No Heterotrophy,AN,20170610,23,,
A397,20170616,20170708,15,7,Fused,22.311,16,NA,NA,NA,Ambient,No Heterotrophy,AN,20170610,23,Looks like 2 big colonies had fused in the inital little hard to tell where the tissue is connecting them,
A402,20170615,20170703,15,7,Fused,2.886,2,NA,NA,NA,Ambient,No Heterotrophy,AN,20170610,19,,
A404,20170616,20170708,15,4,Fused,9.337,9,NA,NA,NA,Ambient,No Heterotrophy,AN,20170610,23,,
A483,20170616,20170708,15,1,Fused,7.356,9,NA,NA,NA,Ambient,No Heterotrophy,AN,20170611,23,,
A483,20170616,20170708,15,9,Fused,2.548,3,NA,NA,NA,Ambient,No Heterotrophy,AN,20170611,23,,
A486,20170616,20170708,15,11,Fused,1.634,2,NA,NA,NA,Ambient,No Heterotrophy,AN,20170611,23,,
A486,20170616,20170708,15,15,Fused,1.033,2,NA,NA,NA,Ambient,No Heterotrophy,AN,20170611,23,,
A487,20170616,20170708,15,2,Fused,5.305,3,NA,NA,NA,Ambient,No Heterotrophy,AN,20170611,23,,
A547,20170615,20170703,22,9,Fused,0.687,2,NA,NA,NA,Ambient,No Heterotrophy,AN,20170612,19,,
A547,20170615,20170703,22,10,Fused,2.357,3,NA,NA,NA,Ambient,No Heterotrophy,AN,20170612,19,,
A582,20170616,20170708,16,3,Fused,2.165,3,NA,NA,NA,Ambient,No Heterotrophy,AN,20170612,23,,
A582,20170616,20170708,16,4,Fused,5.496,6,NA,NA,NA,Ambient,No Heterotrophy,AN,20170612,23,,
A582,20170616,20170708,16,6,Fused,4.579,6,NA,NA,NA,Ambient,No Heterotrophy,AN,20170612,23,,
A582,20170616,20170708,16,7,Fused,2.051,2,NA,NA,NA,Ambient,No Heterotrophy,AN,20170612,23,,
A053,20170616,20170708,22,2,Not Fused,1.811,1,NA,NA,NA,Ambient,No Heterotrophy,AN,20170609,23,,
A053,20170616,20170708,22,3,Not Fused,2.239,1,NA,NA,NA,Ambient,No Heterotrophy,AN,20170609,23,,
A055,20170616,20170708,22,1,Not Fused,1.837,1,NA,NA,NA,Ambient,No Heterotrophy,AN,20170609,23,,
A055,20170616,20170708,22,5,Not Fused,2.255,1,NA,NA,NA,Ambient,No Heterotrophy,AN,20170609,23,,
A057,20170615,20170703,22,3,Not Fused,0.592,1,NA,NA,NA,Ambient,No Heterotrophy,AN,20170609,19,,
A057,20170615,20170703,22,7,Not Fused,1.785,1,NA,NA,NA,Ambient,No Heterotrophy,AN,20170609,19,,
A090,20170616,20170708,16,3,Not Fused,2.23,1,NA,NA,NA,Ambient,No Heterotrophy,AN,20170609,23,,
A094,20170615,20170703,16,4,Not Fused,1.858,1,NA,NA,NA,Ambient,No Heterotrophy,AN,20170609,19,,
A097,20170616,20170708,16,6,Not Fused,0.92,1,NA,NA,NA,Ambient,No Heterotrophy,AN,20170609,23,,
A148,20170615,20170703,15,5,Not Fused,1.088,1,NA,NA,NA,Ambient,No Heterotrophy,AN,20170609,19,,
A150,20170615,20170703,15,1,Not Fused,1.723,1,NA,NA,NA,Ambient,No Heterotrophy,AN,20170609,19,,
A150,20170615,20170703,15,8,Not Fused,1.865,1,NA,NA,NA,Ambient,No Heterotrophy,AN,20170609,19,,
A150,20170615,20170703,15,10,Not Fused,1.787,1,NA,NA,NA,Ambient,No Heterotrophy,AN,20170609,19,,
A152,20170616,20170708,15,2,Not Fused,0.734,1,NA,NA,NA,Ambient,No Heterotrophy,AN,20170609,23,,
A152,20170616,20170708,15,3,Not Fused,1.624,1,NA,NA,NA,Ambient,No Heterotrophy,AN,20170609,23,,
A152,20170616,20170708,15,5,Not Fused,2.703,1,NA,NA,NA,Ambient,No Heterotrophy,AN,20170609,23,,
A152,20170616,20170708,15,6,Not Fused,1.574,1,NA,NA,NA,Ambient,No Heterotrophy,AN,20170609,23,,
A152,20170616,20170708,15,8,Not Fused,1.502,1,NA,NA,NA,Ambient,No Heterotrophy,AN,20170609,23,,
A158,20170615,20170703,15,2,Not Fused,0.962,1,NA,NA,NA,Ambient,No Heterotrophy,AN,20170609,19,,
A158,20170615,20170703,15,3,Not Fused,1.213,1,NA,NA,NA,Ambient,No Heterotrophy,AN,20170609,19,,
A274,20170616,20170708,16,2,Not Fused,0.375,1,NA,NA,NA,Ambient,No Heterotrophy,AN,20170610,23,,
A274,20170616,20170708,16,3,Not Fused,0.979,1,NA,NA,NA,Ambient,No Heterotrophy,AN,20170610,23,,
A277,20170615,20170703,16,3,Not Fused,1.275,1,NA,NA,NA,Ambient,No Heterotrophy,AN,20170610,19,,
A277,20170615,20170703,16,4,Not Fused,1.653,1,NA,NA,NA,Ambient,No Heterotrophy,AN,20170610,19,,
A277,20170615,20170703,16,5,Not Fused,1.981,1,NA,NA,NA,Ambient,No Heterotrophy,AN,20170610,19,,
A324,20170616,20170708,22,1,Not Fused,2.049,1,NA,NA,NA,Ambient,No Heterotrophy,AN,20170610,23,,
A324,20170616,20170708,22,4,Not Fused,1.606,1,NA,NA,NA,Ambient,No Heterotrophy,AN,20170610,23,,
A327,20170615,20170703,22,2,Not Fused,2.2,1,NA,NA,NA,Ambient,No Heterotrophy,AN,20170610,19,,
A327,20170615,20170703,22,3,Not Fused,2.613,1,NA,NA,NA,Ambient,No Heterotrophy,AN,20170610,19,,
A327,20170615,20170703,22,7,Not Fused,2.021,1,NA,NA,NA,Ambient,No Heterotrophy,AN,20170610,19,,
A327,20170615,20170703,22,8,Not Fused,1.703,1,NA,NA,NA,Ambient,No Heterotrophy,AN,20170610,19,,
A328,20170616,20170708,22,6,Not Fused,2.166,1,NA,NA,NA,Ambient,No Heterotrophy,AN,20170610,23,,
A328,20170616,20170708,22,11,Not Fused,1.605,1,NA,NA,NA,Ambient,No Heterotrophy,AN,20170610,23,,
A397,20170616,20170708,15,1,Not Fused,1.196,1,NA,NA,NA,Ambient,No Heterotrophy,AN,20170610,23,,
A402,20170615,20170703,15,5,Not Fused,2.578,1,NA,NA,NA,Ambient,No Heterotrophy,AN,20170610,19,,
A402,20170615,20170703,15,6,Not Fused,1.306,1,NA,NA,NA,Ambient,No Heterotrophy,AN,20170610,19,,
A404,20170616,20170708,15,1,Not Fused,0.532,1,NA,NA,NA,Ambient,No Heterotrophy,AN,20170610,23,,
A404,20170616,20170708,15,3,Not Fused,0.929,1,NA,NA,NA,Ambient,No Heterotrophy,AN,20170610,23,,
A404,20170616,20170708,15,5,Not Fused,2.409,1,NA,NA,NA,Ambient,No Heterotrophy,AN,20170610,23,,
A404,20170616,20170708,15,7,Not Fused,0.57,1,NA,NA,NA,Ambient,No Heterotrophy,AN,20170610,23,,
A404,20170616,20170708,15,8,Not Fused,0.699,1,NA,NA,NA,Ambient,No Heterotrophy,AN,20170610,23,,
A404,20170616,20170708,15,9,Not Fused,1.942,1,NA,NA,NA,Ambient,No Heterotrophy,AN,20170610,23,,
A404,20170616,20170708,15,14,Not Fused,0.981,1,NA,NA,NA,Ambient,No Heterotrophy,AN,20170610,23,,
A404,20170616,20170708,15,16,Not Fused,1.026,1,NA,NA,NA,Ambient,No Heterotrophy,AN,20170610,23,,
A483,20170616,20170708,15,2,Not Fused,2.584,1,NA,NA,NA,Ambient,No Heterotrophy,AN,20170611,23,,
A483,20170616,20170708,15,3,Not Fused,0.617,1,NA,NA,NA,Ambient,No Heterotrophy,AN,20170611,23,,
A483,20170616,20170708,15,4,Not Fused,2.394,1,NA,NA,NA,Ambient,No Heterotrophy,AN,20170611,23,,
A483,20170616,20170708,15,6,Not Fused,2.118,1,NA,NA,NA,Ambient,No Heterotrophy,AN,20170611,23,,
A483,20170616,20170708,15,7,Not Fused,0.791,1,NA,NA,NA,Ambient,No Heterotrophy,AN,20170611,23,,
A486,20170616,20170708,15,1,Not Fused,1.202,1,NA,NA,NA,Ambient,No Heterotrophy,AN,20170611,23,,
A486,20170616,20170708,15,2,Not Fused,1.865,1,NA,NA,NA,Ambient,No Heterotrophy,AN,20170611,23,,
A486,20170616,20170708,15,3,Not Fused,0.617,1,NA,NA,NA,Ambient,No Heterotrophy,AN,20170611,23,,
A486,20170616,20170708,15,4,Not Fused,1.522,1,NA,NA,NA,Ambient,No Heterotrophy,AN,20170611,23,,
A486,20170616,20170708,15,5,Not Fused,0.945,1,NA,NA,NA,Ambient,No Heterotrophy,AN,20170611,23,"On the edge of plug, recorded what I could, which should have been majority of the polyp",
A486,20170616,20170708,15,6,Not Fused,0.945,1,NA,NA,NA,Ambient,No Heterotrophy,AN,20170611,23,"Final slide covered in algae, very vague",
A486,20170616,20170708,15,8,Not Fused,0.998,1,NA,NA,NA,Ambient,No Heterotrophy,AN,20170611,23,,
A486,20170616,20170708,15,12,Not Fused,2.093,1,NA,NA,NA,Ambient,No Heterotrophy,AN,20170611,23,,
A545,20170616,20170708,22,1,Not Fused,0.506,1,NA,NA,NA,Ambient,No Heterotrophy,AN,20170612,23,"A408, A413, A418, A543 no photos, died",
A545,20170616,20170708,22,2,Not Fused,1.017,1,NA,NA,NA,Ambient,No Heterotrophy,AN,20170612,23,,
A545,20170616,20170708,22,5,Not Fused,1.246,1,NA,NA,NA,Ambient,No Heterotrophy,AN,20170612,23,,
A545,20170616,20170708,22,8,Not Fused,1.746,1,NA,NA,NA,Ambient,No Heterotrophy,AN,20170612,23,,
A547,20170615,20170703,22,8,Not Fused,0.809,1,NA,NA,NA,Ambient,No Heterotrophy,AN,20170612,19,,
A547,20170615,20170703,22,11,Not Fused,1.664,1,NA,NA,NA,Ambient,No Heterotrophy,AN,20170612,19,,
A582,20170616,20170708,16,1,Not Fused,0.916,1,NA,NA,NA,Ambient,No Heterotrophy,AN,20170612,23,,
A582,20170616,20170708,16,2,Not Fused,0.983,1,NA,NA,NA,Ambient,No Heterotrophy,AN,20170612,23,,
A601,20170616,20170708,15,1,Not Fused,1.209,1,NA,NA,NA,Ambient,No Heterotrophy,AN,20170612,23,,
A601,20170616,20170708,15,2,Not Fused,2.183,1,NA,NA,NA,Ambient,No Heterotrophy,AN,20170612,23,,
A601,20170616,20170708,15,3,Not Fused,1.456,1,NA,NA,NA,Ambient,No Heterotrophy,AN,20170612,23,,
A601,20170616,20170708,15,4,Not Fused,0.511,1,NA,NA,NA,Ambient,No Heterotrophy,AN,20170612,23,,
A601,20170616,20170708,15,5,Not Fused,0.7,1,NA,NA,NA,Ambient,No Heterotrophy,AN,20170612,23,,
A601,20170616,20170708,15,9,Not Fused,0.413,1,NA,NA,NA,Ambient,No Heterotrophy,AN,20170612,23,,
A053,20170616,20170708,22,1,Not Fused,1.485,1,Not Fused,2.16,2,Ambient,No Heterotrophy,AN,20170609,23,,
A057,20170615,20170703,22,1,Not Fused,2.287,1,Not Fused,3.148,5,Ambient,No Heterotrophy,AN,20170609,19,,
A057,20170615,20170703,22,2,Not Fused,1.829,1,Not Fused,1.228,1,Ambient,No Heterotrophy,AN,20170609,19,,
A090,20170616,20170708,16,5,Not Fused,0.547,1,Not Fused,1.121,1,Ambient,No Heterotrophy,AN,20170609,23,,
A090,20170616,20170708,16,7,Not Fused,0.666,1,Not Fused,0.569,1,Ambient,No Heterotrophy,AN,20170609,23,,
A091,20170615,20170703,16,3,Not Fused,1.984,1,Not Fused,3.182,3,Ambient,No Heterotrophy,AN,20170609,19,,
A091,20170615,20170703,16,8,Not Fused,5.576,1,Not Fused,1.854,2,Ambient,No Heterotrophy,AN,20170609,19,,
A094,20170615,20170703,16,5,Not Fused,2.259,1,Not Fused,3.121,3,Ambient,No Heterotrophy,AN,20170609,19,,
A097,20170616,20170708,16,1,Not Fused,2.026,1,Not Fused,2.934,2,Ambient,No Heterotrophy,AN,20170609,23,,
A097,20170616,20170708,16,2,Not Fused,2.593,1,Not Fused,2.227,3,Ambient,No Heterotrophy,AN,20170609,23,,
A097,20170616,20170708,16,7,Not Fused,1.373,1,Not Fused,2.989,4,Ambient,No Heterotrophy,AN,20170609,23,,
A097,20170616,20170708,16,9,Not Fused,1.66,1,Not Fused,2.725,3,Ambient,No Heterotrophy,AN,20170609,23,,
A097,20170616,20170708,16,10,Not Fused,1.351,1,Not Fused,1.7,2,Ambient,No Heterotrophy,AN,20170609,23,,
A102,20170615,20170703,16,1,Not Fused,1.348,1,Not Fused,1.786,3,Ambient,No Heterotrophy,AN,20170609,19,Colony #7 not included in measurements = on side of plug,
A102,20170615,20170703,16,4,Not Fused,1.904,1,Not Fused,3.792,3,Ambient,No Heterotrophy,AN,20170609,19,,
A102,20170615,20170703,16,5,Not Fused,2.943,1,Not Fused,3.165,5,Ambient,No Heterotrophy,AN,20170609,19,,
A148,20170615,20170703,15,6,Not Fused,2.179,1,Not Fused,3.396,3,Ambient,No Heterotrophy,AN,20170609,19,,
A148,20170615,20170703,15,9,Not Fused,2.311,1,Not Fused,3.335,4,Ambient,No Heterotrophy,AN,20170609,19,,
A148,20170615,20170703,15,10,Not Fused,1.996,1,Not Fused,2.517,2,Ambient,No Heterotrophy,AN,20170609,19,,
A150,20170615,20170703,15,5,Not Fused,2.282,1,Not Fused,3.645,3,Ambient,No Heterotrophy,AN,20170609,19,,
A158,20170615,20170703,15,1,Not Fused,1.98,1,Not Fused,1.745,2,Ambient,No Heterotrophy,AN,20170609,19,,
A274,20170616,20170708,16,1,Not Fused,1.181,1,Not Fused,1.946,3,Ambient,No Heterotrophy,AN,20170610,23,,
A274,20170616,20170708,16,4,Not Fused,0.473,1,Not Fused,2.379,3,Ambient,No Heterotrophy,AN,20170610,23,,
A274,20170616,20170708,16,8,Not Fused,0.596,1,Not Fused,1.313,1,Ambient,No Heterotrophy,AN,20170610,23,,
A274,20170616,20170708,16,10,Not Fused,1.498,1,Not Fused,1.209,1,Ambient,No Heterotrophy,AN,20170610,23,,
A274,20170616,20170708,16,12,Not Fused,1.752,1,Not Fused,2.117,4,Ambient,No Heterotrophy,AN,20170610,23,,
A274,20170616,20170708,16,14,Not Fused,1.409,1,Not Fused,0.549,1,Ambient,No Heterotrophy,AN,20170610,23,,
A324,20170616,20170708,22,6,Not Fused,1.638,1,Not Fused,2.336,2,Ambient,No Heterotrophy,AN,20170610,23,,
A324,20170616,20170708,22,7,Not Fused,1.466,1,Not Fused,2.357,2,Ambient,No Heterotrophy,AN,20170610,23,,
A324,20170616,20170708,22,8,Not Fused,2.993,1,Not Fused,1.306,2,Ambient,No Heterotrophy,AN,20170610,23,,
A327,20170615,20170703,22,11,Not Fused,1.037,1,Not Fused,1.244,1,Ambient,No Heterotrophy,AN,20170610,19,,
A327,20170615,20170703,22,12,Not Fused,0.906,1,Not Fused,1.128,1,Ambient,No Heterotrophy,AN,20170610,19,,
A328,20170616,20170708,22,7,Not Fused,2.212,1,Not Fused,3.359,4,Ambient,No Heterotrophy,AN,20170610,23,,
A402,20170615,20170703,15,4,Not Fused,2.473,1,Not Fused,3.107,3,Ambient,No Heterotrophy,AN,20170610,19,,
A404,20170616,20170708,15,2,Not Fused,0.833,1,Not Fused,1.869,1,Ambient,No Heterotrophy,AN,20170610,23,,
A451,20170616,20170708,16,1,Not Fused,0.789,1,Not Fused,1.9,2,Ambient,No Heterotrophy,AN,20170611,23,,
A452,20170616,20170708,16,1,Not Fused,1.054,1,Not Fused,1.315,1,Ambient,No Heterotrophy,AN,20170611,23,,
A487,20170616,20170708,15,1,Not Fused,1.968,1,Not Fused,2.943,2,Ambient,No Heterotrophy,AN,20170611,23,"Very faint outline in the final photo, looks as if it is dying.",
A545,20170616,20170708,22,3,Not Fused,1.026,1,Not Fused,1.867,1,Ambient,No Heterotrophy,AN,20170612,23,,
A547,20170615,20170703,22,1,Not Fused,0.522,1,Not Fused,0.67,1,Ambient,No Heterotrophy,AN,20170612,19,,
A547,20170615,20170703,22,2,Not Fused,1.068,1,Not Fused,0.954,1,Ambient,No Heterotrophy,AN,20170612,19,,
A547,20170615,20170703,22,7,Not Fused,2.145,1,Not Fused,2.603,3,Ambient,No Heterotrophy,AN,20170612,19,,
A579,20170616,20170708,16,1,Not Fused,2.287,1,Not Fused,2.486,2,Ambient,No Heterotrophy,AN,20170612,23,,
A579,20170616,20170708,16,2,Not Fused,0.855,1,Not Fused,1.517,3,Ambient,No Heterotrophy,AN,20170612,23,,
A599,20170616,20170708,15,1,Not Fused,0.73,1,Not Fused,1.938,1,Ambient,No Heterotrophy,AN,20170612,23,Algae dominated initial and final plug,
A601,20170616,20170708,15,6,Not Fused,2.407,1,Not Fused,1.06,1,Ambient,No Heterotrophy,AN,20170612,23,,
A038,20170615,20170703,24,3,Fused,6.07,3,Fused,NA,3,Cool,Heterotrophy,CH,20170609,19,,
A038,20170615,20170703,24,4,Fused,3.281,3,Fused,NA,4,Cool,Heterotrophy,CH,20170609,19,,
A038,20170615,20170703,24,6,Fused,3.45,2,Fused,7.06,6,Cool,Heterotrophy,CH,20170609,19,,
A038,20170615,20170703,24,8,Fused,7.253,6,Fused,20.436,13,Cool,Heterotrophy,CH,20170609,19,,
A038,20170615,20170703,24,9,Fused,3.224,3,Fused,NA,4,Cool,Heterotrophy,CH,20170609,19,,
A042,20170615,20170703,24,1,Fused,12.489,11,Fused,13.02,11,Cool,Heterotrophy,CH,20170609,19,,
A042,20170615,20170703,24,2,Fused,14.274,12,Fused,26.462,20,Cool,Heterotrophy,CH,20170609,19,,
A042,20170615,20170703,24,3,Fused,16.974,13,Fused,29.45,25,Cool,Heterotrophy,CH,20170609,19,,
A042,20170615,20170703,24,4,Fused,9.244,8,Fused,4.256,4,Cool,Heterotrophy,CH,20170609,19,,
A043,20170615,20170703,24,1,Fused,20.247,20,Fused,35.537,26,Cool,Heterotrophy,CH,20170609,19,,
A043,20170615,20170703,24,2,Fused,16.5765,15,Fused,26.058,24,Cool,Heterotrophy,CH,20170609,19,,
A043,20170615,20170703,24,9,Fused,8.802,5,Fused,3.172,2,Cool,Heterotrophy,CH,20170609,19,,
A046,20170616,20170708,24,1,Fused,19.733,12,Fused,29.062,24,Cool,Heterotrophy,CH,20170609,23,,
A046,20170616,20170708,24,4,Fused,2.684,2,Fused,5.121,4,Cool,Heterotrophy,CH,20170609,23,,
A051,20170615,20170703,24,1,Fused,3.894,3,Fused,5.988,5,Cool,Heterotrophy,CH,20170609,19,,
A051,20170615,20170703,24,2,Fused,39.933,37,Fused,41.166,31,Cool,Heterotrophy,CH,20170609,19,,
A051,20170615,20170703,24,7,Fused,3.167,4,Fused,6.634,8,Cool,Heterotrophy,CH,20170609,19,,
A051,20170615,20170703,24,8,Fused,3.622,4,Fused,5.896,6,Cool,Heterotrophy,CH,20170609,19,,
A051,20170615,20170703,24,9,Fused,8.313,7,Fused,12.537,19,Cool,Heterotrophy,CH,20170609,19,,
A051,20170615,20170703,24,11,Fused,4.844,4,Fused,1.699,7,Cool,Heterotrophy,CH,20170609,19,,
A051,20170615,20170703,24,12,Fused,4.111,3,Fused,7.798,4,Cool,Heterotrophy,CH,20170609,19,,
A136,20170615,20170703,17,1,Fused,6.714,7,Fused,9.207,8,Cool,Heterotrophy,CH,20170609,19,,
A136,20170615,20170703,17,4,Fused,10.353,8,Fused,NA,18,Cool,Heterotrophy,CH,20170609,19,,
A136,20170615,20170703,17,6,Fused,3.589,2,Fused,NA,5,Cool,Heterotrophy,CH,20170609,19,"Colonies 5, 6 fused at end",
A136,20170615,20170703,17,8,Fused,32.675,29,Fused,NA,45,Cool,Heterotrophy,CH,20170609,19,,
A136,20170615,20170703,17,10,Fused,2.799,2,Fused,4.336,4,Cool,Heterotrophy,CH,20170609,19,,
A146,20170616,20170708,17,1,Fused,1.899,2,Fused,2.918,2,Cool,Heterotrophy,CH,20170609,23,,
A147,20170616,20170708,17,8,Fused,1.409,2,Fused,2.101,2,Cool,Heterotrophy,CH,20170609,23,,
A147,20170616,20170708,17,17,Fused,7.786,3,Fused,2.968,1,Cool,Heterotrophy,CH,20170609,23,,
A168,20170615,20170703,19,2,Fused,3.202,3,Fused,4.266,5,Cool,Heterotrophy,CH,20170609,19,,
A168,20170615,20170703,19,6,Fused,5.368,2,Fused,6.646,6,Cool,Heterotrophy,CH,20170609,19,,
A168,20170615,20170703,19,8,Fused,5.771,3,Fused,11.173,8,Cool,Heterotrophy,CH,20170609,19,,
A168,20170615,20170703,19,11,Fused,11.656,5,Fused,9.849,8,Cool,Heterotrophy,CH,20170609,19,,
A170,20170616,20170708,19,1,Fused,3.416,3,Fused,4.095,4,Cool,Heterotrophy,CH,20170609,23,,
A332,20170616,20170708,24,4,Fused,3.225,3,Fused,6.279,6,Cool,Heterotrophy,CH,20170610,23,,
A332,20170616,20170708,24,5,Fused,4.252,4,Fused,2.749,5,Cool,Heterotrophy,CH,20170610,23,,
A332,20170616,20170708,24,6,Fused,2.438,2,Fused,2.419,3,Cool,Heterotrophy,CH,20170610,23,,
