Plug,Spat,Sample,Polyps,Cohort,Temperature,Nutrition,Treatment,Tank,ScanDate,Slice,Position,Tissue,Thickness,Notes
A401,b,A401b,3,20170610,Ambient,No Heterotrophy,AN,15,20171129,1,0.13,Polyp,782.53,
A401,b,A401b,3,20170610,Ambient,No Heterotrophy,AN,15,20171129,1,0.13,Connecting,141.98,
A401,b,A401b,3,20170610,Ambient,No Heterotrophy,AN,15,20171129,1,0.13,Connecting,268.06,
A401,b,A401b,3,20170610,Ambient,No Heterotrophy,AN,15,20171129,2,-0.35,Polyp,980.23,
A401,b,A401b,3,20170610,Ambient,No Heterotrophy,AN,15,20171129,2,-0.35,Polyp,857.94,
A401,b,A401b,3,20170610,Ambient,No Heterotrophy,AN,15,20171129,2,-0.35,Connecting,184.5,
A401,c,A401c,1,20170610,Ambient,No Heterotrophy,AN,15,20171129,1,0.04,Polyp,558.85,
A401,c,A401c,1,20170610,Ambient,No Heterotrophy,AN,15,20171129,1,0.04,Polyp,532.4,
A401,c,A401c,1,20170610,Ambient,No Heterotrophy,AN,15,20171129,1,0.04,Connecting,375.92,
A401,d,A401d,6,20170610,Ambient,No Heterotrophy,AN,15,20171129,1,0.55,Polyp,836.66,
A401,d,A401d,6,20170610,Ambient,No Heterotrophy,AN,15,20171129,1,0.55,Polyp,1075.54,
A401,d,A401d,6,20170610,Ambient,No Heterotrophy,AN,15,20171129,1,0.55,Polyp,861.5,
A401,d,A401d,6,20170610,Ambient,No Heterotrophy,AN,15,20171129,1,0.55,Connecting,399,
A401,d,A401d,6,20170610,Ambient,No Heterotrophy,AN,15,20171129,1,0.55,Connecting,343.13,
A401,d,A401d,6,20170610,Ambient,No Heterotrophy,AN,15,20171129,1,0.55,Connecting,417.12,
A401,d,A401d,6,20170610,Ambient,No Heterotrophy,AN,15,20171129,2,0.24,Polyp,909.05,
A401,d,A401d,6,20170610,Ambient,No Heterotrophy,AN,15,20171129,2,0.24,Polyp,796.56,
A401,d,A401d,6,20170610,Ambient,No Heterotrophy,AN,15,20171129,2,0.24,Polyp,1034.04,
A401,d,A401d,6,20170610,Ambient,No Heterotrophy,AN,15,20171129,2,0.24,Connecting,460.79,
A401,d,A401d,6,20170610,Ambient,No Heterotrophy,AN,15,20171129,2,0.24,Connecting,236.31,
A401,d,A401d,6,20170610,Ambient,No Heterotrophy,AN,15,20171129,3,-0.17,Connecting,495.14,
A401,d,A401d,6,20170610,Ambient,No Heterotrophy,AN,15,20171129,3,-0.17,Connecting,321,
A401,d,A401d,6,20170610,Ambient,No Heterotrophy,AN,15,20171129,3,-0.17,Connecting,418.19,
A401,d,A401d,6,20170610,Ambient,No Heterotrophy,AN,15,20171129,3,-0.17,Connecting,384.9,
A405,a,A405a,6,20170610,Ambient,No Heterotrophy,AN,15,20171119,1,-0.12,Polyp,617.66,
A405,a,A405a,6,20170610,Ambient,No Heterotrophy,AN,15,20171119,1,-0.12,Polyp,362.29,
A405,a,A405a,6,20170610,Ambient,No Heterotrophy,AN,15,20171119,1,-0.12,Connecting,208.34,
A405,a,A405a,6,20170610,Ambient,No Heterotrophy,AN,15,20171119,1,-0.12,Connecting,150.84,
A405,a,A405a,6,20170610,Ambient,No Heterotrophy,AN,15,20171119,2,0.16,Polyp,441.28,
A405,a,A405a,6,20170610,Ambient,No Heterotrophy,AN,15,20171119,2,0.16,Polyp,568.87,
A405,a,A405a,6,20170610,Ambient,No Heterotrophy,AN,15,20171119,2,0.16,Polyp,657.26,
A405,a,A405a,6,20170610,Ambient,No Heterotrophy,AN,15,20171119,2,0.16,Connecting,191.02,
A405,a,A405a,6,20170610,Ambient,No Heterotrophy,AN,15,20171119,2,0.16,Connecting,336.27,
A405,a,A405a,6,20170610,Ambient,No Heterotrophy,AN,15,20171119,2,0.16,Connecting,151.21,
A405,a,A405a,6,20170610,Ambient,No Heterotrophy,AN,15,20171119,3,-0.34,Polyp,969.22,
A405,a,A405a,6,20170610,Ambient,No Heterotrophy,AN,15,20171119,3,-0.34,Polyp,748.96,
A405,a,A405a,6,20170610,Ambient,No Heterotrophy,AN,15,20171119,3,-0.34,Connecting,360.81,
A405,a,A405a,6,20170610,Ambient,No Heterotrophy,AN,15,20171119,3,-0.34,Connecting,304.63,
A405,a,A405a,6,20170610,Ambient,No Heterotrophy,AN,15,20171119,3,-0.34,Connecting,218.16,
A405,b,A405b,4,20170610,Ambient,No Heterotrophy,AN,15,20171119,1,-0.21,Polyp,585.39,
A405,b,A405b,4,20170610,Ambient,No Heterotrophy,AN,15,20171119,1,-0.21,Connecting,382.36,
A405,b,A405b,4,20170610,Ambient,No Heterotrophy,AN,15,20171119,1,-0.21,Connecting,347.7,
A405,b,A405b,4,20170610,Ambient,No Heterotrophy,AN,15,20171119,1,-0.21,Connecting,287.63,
A405,b,A405b,4,20170610,Ambient,No Heterotrophy,AN,15,20171119,2,-0.02,Connecting,540.22,
A405,b,A405b,4,20170610,Ambient,No Heterotrophy,AN,15,20171119,2,-0.02,Connecting,233.25,
A405,b,A405b,4,20170610,Ambient,No Heterotrophy,AN,15,20171119,2,-0.02,Connecting,452.26,
A405,b,A405b,4,20170610,Ambient,No Heterotrophy,AN,15,20171119,3,0.23,Polyp,457.84,
A405,b,A405b,4,20170610,Ambient,No Heterotrophy,AN,15,20171119,3,0.23,Polyp,428.82,
A405,b,A405b,4,20170610,Ambient,No Heterotrophy,AN,15,20171119,3,0.23,Connecting,341.89,
A405,b,A405b,4,20170610,Ambient,No Heterotrophy,AN,15,20171119,3,0.23,Connecting,280.2,
A406,a,A406a,5,20160610,Ambient,No Heterotrophy,AN,15,20171119,1,-0.35,Connecting,382.82,
A406,a,A406a,5,20160610,Ambient,No Heterotrophy,AN,15,20171119,1,-0.35,Connecting,301.64,
A406,a,A406a,5,20160610,Ambient,No Heterotrophy,AN,15,20171119,1,-0.35,Connecting,204.81,
A406,a,A406a,5,20160610,Ambient,No Heterotrophy,AN,15,20171119,2,-0.06,Polyp,713.1,
A406,a,A406a,5,20160610,Ambient,No Heterotrophy,AN,15,20171119,2,-0.06,Connecting,207.7,
A406,a,A406a,5,20160610,Ambient,No Heterotrophy,AN,15,20171119,2,-0.06,Connecting,299.49,
A406,a,A406a,5,20160610,Ambient,No Heterotrophy,AN,15,20171119,2,-0.06,Connecting,270.5,
A406,a,A406a,5,20160610,Ambient,No Heterotrophy,AN,15,20171119,3,0.25,Polyp,638.68,
A406,a,A406a,5,20160610,Ambient,No Heterotrophy,AN,15,20171119,3,0.25,Polyp,489.3,
A406,a,A406a,5,20160610,Ambient,No Heterotrophy,AN,15,20171119,3,0.25,Connecting,237.06,
A406,a,A406a,5,20160610,Ambient,No Heterotrophy,AN,15,20171119,3,0.25,Connecting,162.63,
A406,a,A406a,5,20160610,Ambient,No Heterotrophy,AN,15,20171119,3,0.25,Connecting,97.29,
A406,b,A406b,11,20170610,Ambient,No Heterotrophy,AN,15,20171119,1,-0.17,Polyp,491.26,
A406,b,A406b,11,20170610,Ambient,No Heterotrophy,AN,15,20171119,1,-0.17,Polyp,290.19,
A406,b,A406b,11,20170610,Ambient,No Heterotrophy,AN,15,20171119,1,-0.17,Connecting,283.45,
A406,b,A406b,11,20170610,Ambient,No Heterotrophy,AN,15,20171119,1,-0.17,Connecting,356.8,
A406,b,A406b,11,20170610,Ambient,No Heterotrophy,AN,15,20171119,1,-0.17,Connecting,132.96,
A406,b,A406b,11,20170610,Ambient,No Heterotrophy,AN,15,20171119,2,0.04,Polyp,597.47,
A406,b,A406b,11,20170610,Ambient,No Heterotrophy,AN,15,20171119,2,0.04,Polyp,682.03,
A406,b,A406b,11,20170610,Ambient,No Heterotrophy,AN,15,20171119,2,0.04,Connecting,250.8,
A406,b,A406b,11,20170610,Ambient,No Heterotrophy,AN,15,20171119,2,0.04,Connecting,310,
A406,b,A406b,11,20170610,Ambient,No Heterotrophy,AN,15,20171119,2,0.04,Connecting,345.08,
A406,b,A406b,11,20170610,Ambient,No Heterotrophy,AN,15,20171119,3,0.31,Polyp,644.12,
A406,b,A406b,11,20170610,Ambient,No Heterotrophy,AN,15,20171119,3,0.31,Polyp,485.65,
A406,b,A406b,11,20170610,Ambient,No Heterotrophy,AN,15,20171119,3,0.31,Connecting,364.85,
A406,b,A406b,11,20170610,Ambient,No Heterotrophy,AN,15,20171119,3,0.31,Connecting,62.37,
A406,b,A406b,11,20170610,Ambient,No Heterotrophy,AN,15,20171119,3,0.31,Connecting,457.93,
A409,a,A409a,5,20170611,Ambient,No Heterotrophy,AN,22,20171129,1,0.27,Polyp,315.42,
A409,a,A409a,5,20170611,Ambient,No Heterotrophy,AN,22,20171129,1,0.27,Polyp,657.6,
A409,a,A409a,5,20170611,Ambient,No Heterotrophy,AN,22,20171129,1,0.27,Polyp,624.28,
A409,a,A409a,5,20170611,Ambient,No Heterotrophy,AN,22,20171129,1,0.27,Polyp,731.54,
A409,a,A409a,5,20170611,Ambient,No Heterotrophy,AN,22,20171129,1,0.27,Connecting,199.27,
A409,a,A409a,5,20170611,Ambient,No Heterotrophy,AN,22,20171129,1,0.27,Connecting,357.17,
A409,a,A409a,5,20170611,Ambient,No Heterotrophy,AN,22,20171129,1,0.27,Connecting,177.89,
A409,a,A409a,5,20170611,Ambient,No Heterotrophy,AN,22,20171129,2,0.13,Connecting,300.99,
A409,a,A409a,5,20170611,Ambient,No Heterotrophy,AN,22,20171129,2,0.13,Connecting,375.35,
A409,a,A409a,5,20170611,Ambient,No Heterotrophy,AN,22,20171129,2,0.13,Connecting,388.38,
A409,a,A409a,5,20170611,Ambient,No Heterotrophy,AN,22,20171129,2,0.13,Connecting,272.76,
A409,b,A409b,2,20170611,Ambient,No Heterotrophy,AN,22,20171129,1,0.03,Polyp,646.24,
A409,b,A409b,2,20170611,Ambient,No Heterotrophy,AN,22,20171129,1,0.03,Polyp,478.01,
A409,b,A409b,2,20170611,Ambient,No Heterotrophy,AN,22,20171129,1,0.03,Polyp,639.2,
A409,b,A409b,2,20170611,Ambient,No Heterotrophy,AN,22,20171129,1,0.03,Polyp,867.44,
A409,b,A409b,2,20170611,Ambient,No Heterotrophy,AN,22,20171129,1,0.03,Connecting,248.48,
A409,b,A409b,2,20170611,Ambient,No Heterotrophy,AN,22,20171129,1,0.03,Connecting,165.88,
A409,c,A409c,4,20170611,Ambient,No Heterotrophy,AN,22,20171129,1,-0.3,Polyp,594.36,
A409,c,A409c,4,20170611,Ambient,No Heterotrophy,AN,22,20171129,1,-0.3,Polyp,678.43,
A409,c,A409c,4,20170611,Ambient,No Heterotrophy,AN,22,20171129,1,-0.3,Connecting,315.31,
A409,c,A409c,4,20170611,Ambient,No Heterotrophy,AN,22,20171129,1,-0.3,Connecting,281.85,
A409,c,A409c,4,20170611,Ambient,No Heterotrophy,AN,22,20171129,2,0.1,Polyp,805.19,
A409,c,A409c,4,20170611,Ambient,No Heterotrophy,AN,22,20171129,2,0.1,Polyp,706.73,
A409,c,A409c,4,20170611,Ambient,No Heterotrophy,AN,22,20171129,2,0.1,Connecting,322.53,
A409,c,A409c,4,20170611,Ambient,No Heterotrophy,AN,22,20171129,3,-0.46,Polyp,822.01,
A409,c,A409c,4,20170611,Ambient,No Heterotrophy,AN,22,20171129,3,-0.46,Connecting,295.94,
A409,c,A409c,4,20170611,Ambient,No Heterotrophy,AN,22,20171129,3,-0.46,Connecting,358.54,
A409,d,A409d,3,20170611,Ambient,No Heterotrophy,AN,22,20171129,1,0.09,Polyp,669.74,
A409,d,A409d,3,20170611,Ambient,No Heterotrophy,AN,22,20171129,1,0.09,Polyp,755.86,
A409,d,A409d,3,20170611,Ambient,No Heterotrophy,AN,22,20171129,1,0.09,Connecting,287.72,
A409,d,A409d,3,20170611,Ambient,No Heterotrophy,AN,22,20171129,1,0.09,Connecting,284.84,
A409,e,A409e,6,20170611,Ambient,No Heterotrophy,AN,22,20171129,1,0.15,Polyp,728.68,
A409,e,A409e,6,20170611,Ambient,No Heterotrophy,AN,22,20171129,1,0.15,Polyp,778.28,
A409,e,A409e,6,20170611,Ambient,No Heterotrophy,AN,22,20171129,1,0.15,Connecting,176.41,
A409,e,A409e,6,20170611,Ambient,No Heterotrophy,AN,22,20171129,1,0.15,Connecting,279.61,
A409,e,A409e,6,20170611,Ambient,No Heterotrophy,AN,22,20171129,1,0.15,Connecting,268.38,
A409,e,A409e,6,20170611,Ambient,No Heterotrophy,AN,22,20171129,2,-0.43,Polyp,855.4,
A409,e,A409e,6,20170611,Ambient,No Heterotrophy,AN,22,20171129,2,-0.43,Polyp,904.01,
A409,e,A409e,6,20170611,Ambient,No Heterotrophy,AN,22,20171129,2,-0.43,Connecting,316.93,
A409,e,A409e,6,20170611,Ambient,No Heterotrophy,AN,22,20171129,2,-0.43,Connecting,454.01,
A409,e,A409e,6,20170611,Ambient,No Heterotrophy,AN,22,20171129,2,-0.43,Connecting,287.06,
A045,a,A045a,11,201707609,Cool,Heterotrophy,CH,24,20171119,1,0.5,Connecting,836.03,
A045,a,A045a,11,201707609,Cool,Heterotrophy,CH,24,20171119,1,0.5,Connecting,567.1,
A045,a,A045a,11,201707609,Cool,Heterotrophy,CH,24,20171119,1,0.5,Connecting,709.13,
A045,a,A045a,11,201707609,Cool,Heterotrophy,CH,24,20171119,2,-0.02,Polyp,1038.62,
A045,a,A045a,11,201707609,Cool,Heterotrophy,CH,24,20171119,2,-0.02,Polyp,1030.72,
A045,a,A045a,11,201707609,Cool,Heterotrophy,CH,24,20171119,2,-0.02,Connecting,743.59,
A045,a,A045a,11,201707609,Cool,Heterotrophy,CH,24,20171119,2,-0.02,Connecting,933.72,
A045,a,A045a,11,201707609,Cool,Heterotrophy,CH,24,20171119,2,-0.02,Connecting,589.4,
A045,a,A045a,11,201707609,Cool,Heterotrophy,CH,24,20171119,3,-0.38,Polyp,732.64,
A045,a,A045a,11,201707609,Cool,Heterotrophy,CH,24,20171119,3,-0.38,Polyp,675.23,
A045,a,A045a,11,201707609,Cool,Heterotrophy,CH,24,20171119,3,-0.38,Connecting,608.87,
A045,a,A045a,11,201707609,Cool,Heterotrophy,CH,24,20171119,3,-0.38,Connecting,552.23,
A045,a,A045a,11,201707609,Cool,Heterotrophy,CH,24,20171119,3,-0.38,Connecting,763.03,
A139,a,A139a,7,20170609,Cool,Heterotrophy,CH,17,20171119,1,-0.19,Polyp,695.68,
A139,a,A139a,7,20170609,Cool,Heterotrophy,CH,17,20171119,1,-0.19,Polyp,694.72,
A139,a,A139a,7,20170609,Cool,Heterotrophy,CH,17,20171119,1,-0.19,Connecting,334.12,
A139,a,A139a,7,20170609,Cool,Heterotrophy,CH,17,20171119,1,-0.19,Connecting,454.08,
A139,a,A139a,7,20170609,Cool,Heterotrophy,CH,17,20171119,1,-0.19,Connecting,476.63,
A139,a,A139a,7,20170609,Cool,Heterotrophy,CH,17,20171119,2,0.11,Polyp,874.09,
A139,a,A139a,7,20170609,Cool,Heterotrophy,CH,17,20171119,2,0.11,Polyp,1045.89,
A139,a,A139a,7,20170609,Cool,Heterotrophy,CH,17,20171119,2,0.11,Connecting,539.86,
A139,a,A139a,7,20170609,Cool,Heterotrophy,CH,17,20171119,2,0.11,Connecting,559.59,
A139,a,A139a,7,20170609,Cool,Heterotrophy,CH,17,20171119,2,0.11,Connecting,315.57,
A139,a,A139a,7,20170609,Cool,Heterotrophy,CH,17,20171119,3,0.23,Polyp,802.88,
A139,a,A139a,7,20170609,Cool,Heterotrophy,CH,17,20171119,3,0.23,Polyp,672.42,
A139,a,A139a,7,20170609,Cool,Heterotrophy,CH,17,20171119,3,0.23,Polyp,553.94,
A139,a,A139a,7,20170609,Cool,Heterotrophy,CH,17,20171119,3,0.23,Connecting,325.29,
A139,a,A139a,7,20170609,Cool,Heterotrophy,CH,17,20171119,3,0.23,Connecting,341.34,
A139,b,A139b,3,20170609,Cool,Heterotrophy,CH,17,20171119,1,-0.1,Connecting,301.4,
A139,b,A139b,3,20170609,Cool,Heterotrophy,CH,17,20171119,1,-0.1,Connecting,264.88,
A139,b,A139b,3,20170609,Cool,Heterotrophy,CH,17,20171119,1,-0.1,Connecting,247.52,
A139,b,A139b,3,20170609,Cool,Heterotrophy,CH,17,20171119,2,0.22,Polyp,861.17,
A139,b,A139b,3,20170609,Cool,Heterotrophy,CH,17,20171119,2,0.22,Polyp,544.29,
A139,b,A139b,3,20170609,Cool,Heterotrophy,CH,17,20171119,2,0.22,Connecting,314.53,
A139,b,A139b,3,20170609,Cool,Heterotrophy,CH,17,20171119,2,0.22,Connecting,251.84,
A139,b,A139b,3,20170609,Cool,Heterotrophy,CH,17,20171119,2,0.22,Connecting,326.67,
A139,c,A139c,4,20170609,Cool,Heterotrophy,CH,17,20171119,1,-0.45,Polyp,1011.33,
A139,c,A139c,4,20170609,Cool,Heterotrophy,CH,17,20171119,1,-0.45,Polyp,894.32,
A139,c,A139c,4,20170609,Cool,Heterotrophy,CH,17,20171119,1,-0.45,Connecting,591.86,
A139,c,A139c,4,20170609,Cool,Heterotrophy,CH,17,20171119,1,-0.45,Connecting,839.6,
A139,c,A139c,4,20170609,Cool,Heterotrophy,CH,17,20171119,1,-0.45,Connecting,480.64,
A139,c,A139c,4,20170609,Cool,Heterotrophy,CH,17,20171119,2,-0.09,Polyp,1063.37,
A139,c,A139c,4,20170609,Cool,Heterotrophy,CH,17,20171119,2,-0.09,Polyp,1036.47,
A139,c,A139c,4,20170609,Cool,Heterotrophy,CH,17,20171119,2,-0.09,Connecting,829.11,
A139,c,A139c,4,20170609,Cool,Heterotrophy,CH,17,20171119,2,-0.09,Connecting,770.47,
A139,c,A139c,4,20170609,Cool,Heterotrophy,CH,17,20171119,2,-0.09,Connecting,549.63,
A139,c,A139c,4,20170609,Cool,Heterotrophy,CH,17,20171119,3,0.11,Polyp,943.72,
A139,c,A139c,4,20170609,Cool,Heterotrophy,CH,17,20171119,3,0.11,Polyp,771.57,
A139,c,A139c,4,20170609,Cool,Heterotrophy,CH,17,20171119,3,0.11,Connecting,728.84,
A139,c,A139c,4,20170609,Cool,Heterotrophy,CH,17,20171119,3,0.11,Connecting,618.94,
A139,c,A139c,4,20170609,Cool,Heterotrophy,CH,17,20171119,3,0.11,Connecting,441.9,
A140,a,A140a,6,20170609,Cool,Heterotrophy,CH,17,20171110,1,-0.38,Polyp,1150.6,
A140,a,A140a,6,20170609,Cool,Heterotrophy,CH,17,20171110,1,-0.38,Polyp,1001.18,
A140,a,A140a,6,20170609,Cool,Heterotrophy,CH,17,20171110,1,-0.38,Connecting,537.87,
A140,a,A140a,6,20170609,Cool,Heterotrophy,CH,17,20171110,1,-0.38,Connecting,449.29,
A140,a,A140a,6,20170609,Cool,Heterotrophy,CH,17,20171110,1,-0.38,Connecting,506.64,
A140,a,A140a,6,20170609,Cool,Heterotrophy,CH,17,20171110,2,-0.06,Polyp,905.96,
A140,a,A140a,6,20170609,Cool,Heterotrophy,CH,17,20171110,2,-0.06,Polyp,1162.29,
A140,a,A140a,6,20170609,Cool,Heterotrophy,CH,17,20171110,2,-0.06,Connecting,563,
A140,a,A140a,6,20170609,Cool,Heterotrophy,CH,17,20171110,2,-0.06,Connecting,574.76,
A140,a,A140a,6,20170609,Cool,Heterotrophy,CH,17,20171110,2,-0.06,Connecting,471.75,
A140,a,A140a,6,20170609,Cool,Heterotrophy,CH,17,20171110,3,0.15,Polyp,1387.76,
A140,a,A140a,6,20170609,Cool,Heterotrophy,CH,17,20171110,3,0.15,Polyp,1085.27,
A140,a,A140a,6,20170609,Cool,Heterotrophy,CH,17,20171110,3,0.15,Polyp,1238.88,
A140,a,A140a,6,20170609,Cool,Heterotrophy,CH,17,20171110,3,0.15,Polyp,1074.85,
A140,a,A140a,6,20170609,Cool,Heterotrophy,CH,17,20171110,3,0.15,Connecting,675.42,
A140,a,A140a,6,20170609,Cool,Heterotrophy,CH,17,20171110,3,0.15,Connecting,445.78,
A140,a,A140a,6,20170609,Cool,Heterotrophy,CH,17,20171110,3,0.15,Connecting,448.91,
A140,b,A140b,6,20170609,Cool,Heterotrophy,CH,17,20171110,1,-0.21,Polyp,809.3,
A140,b,A140b,6,20170609,Cool,Heterotrophy,CH,17,20171110,1,-0.21,Connecting,487.45,
A140,b,A140b,6,20170609,Cool,Heterotrophy,CH,17,20171110,1,-0.21,Connecting,481.85,
A140,b,A140b,6,20170609,Cool,Heterotrophy,CH,17,20171110,1,-0.21,Connecting,392.09,
A140,b,A140b,6,20170609,Cool,Heterotrophy,CH,17,20171110,2,0.01,Polyp,969.22,
A140,b,A140b,6,20170609,Cool,Heterotrophy,CH,17,20171110,2,0.01,Polyp,884.66,
A140,b,A140b,6,20170609,Cool,Heterotrophy,CH,17,20171110,2,0.01,Connecting,540.31,
A140,b,A140b,6,20170609,Cool,Heterotrophy,CH,17,20171110,2,0.01,Connecting,514.77,
A140,b,A140b,6,20170609,Cool,Heterotrophy,CH,17,20171110,2,0.01,Connecting,587.72,
A140,b,A140b,6,20170609,Cool,Heterotrophy,CH,17,20171110,3,0.12,Polyp,944.43,
A140,b,A140b,6,20170609,Cool,Heterotrophy,CH,17,20171110,3,0.12,Polyp,864.39,
A140,b,A140b,6,20170609,Cool,Heterotrophy,CH,17,20171110,3,0.12,Connecting,395.55,
A140,b,A140b,6,20170609,Cool,Heterotrophy,CH,17,20171110,3,0.12,Connecting,532.31,
A140,b,A140b,6,20170609,Cool,Heterotrophy,CH,17,20171110,3,0.12,Connecting,492.59,
A163,a,A163a,7,20170609,Cool,Heterotrophy,CH,19,20171129,1,-0.25,Connecting,769.92,
A163,a,A163a,7,20170609,Cool,Heterotrophy,CH,19,20171129,1,-0.25,Connecting,729.03,
A163,a,A163a,7,20170609,Cool,Heterotrophy,CH,19,20171129,1,-0.25,Connecting,775.84,
A163,a,A163a,7,20170609,Cool,Heterotrophy,CH,19,20171129,2,0,Polyp,671.31,
A163,a,A163a,7,20170609,Cool,Heterotrophy,CH,19,20171129,2,0,Polyp,1139.79,
A163,a,A163a,7,20170609,Cool,Heterotrophy,CH,19,20171129,2,0,Connecting,736.9,
A163,a,A163a,7,20170609,Cool,Heterotrophy,CH,19,20171129,2,0,Connecting,540.94,
A163,a,A163a,7,20170609,Cool,Heterotrophy,CH,19,20171129,2,0,Connecting,695.21,
A163,a,A163a,7,20170609,Cool,Heterotrophy,CH,19,20171129,3,0.45,Polyp,888.39,
A163,a,A163a,7,20170609,Cool,Heterotrophy,CH,19,20171129,3,0.45,Polyp,1098.56,
A163,a,A163a,7,20170609,Cool,Heterotrophy,CH,19,20171129,3,0.45,Connecting,653.37,
A163,a,A163a,7,20170609,Cool,Heterotrophy,CH,19,20171129,3,0.45,Connecting,671.53,
A163,a,A163a,7,20170609,Cool,Heterotrophy,CH,19,20171129,3,0.45,Connecting,732.84,
A333,a,A333a,15,20170610,Cool,Heterotrophy,CH,24,20171106,1,-0.29,Polyp,949.85,
A333,a,A333a,15,20170610,Cool,Heterotrophy,CH,24,20171106,1,-0.29,Polyp,930.69,
A333,a,A333a,15,20170610,Cool,Heterotrophy,CH,24,20171106,1,-0.29,Connecting,682.75,
A333,a,A333a,15,20170610,Cool,Heterotrophy,CH,24,20171106,1,-0.29,Connecting,487.65,
A333,a,A333a,15,20170610,Cool,Heterotrophy,CH,24,20171106,1,-0.29,Connecting,641.17,
A333,a,A333a,15,20170610,Cool,Heterotrophy,CH,24,20171106,2,0.01,Polyp,922.67,
A333,a,A333a,15,20170610,Cool,Heterotrophy,CH,24,20171106,2,0.01,Polyp,753.15,
A333,a,A333a,15,20170610,Cool,Heterotrophy,CH,24,20171106,2,0.01,Polyp,780.95,
A333,a,A333a,15,20170610,Cool,Heterotrophy,CH,24,20171106,2,0.01,Connecting,513.98,
A333,a,A333a,15,20170610,Cool,Heterotrophy,CH,24,20171106,2,0.01,Connecting,432.96,
A333,a,A333a,15,20170610,Cool,Heterotrophy,CH,24,20171106,2,0.01,Connecting,600.64,
A333,a,A333a,15,20170610,Cool,Heterotrophy,CH,24,20171106,3,0.5,Polyp,699.75,
A333,a,A333a,15,20170610,Cool,Heterotrophy,CH,24,20171106,3,0.5,Polyp,935.02,
A333,a,A333a,15,20170610,Cool,Heterotrophy,CH,24,20171106,3,0.5,Connecting,880.26,
A333,a,A333a,15,20170610,Cool,Heterotrophy,CH,24,20171106,3,0.5,Connecting,435.53,
A333,a,A333a,15,20170610,Cool,Heterotrophy,CH,24,20171106,3,0.5,Connecting,728.57,
A333,b,A333b,3,20170610,Cool,Heterotrophy,CH,24,20171106,1,-0.31,Connecting,501.66,
A333,b,A333b,3,20170610,Cool,Heterotrophy,CH,24,20171106,1,-0.31,Connecting,383.63,
A333,b,A333b,3,20170610,Cool,Heterotrophy,CH,24,20171106,1,-0.31,Connecting,426.44,
A333,b,A333b,3,20170610,Cool,Heterotrophy,CH,24,20171106,2,-0.08,Polyp,924.96,
A333,b,A333b,3,20170610,Cool,Heterotrophy,CH,24,20171106,2,-0.08,Connecting,425.43,
A333,b,A333b,3,20170610,Cool,Heterotrophy,CH,24,20171106,2,-0.08,Connecting,460.45,
A333,b,A333b,3,20170610,Cool,Heterotrophy,CH,24,20171106,2,-0.08,Connecting,398.63,
A333,b,A333b,3,20170610,Cool,Heterotrophy,CH,24,20171106,3,0.3,Polyp,637.48,
A333,b,A333b,3,20170610,Cool,Heterotrophy,CH,24,20171106,3,0.3,Polyp,799.52,
A333,b,A333b,3,20170610,Cool,Heterotrophy,CH,24,20171106,3,0.3,Connecting,619.66,
A333,b,A333b,3,20170610,Cool,Heterotrophy,CH,24,20171106,3,0.3,Connecting,583.86,
A333,b,A333b,3,20170610,Cool,Heterotrophy,CH,24,20171106,3,0.3,Connecting,499,
A336,a,A336a,6,20170610,Cool,Heterotrophy,CH,24,20171212,1,-0.27,Polyp,788.09,
A336,a,A336a,6,20170610,Cool,Heterotrophy,CH,24,20171212,1,-0.27,Connecting,747.74,
A336,a,A336a,6,20170610,Cool,Heterotrophy,CH,24,20171212,1,-0.27,Connecting,544.78,
A336,a,A336a,6,20170610,Cool,Heterotrophy,CH,24,20171212,1,-0.27,Connecting,903.26,
A336,a,A336a,6,20170610,Cool,Heterotrophy,CH,24,20171212,2,-0.04,Polyp,1072.43,
A336,a,A336a,6,20170610,Cool,Heterotrophy,CH,24,20171212,2,-0.04,Polyp,816.16,
A336,a,A336a,6,20170610,Cool,Heterotrophy,CH,24,20171212,2,-0.04,Connecting,695.9,
A336,a,A336a,6,20170610,Cool,Heterotrophy,CH,24,20171212,2,-0.04,Connecting,794.85,
A336,a,A336a,6,20170610,Cool,Heterotrophy,CH,24,20171212,2,-0.04,Connecting,868.26,
A336,a,A336a,6,20170610,Cool,Heterotrophy,CH,24,20171212,3,0.26,Polyp,804.89,
A336,a,A336a,6,20170610,Cool,Heterotrophy,CH,24,20171212,3,0.26,Polyp,1063.85,
A336,a,A336a,6,20170610,Cool,Heterotrophy,CH,24,20171212,3,0.26,Connecting,891.3,
A336,a,A336a,6,20170610,Cool,Heterotrophy,CH,24,20171212,3,0.26,Connecting,602.24,
A336,a,A336a,6,20170610,Cool,Heterotrophy,CH,24,20171212,3,0.26,Connecting,808.69,
A336,b,A336b,1,20170610,Cool,Heterotrophy,CH,24,20171212,1,-0.06,Polyp,679.99,
A336,b,A336b,1,20170610,Cool,Heterotrophy,CH,24,20171212,1,-0.06,Polyp,633.43,
A336,b,A336b,1,20170610,Cool,Heterotrophy,CH,24,20171212,1,-0.06,Connecting,616.09,
A336,b,A336b,1,20170610,Cool,Heterotrophy,CH,24,20171212,1,-0.06,Connecting,448.5,
A336,c,A336c,5,20170610,Cool,Heterotrophy,CH,24,20171212,1,-0.39,Polyp,851.41,
A336,c,A336c,5,20170610,Cool,Heterotrophy,CH,24,20171212,1,-0.39,Connecting,606.63,
