DateTime,DayOfMonth,#YY,DisplayMM,MM,DD,hh,mm,WDIR,WSPD,GST,WVHT,DPD,APD,MWD,PRES,ATMP,WTMP,DEWP,VIS,TIDE
6/11/2017 1:12,11 1:12,2017,6,3,11,1,12,92,2.2,3.1,99,99,99,999,1014,24.8,24.8,999,99,99
6/11/2017 1:18,11 1:18,2017,6,3,11,1,18,94,2,4,99,99,99,999,1014.1,24.6,24.8,999,99,99
6/11/2017 1:24,11 1:24,2017,6,3,11,1,24,87,1.9,3.2,99,99,99,999,1014.1,24.5,24.8,999,99,99
6/11/2017 1:30,11 1:30,2017,6,3,11,1,30,98,2,3.2,99,99,99,999,1014,24.5,24.8,999,99,99
6/11/2017 1:36,11 1:36,2017,6,3,11,1,36,81,2.6,3.1,99,99,99,999,1014,24.3,24.8,999,99,99
6/11/2017 1:42,11 1:42,2017,6,3,11,1,42,96,1.4,3.2,99,99,99,999,1014,24.7,24.8,999,99,99
6/11/2017 1:48,11 1:48,2017,6,3,11,1,48,96,2.3,3.5,99,99,99,999,1014,24.8,24.8,999,99,99
6/11/2017 1:54,11 1:54,2017,6,3,11,1,54,100,1.9,3.1,99,99,99,999,1013.9,24.9,24.8,999,99,99
6/11/2017 2:00,11 2:00,2017,6,3,11,2,0,104,2.6,3.4,99,99,99,999,1013.9,25.1,24.8,999,99,99
6/11/2017 2:06,11 2:06,2017,6,3,11,2,6,105,2,4.1,99,99,99,999,1013.9,25,24.8,999,99,99
6/11/2017 2:12,11 2:12,2017,6,3,11,2,12,104,2,3.2,99,99,99,999,1014,24.9,24.8,999,99,99
6/11/2017 2:18,11 2:18,2017,6,3,11,2,18,98,2.3,3.7,99,99,99,999,1014,24.7,24.8,999,99,99
6/11/2017 2:24,11 2:24,2017,6,3,11,2,24,99,2.5,3.5,99,99,99,999,1014,24.8,24.8,999,99,99
6/11/2017 2:30,11 2:30,2017,6,3,11,2,30,103,2.6,3.8,99,99,99,999,1014,24.7,24.8,999,99,99
6/11/2017 2:36,11 2:36,2017,6,3,11,2,36,105,2.9,4.1,99,99,99,999,1014,24.7,24.8,999,99,99
6/11/2017 2:42,11 2:42,2017,6,3,11,2,42,112,2.7,3.8,99,99,99,999,1014.2,24.5,24.8,999,99,99
6/11/2017 2:48,11 2:48,2017,6,3,11,2,48,100,1.8,3,99,99,99,999,1014.1,24.5,24.8,999,99,99
6/11/2017 2:54,11 2:54,2017,6,3,11,2,54,103,2,2.9,99,99,99,999,1014.1,24.7,24.8,999,99,99
6/11/2017 3:00,11 3:00,2017,6,3,11,3,0,104,2.4,3.3,99,99,99,999,1014.1,24.7,24.8,999,99,99
6/11/2017 4:00,11 4:00,2017,6,3,11,4,0,92,1.8,3.6,99,99,99,999,1014.4,24.1,24.8,999,99,99
6/11/2017 4:06,11 4:06,2017,6,3,11,4,6,101,2.2,3.5,99,99,99,999,1014.4,24.2,24.8,999,99,99
6/11/2017 4:12,11 4:12,2017,6,3,11,4,12,98,2.2,3.8,99,99,99,999,1014.5,24.1,24.8,999,99,99
6/11/2017 4:18,11 4:18,2017,6,3,11,4,18,104,3.1,4,99,99,99,999,1014.5,24.1,24.8,999,99,99
6/11/2017 4:24,11 4:24,2017,6,3,11,4,24,95,2.2,4.5,99,99,99,999,1014.5,24,24.8,999,99,99
6/11/2017 4:30,11 4:30,2017,6,3,11,4,30,105,3.2,4.2,99,99,99,999,1014.6,24,24.8,999,99,99
6/11/2017 4:36,11 4:36,2017,6,3,11,4,36,96,1.9,4.6,99,99,99,999,1014.7,23.9,24.8,999,99,99
6/11/2017 4:42,11 4:42,2017,6,3,11,4,42,101,1.9,3,99,99,99,999,1014.8,23.9,24.8,999,99,99
6/11/2017 4:48,11 4:48,2017,6,3,11,4,48,89,1.7,3.2,99,99,99,999,1014.8,23.7,24.8,999,99,99
6/11/2017 4:54,11 4:54,2017,6,3,11,4,54,98,2.2,3.8,99,99,99,999,1014.8,23.9,24.8,999,99,99
6/11/2017 5:00,11 5:00,2017,6,3,11,5,0,99,2.4,3.5,99,99,99,999,1014.8,23.9,24.8,999,99,99
6/11/2017 5:06,11 5:06,2017,6,3,11,5,6,108,2.4,3.6,99,99,99,999,1014.8,23.8,24.8,999,99,99
6/11/2017 5:12,11 5:12,2017,6,3,11,5,12,125,2,3.9,99,99,99,999,1014.8,23.7,24.8,999,99,99
6/11/2017 5:18,11 5:18,2017,6,3,11,5,18,121,2.2,3.4,99,99,99,999,1014.9,23.6,24.8,999,99,99
6/11/2017 5:24,11 5:24,2017,6,3,11,5,24,126,1.8,3,99,99,99,999,1015,23.6,24.8,999,99,99
6/11/2017 5:30,11 5:30,2017,6,3,11,5,30,115,1.7,2.5,99,99,99,999,1015.1,23.7,24.8,999,99,99
6/11/2017 5:36,11 5:36,2017,6,3,11,5,36,188,0.5,1.9,99,99,99,999,1015.1,23.7,24.8,999,99,99
6/11/2017 5:42,11 5:42,2017,6,3,11,5,42,181,1.1,2.2,99,99,99,999,1015.1,23.6,24.8,999,99,99
6/11/2017 5:48,11 5:48,2017,6,3,11,5,48,174,0.7,2.1,99,99,99,999,1015.3,23.5,24.8,999,99,99
6/11/2017 5:54,11 5:54,2017,6,3,11,5,54,176,1.1,2,99,99,99,999,1015.3,23.4,24.8,999,99,99
6/11/2017 6:00,11 6:00,2017,6,3,11,6,0,194,0.5,2.3,99,99,99,999,1015.3,23.3,24.8,999,99,99
6/11/2017 6:06,11 6:06,2017,6,3,11,6,6,209,0.8,2.1,99,99,99,999,1015.4,23.3,24.8,999,99,99
6/11/2017 6:12,11 6:12,2017,6,3,11,6,12,205,1.3,1.6,99,99,99,999,1015.5,23.1,24.8,999,99,99
6/11/2017 6:18,11 6:18,2017,6,3,11,6,18,195,1.3,1.8,99,99,99,999,1015.6,23.1,24.8,999,99,99
6/11/2017 6:24,11 6:24,2017,6,3,11,6,24,178,0.7,1.2,99,99,99,999,1015.6,23.1,24.8,999,99,99
6/11/2017 6:30,11 6:30,2017,6,3,11,6,30,172,1.2,1.6,99,99,99,999,1015.6,23.1,24.8,999,99,99
6/11/2017 6:36,11 6:36,2017,6,3,11,6,36,168,0.9,1.4,99,99,99,999,1015.6,23.1,24.8,999,99,99
6/11/2017 6:42,11 6:42,2017,6,3,11,6,42,175,1.3,1.7,99,99,99,999,1015.7,23,24.8,999,99,99
6/11/2017 6:48,11 6:48,2017,6,3,11,6,48,177,1.1,1.7,99,99,99,999,1015.7,23,24.8,999,99,99
6/11/2017 6:54,11 6:54,2017,6,3,11,6,54,185,1,1.4,99,99,99,999,1015.7,22.9,24.8,999,99,99
6/11/2017 7:00,11 7:00,2017,6,3,11,7,0,191,0.8,1.3,99,99,99,999,1015.8,22.9,24.8,999,99,99
6/11/2017 7:06,11 7:06,2017,6,3,11,7,6,206,0.7,1.3,99,99,99,999,1015.9,22.9,24.8,999,99,99
6/11/2017 7:12,11 7:12,2017,6,3,11,7,12,191,1.2,1.7,99,99,99,999,1015.9,22.8,24.8,999,99,99
6/11/2017 7:18,11 7:18,2017,6,3,11,7,18,191,1,1.9,99,99,99,999,1015.9,22.8,24.8,999,99,99
6/11/2017 7:24,11 7:24,2017,6,3,11,7,24,202,0.6,1.4,99,99,99,999,1015.9,22.7,24.8,999,99,99
6/11/2017 7:30,11 7:30,2017,6,3,11,7,30,211,0.8,1.1,99,99,99,999,1016,22.5,24.8,999,99,99
6/11/2017 7:36,11 7:36,2017,6,3,11,7,36,245,0.9,1,99,99,99,999,1016.1,22.6,24.8,999,99,99
6/11/2017 7:42,11 7:42,2017,6,3,11,7,42,245,0.9,1.2,99,99,99,999,1016.2,22.7,24.8,999,99,99
6/11/2017 7:48,11 7:48,2017,6,3,11,7,48,261,1.1,1.6,99,99,99,999,1016.2,22.7,24.8,999,99,99
6/11/2017 7:54,11 7:54,2017,6,3,11,7,54,246,1,1.5,99,99,99,999,1016.2,22.6,24.8,999,99,99
6/11/2017 8:00,11 8:00,2017,6,3,11,8,0,235,0.8,1.6,99,99,99,999,1016.3,22.6,24.8,999,99,99
6/11/2017 8:06,11 8:06,2017,6,3,11,8,6,184,0.3,1.1,99,99,99,999,1016.2,22.6,24.8,999,99,99
6/11/2017 8:12,11 8:12,2017,6,3,11,8,12,227,1,1.2,99,99,99,999,1016.3,22.4,24.8,999,99,99
6/11/2017 8:18,11 8:18,2017,6,3,11,8,18,241,1,1.4,99,99,99,999,1016.3,22.3,24.8,999,99,99
6/11/2017 8:24,11 8:24,2017,6,3,11,8,24,280,1,1.6,99,99,99,999,1016.3,22.4,24.8,999,99,99
6/11/2017 8:30,11 8:30,2017,6,3,11,8,30,268,0.9,1.3,99,99,99,999,1016.3,22.3,24.8,999,99,99
6/11/2017 8:36,11 8:36,2017,6,3,11,8,36,245,1,1.6,99,99,99,999,1016.2,22.2,24.8,999,99,99
6/11/2017 8:42,11 8:42,2017,6,3,11,8,42,236,0.8,1.2,99,99,99,999,1016.2,22.2,24.8,999,99,99
6/11/2017 8:48,11 8:48,2017,6,3,11,8,48,237,0.9,1.2,99,99,99,999,1016.1,22.2,24.8,999,99,99
6/11/2017 8:54,11 8:54,2017,6,3,11,8,54,214,0.7,1.5,99,99,99,999,1016.1,22.2,24.8,999,99,99
6/11/2017 9:00,11 9:00,2017,6,3,11,9,0,235,1,1.7,99,99,99,999,1016,22.1,24.8,999,99,99
6/11/2017 9:06,11 9:06,2017,6,3,11,9,6,192,0.8,1.2,99,99,99,999,1016,22.2,24.8,999,99,99
6/11/2017 9:12,11 9:12,2017,6,3,11,9,12,163,0.8,1.3,99,99,99,999,1015.9,22.1,24.8,999,99,99
6/11/2017 9:18,11 9:18,2017,6,3,11,9,18,160,0.5,0.7,99,99,99,999,1015.9,21.9,24.8,999,99,99
6/11/2017 9:24,11 9:24,2017,6,3,11,9,24,169,0.4,0.7,99,99,99,999,1015.9,21.9,24.8,999,99,99
6/11/2017 9:30,11 9:30,2017,6,3,11,9,30,292,0.6,0.8,99,99,99,999,1015.9,21.9,24.8,999,99,99
6/11/2017 9:36,11 9:36,2017,6,3,11,9,36,231,1.2,1.6,99,99,99,999,1015.9,21.8,24.8,999,99,99
6/11/2017 9:42,11 9:42,2017,6,3,11,9,42,235,1.6,2,99,99,99,999,1015.8,21.7,24.8,999,99,99
6/11/2017 9:48,11 9:48,2017,6,3,11,9,48,223,1.4,1.9,99,99,99,999,1015.9,21.7,24.8,999,99,99
6/11/2017 9:54,11 9:54,2017,6,3,11,9,54,221,1.2,1.7,99,99,99,999,1015.9,21.6,24.8,999,99,99
6/11/2017 10:00,11 10:00,2017,6,3,11,10,0,196,0.8,1.5,99,99,99,999,1015.9,21.5,24.8,999,99,99
6/11/2017 10:06,11 10:06,2017,6,3,11,10,6,223,1,1.4,99,99,99,999,1015.9,21.4,24.8,999,99,99
6/11/2017 10:12,11 10:12,2017,6,3,11,10,12,232,1.1,1.5,99,99,99,999,1015.7,21.3,24.8,999,99,99
6/11/2017 10:18,11 10:18,2017,6,3,11,10,18,221,0.8,1.4,99,99,99,999,1015.7,21.3,24.8,999,99,99
6/11/2017 10:24,11 10:24,2017,6,3,11,10,24,230,0.5,0.9,99,99,99,999,1015.7,21.3,24.8,999,99,99
6/11/2017 10:30,11 10:30,2017,6,3,11,10,30,247,1.1,1.6,99,99,99,999,1015.8,21.4,24.8,999,99,99
6/11/2017 10:36,11 10:36,2017,6,3,11,10,36,247,1.4,1.9,99,99,99,999,1015.9,21.3,24.8,999,99,99
6/11/2017 10:42,11 10:42,2017,6,3,11,10,42,262,1,1.8,99,99,99,999,1016,21.4,24.8,999,99,99
6/11/2017 10:48,11 10:48,2017,6,3,11,10,48,246,1,1.6,99,99,99,999,1015.9,21.3,24.8,999,99,99
6/11/2017 10:54,11 10:54,2017,6,3,11,10,54,243,1.3,1.4,99,99,99,999,1015.9,21.3,24.8,999,99,99
6/11/2017 11:00,11 11:00,2017,6,3,11,11,0,248,1.3,1.5,99,99,99,999,1016,21.4,24.8,999,99,99
6/11/2017 11:06,11 11:06,2017,6,3,11,11,6,229,0.7,1.4,99,99,99,999,1015.9,21.4,24.8,999,99,99
6/11/2017 11:12,11 11:12,2017,6,3,11,11,12,222,0.6,1,99,99,99,999,1015.9,21.3,24.8,999,99,99
6/11/2017 11:18,11 11:18,2017,6,3,11,11,18,206,1,1.2,99,99,99,999,1015.9,21.4,24.8,999,99,99
6/11/2017 11:24,11 11:24,2017,6,3,11,11,24,207,0.4,1.3,99,99,99,999,1015.8,21.3,24.7,999,99,99
6/11/2017 11:30,11 11:30,2017,6,3,11,11,30,217,1,1.4,99,99,99,999,1015.7,21.2,24.7,999,99,99
6/11/2017 11:36,11 11:36,2017,6,3,11,11,36,221,1,1.2,99,99,99,999,1015.6,21.1,24.7,999,99,99
6/11/2017 11:42,11 11:42,2017,6,3,11,11,42,250,0.8,1.1,99,99,99,999,1015.5,21.1,24.7,999,99,99
6/11/2017 11:48,11 11:48,2017,6,3,11,11,48,136,0.8,1.1,99,99,99,999,1015.5,21.2,24.7,999,99,99
6/11/2017 11:54,11 11:54,2017,6,3,11,11,54,159,0.9,2,99,99,99,999,1015.4,21.3,24.7,999,99,99
6/11/2017 12:00,11 12:00,2017,6,3,11,12,0,159,1.2,2,99,99,99,999,1015.3,21.3,24.7,999,99,99
6/11/2017 12:06,11 12:06,2017,6,3,11,12,6,171,0.9,1.4,99,99,99,999,1015.2,21.3,24.7,999,99,99
6/11/2017 12:12,11 12:12,2017,6,3,11,12,12,153,1.2,1.7,99,99,99,999,1015.2,21.2,24.7,999,99,99
6/11/2017 12:18,11 12:18,2017,6,3,11,12,18,153,1.5,2,99,99,99,999,1015.1,21.2,24.7,999,99,99
6/11/2017 12:24,11 12:24,2017,6,3,11,12,24,186,1,1.3,99,99,99,999,1015,21.3,24.7,999,99,99
6/11/2017 12:30,11 12:30,2017,6,3,11,12,30,186,1.1,1.3,99,99,99,999,1015,21.4,24.7,999,99,99
6/11/2017 12:36,11 12:36,2017,6,3,11,12,36,159,1.1,1.6,99,99,99,999,1014.9,21.4,24.7,999,99,99
6/11/2017 12:42,11 12:42,2017,6,3,11,12,42,171,1.2,1.6,99,99,99,999,1014.9,21.3,24.7,999,99,99
6/11/2017 12:48,11 12:48,2017,6,3,11,12,48,162,1.4,1.6,99,99,99,999,1014.8,21.4,24.7,999,99,99
6/11/2017 12:54,11 12:54,2017,6,3,11,12,54,150,0.6,1.4,99,99,99,999,1014.7,21.7,24.6,999,99,99
6/11/2017 13:00,11 13:00,2017,6,3,11,13,0,174,0.8,1.3,99,99,99,999,1014.6,21.6,24.6,999,99,99
6/11/2017 13:06,11 13:06,2017,6,3,11,13,6,175,1.4,1.8,99,99,99,999,1014.6,21.6,24.6,999,99,99
6/11/2017 13:12,11 13:12,2017,6,3,11,13,12,178,1.5,1.7,99,99,99,999,1014.7,21.6,24.6,999,99,99
6/11/2017 13:18,11 13:18,2017,6,3,11,13,18,216,1,1.7,99,99,99,999,1014.8,21.6,24.6,999,99,99
6/11/2017 13:24,11 13:24,2017,6,3,11,13,24,231,0.7,1.3,99,99,99,999,1014.7,21.5,24.6,999,99,99
6/11/2017 13:30,11 13:30,2017,6,3,11,13,30,266,0.8,1,99,99,99,999,1014.7,21.5,24.6,999,99,99
6/11/2017 13:36,11 13:36,2017,6,3,11,13,36,332,0.2,0.9,99,99,99,999,1014.8,21.6,24.6,999,99,99
6/11/2017 13:42,11 13:42,2017,6,3,11,13,42,310,0.7,0.9,99,99,99,999,1014.8,21.7,24.6,999,99,99
6/11/2017 13:48,11 13:48,2017,6,3,11,13,48,334,0.5,0.7,99,99,99,999,1014.8,21.8,24.6,999,99,99
6/11/2017 13:54,11 13:54,2017,6,3,11,13,54,36,0.4,0.6,99,99,99,999,1014.8,21.8,24.6,999,99,99
6/11/2017 14:00,11 14:00,2017,6,3,11,14,0,257,0.9,1.5,99,99,99,999,1014.7,21.8,24.6,999,99,99
6/11/2017 14:06,11 14:06,2017,6,3,11,14,6,342,0.7,1.3,99,99,99,999,1014.7,22,24.6,999,99,99
6/11/2017 14:12,11 14:12,2017,6,3,11,14,12,263,1,1.7,99,99,99,999,1014.7,21.8,24.6,999,99,99
6/11/2017 14:18,11 14:18,2017,6,3,11,14,18,245,1.3,1.6,99,99,99,999,1014.7,21.8,24.6,999,99,99
6/11/2017 14:24,11 14:24,2017,6,3,11,14,24,265,1.2,1.7,99,99,99,999,1014.8,21.6,24.6,999,99,99
6/11/2017 14:30,11 14:30,2017,6,3,11,14,30,248,1.4,1.8,99,99,99,999,1014.8,21.5,24.6,999,99,99
6/11/2017 14:36,11 14:36,2017,6,3,11,14,36,253,1.1,1.8,99,99,99,999,1014.8,21.4,24.6,999,99,99
6/11/2017 14:42,11 14:42,2017,6,3,11,14,42,237,0.9,1.4,99,99,99,999,1014.8,21.3,24.6,999,99,99
6/11/2017 14:48,11 14:48,2017,6,3,11,14,48,269,0.6,0.7,99,99,99,999,1014.9,21.4,24.6,999,99,99
6/11/2017 14:54,11 14:54,2017,6,3,11,14,54,175,1.3,1.6,99,99,99,999,1015,21.3,24.6,999,99,99
6/11/2017 15:00,11 15:00,2017,6,3,11,15,0,206,0.6,1.2,99,99,99,999,1015,21.3,24.6,999,99,99
6/11/2017 15:06,11 15:06,2017,6,3,11,15,6,203,0.6,0.8,99,99,99,999,1015,21.2,24.6,999,99,99
6/11/2017 15:12,11 15:12,2017,6,3,11,15,12,167,0.4,0.6,99,99,99,999,1015,21.3,24.6,999,99,99
6/11/2017 15:18,11 15:18,2017,6,3,11,15,18,155,0.6,0.9,99,99,99,999,1015,21.3,24.6,999,99,99
6/11/2017 15:24,11 15:24,2017,6,3,11,15,24,282,0.1,0.9,99,99,99,999,1015.1,21.3,24.6,999,99,99
6/11/2017 15:30,11 15:30,2017,6,3,11,15,30,297,0.8,1,99,99,99,999,1015.2,21.3,24.6,999,99,99
6/11/2017 15:36,11 15:36,2017,6,3,11,15,36,311,0.6,1,99,99,99,999,1015.2,21.5,24.6,999,99,99
6/11/2017 15:42,11 15:42,2017,6,3,11,15,42,255,1,1.4,99,99,99,999,1015.3,21.3,24.6,999,99,99
6/11/2017 15:48,11 15:48,2017,6,3,11,15,48,231,1,1.8,99,99,99,999,1015.4,21.2,24.6,999,99,99
6/11/2017 15:54,11 15:54,2017,6,3,11,15,54,238,0.1,1.6,99,99,99,999,1015.3,21.2,24.6,999,99,99
6/11/2017 16:00,11 16:00,2017,6,3,11,16,0,183,1.5,1.8,99,99,99,999,1015.3,21.2,24.6,999,99,99
6/11/2017 16:06,11 16:06,2017,6,3,11,16,6,175,0.6,1.8,99,99,99,999,1015.4,21.2,24.6,999,99,99
6/11/2017 16:12,11 16:12,2017,6,3,11,16,12,121,0.6,1.1,99,99,99,999,1015.4,21.2,24.6,999,99,99
6/11/2017 16:18,11 16:18,2017,6,3,11,16,18,230,0.3,1.4,99,99,99,999,1015.5,21.1,24.6,999,99,99
6/11/2017 16:24,11 16:24,2017,6,3,11,16,24,277,0.3,1.1,99,99,99,999,1015.5,21.2,24.5,999,99,99
6/11/2017 16:30,11 16:30,2017,6,3,11,16,30,176,0.3,1,99,99,99,999,1015.6,21.2,24.5,999,99,99
6/11/2017 16:36,11 16:36,2017,6,3,11,16,36,185,1,1.3,99,99,99,999,1015.6,21.2,24.5,999,99,99
6/11/2017 16:42,11 16:42,2017,6,3,11,16,42,146,1,1.3,99,99,99,999,1015.6,21.3,24.5,999,99,99
6/11/2017 16:48,11 16:48,2017,6,3,11,16,48,289,0.6,1.4,99,99,99,999,1015.6,21.3,24.5,999,99,99
6/11/2017 16:54,11 16:54,2017,6,3,11,16,54,184,0.1,0.4,99,99,99,999,1015.6,21.2,24.5,999,99,99
6/11/2017 17:00,11 17:00,2017,6,3,11,17,0,179,1.3,1.7,99,99,99,999,1015.7,21.4,24.5,999,99,99
6/11/2017 17:06,11 17:06,2017,6,3,11,17,6,90,0.4,1.6,99,99,99,999,1015.7,21.4,24.5,999,99,99
6/11/2017 17:12,11 17:12,2017,6,3,11,17,12,190,1.1,1.7,99,99,99,999,1015.7,21.6,24.5,999,99,99
6/11/2017 17:18,11 17:18,2017,6,3,11,17,18,143,0.8,2,99,99,99,999,1015.7,21.8,24.5,999,99,99
6/11/2017 17:24,11 17:24,2017,6,3,11,17,24,278,0.9,1.7,99,99,99,999,1015.7,21.6,24.5,999,99,99
6/11/2017 17:30,11 17:30,2017,6,3,11,17,30,172,1.1,2.4,99,99,99,999,1015.8,22.1,24.5,999,99,99
6/11/2017 17:36,11 17:36,2017,6,3,11,17,36,153,0.6,1.1,99,99,99,999,1015.8,22.2,24.5,999,99,99
6/11/2017 17:42,11 17:42,2017,6,3,11,17,42,333,0.6,1.7,99,99,99,999,1016,22.2,24.5,999,99,99
6/11/2017 17:48,11 17:48,2017,6,3,11,17,48,98,0.6,1.4,99,99,99,999,1016.1,22.3,24.5,999,99,99
6/11/2017 17:54,11 17:54,2017,6,3,11,17,54,106,0.3,1.6,99,99,99,999,1016.1,22.5,24.5,999,99,99
6/11/2017 18:00,11 18:00,2017,6,3,11,18,0,98,0.8,2.2,99,99,99,999,1016.2,22.8,24.5,999,99,99
6/11/2017 18:06,11 18:06,2017,6,3,11,18,6,319,0.2,1.1,99,99,99,999,1016.3,23.1,24.5,999,99,99
6/11/2017 18:12,11 18:12,2017,6,3,11,18,12,348,1,1.9,99,99,99,999,1016.3,22.9,24.5,999,99,99
6/11/2017 18:18,11 18:18,2017,6,3,11,18,18,40,0.8,2.1,99,99,99,999,1016.3,23.2,24.5,999,99,99
6/11/2017 18:24,11 18:24,2017,6,3,11,18,24,13,0.5,1.8,99,99,99,999,1016.5,23.4,24.5,999,99,99
6/11/2017 18:30,11 18:30,2017,6,3,11,18,30,28,0.7,1.1,99,99,99,999,1016.4,23.8,24.5,999,99,99
6/11/2017 18:36,11 18:36,2017,6,3,11,18,36,335,1.7,2.1,99,99,99,999,1016.5,24.2,24.5,999,99,99
6/11/2017 18:42,11 18:42,2017,6,3,11,18,42,359,1,2,99,99,99,999,1016.5,24.5,24.5,999,99,99
6/11/2017 18:48,11 18:48,2017,6,3,11,18,48,43,0.6,1.6,99,99,99,999,1016.6,25,24.5,999,99,99
6/11/2017 18:54,11 18:54,2017,6,3,11,18,54,132,0.6,1.9,99,99,99,999,1016.6,25.6,24.5,999,99,99
6/11/2017 19:00,11 19:00,2017,6,3,11,19,0,34,0.7,1.1,99,99,99,999,1016.7,25.6,24.5,999,99,99
6/11/2017 19:06,11 19:06,2017,6,3,11,19,6,202,1.3,2.6,99,99,99,999,1016.7,25.8,24.5,999,99,99
6/11/2017 19:12,11 19:12,2017,6,3,11,19,12,187,1,2.3,99,99,99,999,1016.7,26.4,24.5,999,99,99
6/11/2017 19:18,11 19:18,2017,6,3,11,19,18,234,1.2,2.7,99,99,99,999,1016.7,26.5,24.5,999,99,99
6/11/2017 19:24,11 19:24,2017,6,3,11,19,24,161,0.7,4.8,99,99,99,999,1016.7,26.9,24.5,999,99,99
6/11/2017 19:30,11 19:30,2017,6,3,11,19,30,249,1.1,2.5,99,99,99,999,1016.7,26.7,24.5,999,99,99
6/11/2017 19:36,11 19:36,2017,6,3,11,19,36,225,0.9,2.9,99,99,99,999,1016.7,26.9,24.5,999,99,99
6/11/2017 19:42,11 19:42,2017,6,3,11,19,42,174,1.5,3.2,99,99,99,999,1016.7,27.5,24.5,999,99,99
6/11/2017 19:48,11 19:48,2017,6,3,11,19,48,125,0.8,3.2,99,99,99,999,1016.7,27.4,24.6,999,99,99
6/11/2017 19:54,11 19:54,2017,6,3,11,19,54,162,0.2,1.8,99,99,99,999,1016.7,27.6,24.6,999,99,99
6/11/2017 20:00,11 20:00,2017,6,3,11,20,0,185,1,3.8,99,99,99,999,1016.7,27.8,24.6,999,99,99
6/11/2017 20:06,11 20:06,2017,6,3,11,20,6,239,1.2,3.3,99,99,99,999,1016.7,27.8,24.6,999,99,99
6/11/2017 20:12,11 20:12,2017,6,3,11,20,12,214,0.7,2.6,99,99,99,999,1016.7,28,24.6,999,99,99
6/11/2017 20:18,11 20:18,2017,6,3,11,20,18,193,1.3,3.4,99,99,99,999,1016.6,28.1,24.6,999,99,99
6/11/2017 20:24,11 20:24,2017,6,3,11,20,24,185,2,4.4,99,99,99,999,1016.6,28.1,24.6,999,99,99
6/11/2017 20:30,11 20:30,2017,6,3,11,20,30,227,1.8,3.7,99,99,99,999,1016.6,28.1,24.6,999,99,99
6/11/2017 20:36,11 20:36,2017,6,3,11,20,36,170,1.3,2.3,99,99,99,999,1016.7,28.3,24.6,999,99,99
6/11/2017 20:42,11 20:42,2017,6,3,11,20,42,203,2.1,5.6,99,99,99,999,1016.6,27.6,24.7,999,99,99
6/11/2017 20:48,11 20:48,2017,6,3,11,20,48,202,1.4,3.4,99,99,99,999,1016.6,27.7,24.7,999,99,99
6/11/2017 20:54,11 20:54,2017,6,3,11,20,54,253,1.6,3.5,99,99,99,999,1016.5,27.7,24.7,999,99,99
6/11/2017 21:00,11 21:00,2017,6,3,11,21,0,252,1.4,3.4,99,99,99,999,1016.5,27.4,24.7,999,99,99
6/11/2017 21:06,11 21:06,2017,6,3,11,21,6,261,1.7,5.7,99,99,99,999,1016.5,27.1,24.7,999,99,99
6/11/2017 21:12,11 21:12,2017,6,3,11,21,12,244,1.2,4.5,99,99,99,999,1016.5,27.3,24.8,999,99,99
6/11/2017 21:18,11 21:18,2017,6,3,11,21,18,189,2.4,4.4,99,99,99,999,1016.4,27.5,24.8,999,99,99
6/11/2017 21:24,11 21:24,2017,6,3,11,21,24,172,1.8,4.2,99,99,99,999,1016.3,27.5,24.8,999,99,99
6/11/2017 21:30,11 21:30,2017,6,3,11,21,30,170,1,3.5,99,99,99,999,1016.2,28,24.8,999,99,99
6/11/2017 21:36,11 21:36,2017,6,3,11,21,36,184,1.6,5.1,99,99,99,999,1016.2,28.1,24.8,999,99,99
6/11/2017 21:42,11 21:42,2017,6,3,11,21,42,185,1.2,4.1,99,99,99,999,1016,28,24.8,999,99,99
6/11/2017 21:48,11 21:48,2017,6,3,11,21,48,198,2,6,99,99,99,999,1015.8,28.4,24.9,999,99,99
6/11/2017 21:54,11 21:54,2017,6,3,11,21,54,189,2.3,5.8,99,99,99,999,1015.8,28.3,24.9,999,99,99
6/11/2017 22:00,11 22:00,2017,6,3,11,22,0,218,0.9,3.5,99,99,99,999,1015.7,28.6,24.9,999,99,99
6/11/2017 22:06,11 22:06,2017,6,3,11,22,6,142,1.3,7.3,99,99,99,999,1015.7,28.8,24.9,999,99,99
6/11/2017 22:12,11 22:12,2017,6,3,11,22,12,251,2.4,5.4,99,99,99,999,1015.6,28.7,25,999,99,99
6/11/2017 22:18,11 22:18,2017,6,3,11,22,18,269,1.7,5.7,99,99,99,999,1015.5,28.8,25,999,99,99
6/11/2017 22:24,11 22:24,2017,6,3,11,22,24,206,1.5,5.4,99,99,99,999,1015.5,29.3,25,999,99,99
6/11/2017 22:30,11 22:30,2017,6,3,11,22,30,185,1.8,5.3,99,99,99,999,1015.3,29.4,25,999,99,99
6/11/2017 22:36,11 22:36,2017,6,3,11,22,36,222,1.6,4.4,99,99,99,999,1015.3,29.3,25,999,99,99
6/11/2017 22:42,11 22:42,2017,6,3,11,22,42,118,1.1,4.3,99,99,99,999,1015.2,999,25.1,999,99,99
6/11/2017 22:48,11 22:48,2017,6,3,11,22,48,214,1.6,4.6,99,99,99,999,1015.1,999,25.1,999,99,99
6/11/2017 22:54,11 22:54,2017,6,3,11,22,54,170,2.9,5.7,99,99,99,999,1015,999,25.1,999,99,99
6/11/2017 23:00,11 23:00,2017,6,3,11,23,0,196,1.8,4.6,99,99,99,999,1014.9,999,25.1,999,99,99
