DateTime,DayOfMonth,#YY,DisplayMM,MM,DD,hh,mm,WDIR,WSPD,GST,WVHT,DPD,APD,MWD,PRES,ATMP,WTMP,DEWP,VIS,TIDE
6/8/2017 4:24,8 4:24,2017,6,3,8,4,24,336,3.9,4.8,99,99,99,999,1015.2,23.3,24.8,999,99,99
6/8/2017 4:30,8 4:30,2017,6,3,8,4,30,338,4,5.4,99,99,99,999,1015.3,23.2,24.8,999,99,99
6/8/2017 4:36,8 4:36,2017,6,3,8,4,36,332,4.1,4.7,99,99,99,999,1015.4,23.2,24.8,999,99,99
6/8/2017 4:42,8 4:42,2017,6,3,8,4,42,324,4,5,99,99,99,999,1015.4,23.2,24.8,999,99,99
6/8/2017 4:48,8 4:48,2017,6,3,8,4,48,341,4.2,4.7,99,99,99,999,1015.4,23.2,24.9,999,99,99
6/8/2017 4:54,8 4:54,2017,6,3,8,4,54,355,2.4,4.1,99,99,99,999,1015.2,23.2,24.9,999,99,99
6/8/2017 5:00,8 5:00,2017,6,3,8,5,0,4,2.9,4,99,99,99,999,1015,23.2,24.9,999,99,99
6/8/2017 5:06,8 5:06,2017,6,3,8,5,6,13,2.4,3.2,99,99,99,999,1014.9,23.2,24.9,999,99,99
6/8/2017 5:12,8 5:12,2017,6,3,8,5,12,72,2.9,3.8,99,99,99,999,1014.5,23,24.9,999,99,99
6/8/2017 5:18,8 5:18,2017,6,3,8,5,18,63,1.1,2.8,99,99,99,999,1014.8,23,24.9,999,99,99
6/8/2017 5:24,8 5:24,2017,6,3,8,5,24,75,0.8,1.9,99,99,99,999,1014.8,22.9,24.9,999,99,99
6/8/2017 5:30,8 5:30,2017,6,3,8,5,30,65,1.4,1.9,99,99,99,999,1015.1,22.8,24.9,999,99,99
6/8/2017 5:36,8 5:36,2017,6,3,8,5,36,24,1,1.6,99,99,99,999,1015.3,22.9,24.9,999,99,99
6/8/2017 5:42,8 5:42,2017,6,3,8,5,42,283,0.9,3,99,99,99,999,1015.4,22.4,24.9,999,99,99
6/8/2017 5:48,8 5:48,2017,6,3,8,5,48,270,0.3,1.9,99,99,99,999,1015.5,22.2,24.9,999,99,99
6/8/2017 5:54,8 5:54,2017,6,3,8,5,54,246,1.1,1.5,99,99,99,999,1015.5,22.1,24.9,999,99,99
6/8/2017 6:00,8 6:00,2017,6,3,8,6,0,222,0.8,2,99,99,99,999,1015.5,21.8,24.9,999,99,99
6/8/2017 6:06,8 6:06,2017,6,3,8,6,6,250,0.9,1.4,99,99,99,999,1015.7,21.7,24.9,999,99,99
6/8/2017 6:12,8 6:12,2017,6,3,8,6,12,237,0.9,1.8,99,99,99,999,1015.8,21.6,24.9,999,99,99
6/8/2017 6:18,8 6:18,2017,6,3,8,6,18,257,0.9,1.7,99,99,99,999,1016,21.4,24.9,999,99,99
6/8/2017 6:24,8 6:24,2017,6,3,8,6,24,248,1.1,1.8,99,99,99,999,1016.1,21.3,24.9,999,99,99
6/8/2017 6:30,8 6:30,2017,6,3,8,6,30,267,0.9,2.4,99,99,99,999,1016.3,21.2,24.9,999,99,99
6/8/2017 6:36,8 6:36,2017,6,3,8,6,36,233,0.7,1.4,99,99,99,999,1016.4,21.1,24.9,999,99,99
6/8/2017 6:42,8 6:42,2017,6,3,8,6,42,248,0.6,1.3,99,99,99,999,1016.5,20.9,24.9,999,99,99
6/8/2017 6:48,8 6:48,2017,6,3,8,6,48,202,1,1.5,99,99,99,999,1016.5,20.9,24.9,999,99,99
6/8/2017 6:54,8 6:54,2017,6,3,8,6,54,185,0.8,1.4,99,99,99,999,1016.6,20.8,24.9,999,99,99
6/8/2017 7:00,8 7:00,2017,6,3,8,7,0,188,1.3,1.6,99,99,99,999,1016.6,20.5,24.9,999,99,99
6/8/2017 7:06,8 7:06,2017,6,3,8,7,6,193,1.4,1.8,99,99,99,999,1016.6,20.3,24.9,999,99,99
6/8/2017 7:12,8 7:12,2017,6,3,8,7,12,197,0.7,1.8,99,99,99,999,1016.7,20.3,24.9,999,99,99
6/8/2017 7:18,8 7:18,2017,6,3,8,7,18,189,1.2,1.4,99,99,99,999,1016.7,20.1,24.9,999,99,99
6/8/2017 7:24,8 7:24,2017,6,3,8,7,24,208,0.9,1.2,99,99,99,999,1016.8,20.3,24.8,999,99,99
6/8/2017 7:30,8 7:30,2017,6,3,8,7,30,218,0.9,1.4,99,99,99,999,1016.9,20.2,24.8,999,99,99
6/8/2017 7:36,8 7:36,2017,6,3,8,7,36,208,0.7,1.3,99,99,99,999,1016.8,20.3,24.8,999,99,99
6/8/2017 7:42,8 7:42,2017,6,3,8,7,42,222,0.5,1.1,99,99,99,999,1016.9,20.3,24.8,999,99,99
6/8/2017 7:48,8 7:48,2017,6,3,8,7,48,219,0.8,1.3,99,99,99,999,1016.8,20.5,24.8,999,99,99
6/8/2017 7:54,8 7:54,2017,6,3,8,7,54,226,1.1,1.5,99,99,99,999,1016.8,20.3,24.8,999,99,99
6/8/2017 8:00,8 8:00,2017,6,3,8,8,0,221,0.9,1.7,99,99,99,999,1016.7,20.3,24.8,999,99,99
6/8/2017 8:06,8 8:06,2017,6,3,8,8,6,244,1.2,1.7,99,99,99,999,1016.8,20.1,24.8,999,99,99
6/8/2017 8:12,8 8:12,2017,6,3,8,8,12,268,0.9,1.6,99,99,99,999,1016.9,20.2,24.8,999,99,99
6/8/2017 8:18,8 8:18,2017,6,3,8,8,18,251,1.1,1.8,99,99,99,999,1017,20.2,24.8,999,99,99
6/8/2017 8:24,8 8:24,2017,6,3,8,8,24,228,1.1,1.8,99,99,99,999,1016.9,20.4,24.7,999,99,99
6/8/2017 8:30,8 8:30,2017,6,3,8,8,30,220,0.7,1.2,99,99,99,999,1016.9,20.2,24.7,999,99,99
6/8/2017 8:36,8 8:36,2017,6,3,8,8,36,198,1.2,1.5,99,99,99,999,1016.9,20.1,24.7,999,99,99
6/8/2017 8:42,8 8:42,2017,6,3,8,8,42,214,1,1.4,99,99,99,999,1016.9,20,24.7,999,99,99
6/8/2017 8:48,8 8:48,2017,6,3,8,8,48,208,0.9,1.4,99,99,99,999,1016.8,20,24.7,999,99,99
6/8/2017 8:54,8 8:54,2017,6,3,8,8,54,231,1.2,1.7,99,99,99,999,1016.9,19.8,24.7,999,99,99
6/8/2017 9:00,8 9:00,2017,6,3,8,9,0,224,0.7,1.5,99,99,99,999,1016.9,20,24.7,999,99,99
6/8/2017 9:06,8 9:06,2017,6,3,8,9,6,194,0.6,1.2,99,99,99,999,1016.8,19.9,24.7,999,99,99
6/8/2017 9:12,8 9:12,2017,6,3,8,9,12,215,0.6,1.2,99,99,99,999,1016.9,19.8,24.7,999,99,99
6/8/2017 9:18,8 9:18,2017,6,3,8,9,18,199,0.9,1.2,99,99,99,999,1016.9,19.7,24.6,999,99,99
6/8/2017 9:24,8 9:24,2017,6,3,8,9,24,180,0.9,1.1,99,99,99,999,1016.8,19.8,24.6,999,99,99
6/8/2017 9:30,8 9:30,2017,6,3,8,9,30,210,0.7,1.2,99,99,99,999,1016.8,19.6,24.6,999,99,99
6/8/2017 9:36,8 9:36,2017,6,3,8,9,36,216,0.6,1,99,99,99,999,1016.8,19.7,24.6,999,99,99
6/8/2017 9:42,8 9:42,2017,6,3,8,9,42,195,0.6,1.3,99,99,99,999,1016.8,19.7,24.6,999,99,99
6/8/2017 9:48,8 9:48,2017,6,3,8,9,48,201,0.8,1.3,99,99,99,999,1016.8,19.7,24.6,999,99,99
6/8/2017 9:54,8 9:54,2017,6,3,8,9,54,200,0.9,1.3,99,99,99,999,1016.7,19.5,24.6,999,99,99
6/8/2017 10:00,8 10:00,2017,6,3,8,10,0,184,0.9,1.1,99,99,99,999,1016.6,19.7,24.6,999,99,99
6/8/2017 10:06,8 10:06,2017,6,3,8,10,6,203,0.7,1.2,99,99,99,999,1016.6,19.6,24.6,999,99,99
6/8/2017 10:12,8 10:12,2017,6,3,8,10,12,197,1,1.3,99,99,99,999,1016.6,19.4,24.6,999,99,99
6/8/2017 10:18,8 10:18,2017,6,3,8,10,18,187,0.8,1.3,99,99,99,999,1016.5,19.5,24.6,999,99,99
6/8/2017 10:24,8 10:24,2017,6,3,8,10,24,187,0.6,0.7,99,99,99,999,1016.5,19.5,24.6,999,99,99
6/8/2017 10:30,8 10:30,2017,6,3,8,10,30,219,0.7,1.2,99,99,99,999,1016.5,19.4,24.5,999,99,99
6/8/2017 10:36,8 10:36,2017,6,3,8,10,36,237,1.1,1.4,99,99,99,999,1016.5,19.3,24.5,999,99,99
6/8/2017 10:42,8 10:42,2017,6,3,8,10,42,241,0.8,1.7,99,99,99,999,1016.5,19.4,24.5,999,99,99
6/8/2017 10:48,8 10:48,2017,6,3,8,10,48,218,0.9,1.6,99,99,99,999,1016.4,19.5,24.5,999,99,99
6/8/2017 10:54,8 10:54,2017,6,3,8,10,54,228,0.7,1.7,99,99,99,999,1016.3,19.5,24.5,999,99,99
6/8/2017 11:00,8 11:00,2017,6,3,8,11,0,234,1.2,1.5,99,99,99,999,1016.3,19.4,24.5,999,99,99
6/8/2017 11:06,8 11:06,2017,6,3,8,11,6,246,0.9,1.9,99,99,99,999,1016.2,19.4,24.5,999,99,99
6/8/2017 11:12,8 11:12,2017,6,3,8,11,12,233,1.2,1.7,99,99,99,999,1016.1,19.4,24.5,999,99,99
6/8/2017 11:18,8 11:18,2017,6,3,8,11,18,237,1.1,1.6,99,99,99,999,1016,19.6,24.5,999,99,99
6/8/2017 11:24,8 11:24,2017,6,3,8,11,24,233,1,1.8,99,99,99,999,1016,19.7,24.5,999,99,99
6/8/2017 11:30,8 11:30,2017,6,3,8,11,30,225,1,1.7,99,99,99,999,1016,19.5,24.5,999,99,99
6/8/2017 11:36,8 11:36,2017,6,3,8,11,36,217,1.1,2.3,99,99,99,999,1016,19.5,24.5,999,99,99
6/8/2017 11:42,8 11:42,2017,6,3,8,11,42,199,1,1.9,99,99,99,999,1015.9,19.6,24.5,999,99,99
6/8/2017 11:48,8 11:48,2017,6,3,8,11,48,205,1.1,1.6,99,99,99,999,1015.9,19.4,24.5,999,99,99
6/8/2017 11:54,8 11:54,2017,6,3,8,11,54,198,1,1.3,99,99,99,999,1015.8,19.5,24.5,999,99,99
6/8/2017 12:00,8 12:00,2017,6,3,8,12,0,195,1.1,1.7,99,99,99,999,1015.8,19.6,24.5,999,99,99
6/8/2017 12:06,8 12:06,2017,6,3,8,12,6,207,1.2,1.7,99,99,99,999,1015.7,19.8,24.5,999,99,99
6/8/2017 12:12,8 12:12,2017,6,3,8,12,12,195,1.1,1.7,99,99,99,999,1015.6,20,24.5,999,99,99
6/8/2017 12:18,8 12:18,2017,6,3,8,12,18,219,0.7,1.6,99,99,99,999,1015.6,20.1,24.4,999,99,99
6/8/2017 12:24,8 12:24,2017,6,3,8,12,24,224,1.1,1.9,99,99,99,999,1015.6,20.1,24.4,999,99,99
6/8/2017 12:30,8 12:30,2017,6,3,8,12,30,241,1,2.4,99,99,99,999,1015.5,20.4,24.4,999,99,99
6/8/2017 12:36,8 12:36,2017,6,3,8,12,36,2,1.7,3.5,99,99,99,999,1015.6,21.6,24.4,999,99,99
6/8/2017 12:42,8 12:42,2017,6,3,8,12,42,52,1.1,2.5,99,99,99,999,1015.6,21.7,24.4,999,99,99
6/8/2017 12:48,8 12:48,2017,6,3,8,12,48,146,0.5,3.6,99,99,99,999,1015.6,21.3,24.4,999,99,99
6/8/2017 12:54,8 12:54,2017,6,3,8,12,54,54,2.3,3.5,99,99,99,999,1015.7,21.7,24.4,999,99,99
6/8/2017 13:00,8 13:00,2017,6,3,8,13,0,51,1.8,3.5,99,99,99,999,1015.7,21.7,24.4,999,99,99
6/8/2017 13:06,8 13:06,2017,6,3,8,13,6,48,2.9,3.5,99,99,99,999,1015.7,22.3,24.4,999,99,99
6/8/2017 13:12,8 13:12,2017,6,3,8,13,12,35,3.6,4.1,99,99,99,999,1015.6,22.6,24.4,999,99,99
6/8/2017 13:18,8 13:18,2017,6,3,8,13,18,44,3.5,4.6,99,99,99,999,1015.6,22.5,24.4,999,99,99
6/8/2017 13:24,8 13:24,2017,6,3,8,13,24,21,4.1,4.8,99,99,99,999,1015.6,22.6,24.4,999,99,99
6/8/2017 13:30,8 13:30,2017,6,3,8,13,30,38,4,4.7,99,99,99,999,1015.5,22.5,24.4,999,99,99
6/8/2017 13:36,8 13:36,2017,6,3,8,13,36,29,3.9,4.8,99,99,99,999,1015.5,22.6,24.4,999,99,99
6/8/2017 13:42,8 13:42,2017,6,3,8,13,42,35,4.2,4.8,99,99,99,999,1015.5,22.6,24.4,999,99,99
6/8/2017 13:48,8 13:48,2017,6,3,8,13,48,44,4.1,4.9,99,99,99,999,1015.5,22.5,24.4,999,99,99
6/8/2017 13:54,8 13:54,2017,6,3,8,13,54,28,4,5.4,99,99,99,999,1015.5,22.6,24.4,999,99,99
6/8/2017 14:00,8 14:00,2017,6,3,8,14,0,22,5,5.7,99,99,99,999,1015.5,22.7,24.4,999,99,99
6/8/2017 14:06,8 14:06,2017,6,3,8,14,6,28,4.6,5.6,99,99,99,999,1015.5,22.6,24.4,999,99,99
6/8/2017 14:12,8 14:12,2017,6,3,8,14,12,31,5,6,99,99,99,999,1015.5,22.5,24.4,999,99,99
6/8/2017 14:18,8 14:18,2017,6,3,8,14,18,30,4.6,5.9,99,99,99,999,1015.5,22.6,24.4,999,99,99
6/8/2017 14:24,8 14:24,2017,6,3,8,14,24,35,4.2,5.3,99,99,99,999,1015.5,22.5,24.4,999,99,99
6/8/2017 14:30,8 14:30,2017,6,3,8,14,30,33,4.1,5.1,99,99,99,999,1015.5,22.5,24.4,999,99,99
6/8/2017 14:36,8 14:36,2017,6,3,8,14,36,32,4,4.6,99,99,99,999,1015.6,22.4,24.4,999,99,99
6/8/2017 14:42,8 14:42,2017,6,3,8,14,42,48,3.2,4.4,99,99,99,999,1015.6,22.4,24.4,999,99,99
6/8/2017 14:48,8 14:48,2017,6,3,8,14,48,48,3.5,4.5,99,99,99,999,1015.7,22.4,24.4,999,99,99
6/8/2017 14:54,8 14:54,2017,6,3,8,14,54,42,3.1,4,99,99,99,999,1015.8,22.4,24.4,999,99,99
6/8/2017 15:00,8 15:00,2017,6,3,8,15,0,42,3.1,4,99,99,99,999,1015.8,22.4,24.4,999,99,99
6/8/2017 15:06,8 15:06,2017,6,3,8,15,6,40,2.9,3.8,99,99,99,999,1016,22.5,24.4,999,99,99
6/8/2017 15:12,8 15:12,2017,6,3,8,15,12,52,2.9,3.8,99,99,99,999,1016.1,22.3,24.4,999,99,99
6/8/2017 15:18,8 15:18,2017,6,3,8,15,18,57,2.5,3.8,99,99,99,999,1016.1,22.3,24.4,999,99,99
6/8/2017 15:24,8 15:24,2017,6,3,8,15,24,64,2.8,3.6,99,99,99,999,1016.2,22.2,24.4,999,99,99
6/8/2017 15:30,8 15:30,2017,6,3,8,15,30,60,2.4,3.6,99,99,99,999,1016.3,22.2,24.4,999,99,99
6/8/2017 15:36,8 15:36,2017,6,3,8,15,36,56,3.1,3.7,99,99,99,999,1016.3,22.2,24.4,999,99,99
6/8/2017 15:42,8 15:42,2017,6,3,8,15,42,53,2.8,3.4,99,99,99,999,1016.4,22.3,24.4,999,99,99
6/8/2017 15:48,8 15:48,2017,6,3,8,15,48,55,3.1,3.6,99,99,99,999,1016.4,22.3,24.4,999,99,99
6/8/2017 15:54,8 15:54,2017,6,3,8,15,54,42,3.5,4,99,99,99,999,1016.4,22.6,24.4,999,99,99
6/8/2017 16:00,8 16:00,2017,6,3,8,16,0,35,4.3,5.1,99,99,99,999,1016.4,22.6,24.4,999,99,99
6/8/2017 16:06,8 16:06,2017,6,3,8,16,6,37,4.8,6,99,99,99,999,1016.5,22.6,24.4,999,99,99
6/8/2017 16:12,8 16:12,2017,6,3,8,16,12,38,4.6,5.4,99,99,99,999,1016.6,22.6,24.4,999,99,99
6/8/2017 16:18,8 16:18,2017,6,3,8,16,18,50,4,5.2,99,99,99,999,1016.6,22.5,24.4,999,99,99
6/8/2017 16:24,8 16:24,2017,6,3,8,16,24,38,4.2,5.2,99,99,99,999,1016.7,22.5,24.4,999,99,99
6/8/2017 16:30,8 16:30,2017,6,3,8,16,30,32,4.9,6.1,99,99,99,999,1016.7,22.4,24.4,999,99,99
6/8/2017 16:36,8 16:36,2017,6,3,8,16,36,26,5,5.7,99,99,99,999,1016.8,22.4,24.4,999,99,99
6/8/2017 16:42,8 16:42,2017,6,3,8,16,42,36,4.1,6,99,99,99,999,1016.8,22.5,24.4,999,99,99
6/8/2017 16:48,8 16:48,2017,6,3,8,16,48,39,4.4,5.3,99,99,99,999,1016.9,22.4,24.3,999,99,99
6/8/2017 16:54,8 16:54,2017,6,3,8,16,54,29,5.6,6.3,99,99,99,999,1017,22.5,24.3,999,99,99
6/8/2017 17:00,8 17:00,2017,6,3,8,17,0,30,4.7,5.9,99,99,99,999,1017,22.3,24.3,999,99,99
6/8/2017 17:06,8 17:06,2017,6,3,8,17,6,38,4.3,5,99,99,99,999,1017.1,22.3,24.3,999,99,99
6/8/2017 17:12,8 17:12,2017,6,3,8,17,12,47,4.2,5,99,99,99,999,1017.2,22.3,24.3,999,99,99
6/8/2017 17:18,8 17:18,2017,6,3,8,17,18,40,3.7,4.9,99,99,99,999,1017.3,22.4,24.3,999,99,99
6/8/2017 17:24,8 17:24,2017,6,3,8,17,24,41,3.3,4,99,99,99,999,1017.3,22.4,24.3,999,99,99
6/8/2017 17:30,8 17:30,2017,6,3,8,17,30,46,3.3,4.5,99,99,99,999,1017.3,22.4,24.3,999,99,99
6/8/2017 17:36,8 17:36,2017,6,3,8,17,36,39,3.8,5,99,99,99,999,1017.4,22.5,24.3,999,99,99
6/8/2017 17:42,8 17:42,2017,6,3,8,17,42,39,3.3,3.8,99,99,99,999,1017.5,22.5,24.3,999,99,99
6/8/2017 17:48,8 17:48,2017,6,3,8,17,48,29,2.8,3.7,99,99,99,999,1017.5,22.7,24.3,999,99,99
6/8/2017 17:54,8 17:54,2017,6,3,8,17,54,33,4.5,5.3,99,99,99,999,1017.5,22.5,24.3,999,99,99
6/8/2017 18:00,8 18:00,2017,6,3,8,18,0,33,5.3,6.5,99,99,99,999,1017.5,22.5,24.3,999,99,99
6/8/2017 18:06,8 18:06,2017,6,3,8,18,6,35,5.6,6.8,99,99,99,999,1017.6,22.3,24.3,999,99,99
6/8/2017 18:12,8 18:12,2017,6,3,8,18,12,37,5.6,7.1,99,99,99,999,1017.6,22.4,24.3,999,99,99
6/8/2017 18:18,8 18:18,2017,6,3,8,18,18,33,5.3,7.3,99,99,99,999,1017.7,22.6,24.3,999,99,99
6/8/2017 18:24,8 18:24,2017,6,3,8,18,24,17,6.2,7.2,99,99,99,999,1017.8,22.5,24.3,999,99,99
6/8/2017 18:30,8 18:30,2017,6,3,8,18,30,18,5.9,7.1,99,99,99,999,1017.8,22.5,24.3,999,99,99
6/8/2017 18:36,8 18:36,2017,6,3,8,18,36,14,5.7,7,99,99,99,999,1017.8,22.7,24.3,999,99,99
6/8/2017 18:42,8 18:42,2017,6,3,8,18,42,16,5.3,6.4,99,99,99,999,1017.9,22.7,24.3,999,99,99
6/8/2017 18:48,8 18:48,2017,6,3,8,18,48,18,5.4,6.2,99,99,99,999,1018,22.7,24.3,999,99,99
6/8/2017 18:54,8 18:54,2017,6,3,8,18,54,31,7.6,8.8,99,99,99,999,1017.9,21.9,24.3,999,99,99
6/8/2017 19:00,8 19:00,2017,6,3,8,19,0,43,5.6,8.3,99,99,99,999,1018,21.5,24.3,999,99,99
6/8/2017 19:06,8 19:06,2017,6,3,8,19,6,56,4.1,6.4,99,99,99,999,1018.1,21,24.3,999,99,99
6/8/2017 19:12,8 19:12,2017,6,3,8,19,12,46,2.9,4.3,99,99,99,999,1018,21.9,24.3,999,99,99
6/8/2017 19:18,8 19:18,2017,6,3,8,19,18,31,3.7,4.6,99,99,99,999,1018,22.7,24.3,999,99,99
6/8/2017 19:24,8 19:24,2017,6,3,8,19,24,21,3.8,4.9,99,99,99,999,1018.1,22.8,24.3,999,99,99
6/8/2017 19:30,8 19:30,2017,6,3,8,19,30,22,3.6,5,99,99,99,999,1018.1,23,24.3,999,99,99
6/8/2017 19:36,8 19:36,2017,6,3,8,19,36,14,3.9,5.2,99,99,99,999,1018.1,23.1,24.3,999,99,99
6/8/2017 19:42,8 19:42,2017,6,3,8,19,42,27,4.3,5.2,99,99,99,999,1018.1,23.1,24.3,999,99,99
6/8/2017 19:48,8 19:48,2017,6,3,8,19,48,30,4.4,5.4,99,99,99,999,1018,22.9,24.3,999,99,99
6/8/2017 19:54,8 19:54,2017,6,3,8,19,54,32,4.3,5.2,99,99,99,999,1018,22.9,24.3,999,99,99
6/8/2017 20:00,8 20:00,2017,6,3,8,20,0,42,4.5,5,99,99,99,999,1018,22.9,24.3,999,99,99
6/8/2017 20:06,8 20:06,2017,6,3,8,20,6,43,3.8,5,99,99,99,999,1017.9,23,24.3,999,99,99
6/8/2017 20:12,8 20:12,2017,6,3,8,20,12,25,4,5.3,99,99,99,999,1017.9,23,24.3,999,99,99
6/8/2017 20:18,8 20:18,2017,6,3,8,20,18,35,4.2,5.2,99,99,99,999,1017.9,23,24.3,999,99,99
6/8/2017 20:24,8 20:24,2017,6,3,8,20,24,27,4.3,5.3,99,99,99,999,1017.8,22.9,24.3,999,99,99
6/8/2017 20:30,8 20:30,2017,6,3,8,20,30,34,4.2,5,99,99,99,999,1017.8,23.2,24.3,999,99,99
6/8/2017 20:36,8 20:36,2017,6,3,8,20,36,35,3.7,4.9,99,99,99,999,1017.7,23.1,24.3,999,99,99
6/8/2017 20:42,8 20:42,2017,6,3,8,20,42,32,4.2,5.5,99,99,99,999,1017.7,23.1,24.3,999,99,99
